NO,LAP,GAP,TIME,race_id,cumtime,progress,temp_lap,5,77,7,33,14,19,11,27,55,10,9,28,18,94,8,44,3,DRIVER,ENTRANT,TIME OF DAY,STOP,DURATION,TOTAL TIME,d_stop,target,laps_since_pit,stop_count,stint
94,36,56.962,75.045,25.0,2980.2089999999994,0.5142857142857142,36.0,1.9000000000000057,1.652000000000001,1.713000000000008,1.9140000000000015,0.6730000000000018,0.9609999999999985,-14.659000000000006,0.9350000000000023,0.27899999999999636,-0.3130000000000024,-0.006000000000000227,0.3230000000000075,-0.15500000000000114,0.0,-0.16599999999999682,1.534000000000006,1.3050000000000068,,,,,,,False,,33,3.0,3.0
55,36,57.270,74.766,25.0,2980.5169999999994,0.5142857142857142,36.0,1.6210000000000093,1.3730000000000047,1.4340000000000117,1.6350000000000051,0.39400000000000546,0.6820000000000022,-14.938000000000002,0.6560000000000059,0.0,-0.5919999999999987,-0.2849999999999966,0.04400000000001114,-0.4339999999999975,-0.27899999999999636,-0.4449999999999932,1.2550000000000097,1.0260000000000105,,,,,,,False,,5,4.0,4.0
9,36,61.005,75.051,25.0,2984.2520000000004,0.5142857142857142,36.0,1.906000000000006,1.6580000000000013,1.7190000000000083,1.9200000000000017,0.679000000000002,0.9669999999999987,-14.653000000000006,0.9410000000000025,0.2849999999999966,-0.30700000000000216,0.0,0.32900000000000773,-0.1490000000000009,0.006000000000000227,-0.1599999999999966,1.5400000000000063,1.311000000000007,,,,,,,False,,33,3.0,4.0
8,36,66.332,75.211,25.0,2989.578999999999,0.5142857142857142,36.0,2.0660000000000025,1.8179999999999978,1.8790000000000049,2.0799999999999983,0.8389999999999986,1.1269999999999953,-14.49300000000001,1.100999999999999,0.4449999999999932,-0.14700000000000557,0.1599999999999966,0.4890000000000043,0.01099999999999568,0.16599999999999682,0.0,1.7000000000000028,1.4710000000000036,,,,,,,False,,33,3.0,4.0
18,36,66.713,75.2,25.0,2989.959999999999,0.5142857142857142,36.0,2.055000000000007,1.8070000000000022,1.8680000000000092,2.0690000000000026,0.828000000000003,1.1159999999999997,-14.504000000000005,1.0900000000000034,0.4339999999999975,-0.15800000000000125,0.1490000000000009,0.47800000000000864,0.0,0.15500000000000114,-0.01099999999999568,1.6890000000000072,1.460000000000008,,,,,,,False,,8,4.0,5.0
28,36,69.345,74.722,25.0,2992.5919999999996,0.5142857142857142,36.0,1.5769999999999982,1.3289999999999935,1.3900000000000006,1.590999999999994,0.3499999999999943,0.637999999999991,-14.982000000000014,0.6119999999999948,-0.04400000000001114,-0.6360000000000099,-0.32900000000000773,0.0,-0.47800000000000864,-0.3230000000000075,-0.4890000000000043,1.2109999999999985,0.9819999999999993,,,,,,,False,,9,4.0,4.0
44,37,0,73.591,25.0,2996.8379999999997,0.5285714285714286,37.0,0.07699999999999818,0.12299999999999045,0.5629999999999882,0.6789999999999878,-0.6890000000000072,-0.784000000000006,0.06399999999999295,-0.6490000000000009,-0.7580000000000098,-1.7109999999999985,-1.6610000000000014,-1.3970000000000056,-1.811000000000007,-2.76700000000001,-1.847999999999999,0.0,-0.17900000000000205,,,,,,,False,,34,3.0,4.0
5,37,3.549,73.514,25.0,3000.3869999999997,0.5285714285714286,37.0,0.0,0.04599999999999227,0.48599999999999,0.6019999999999897,-0.7660000000000053,-0.8610000000000042,-0.01300000000000523,-0.7259999999999991,-0.835000000000008,-1.7879999999999967,-1.7379999999999995,-1.4740000000000038,-1.8880000000000052,-2.8440000000000083,-1.9249999999999972,-0.07699999999999818,-0.2560000000000002,,,,,,,False,,9,4.0,4.0
77,37,6.428,73.468,25.0,3003.2659999999996,0.5285714285714286,37.0,-0.04599999999999227,0.0,0.4399999999999977,0.5559999999999974,-0.8119999999999976,-0.9069999999999965,-0.0589999999999975,-0.7719999999999914,-0.8810000000000002,-1.833999999999989,-1.7839999999999918,-1.519999999999996,-1.9339999999999975,-2.8900000000000006,-1.9709999999999894,-0.12299999999999045,-0.3019999999999925,,,,,,,False,,10,4.0,4.0
7,37,10.354,73.028,25.0,3007.192,0.5285714285714286,37.0,-0.48599999999999,-0.4399999999999977,0.0,0.11599999999999966,-1.2519999999999953,-1.3469999999999942,-0.4989999999999952,-1.211999999999989,-1.320999999999998,-2.2739999999999867,-2.2239999999999895,-1.9599999999999937,-2.3739999999999952,-3.3299999999999983,-2.410999999999987,-0.5629999999999882,-0.7419999999999902,,,,,,,False,,8,4.0,4.0
33,37,15.343,72.912,25.0,3012.1809999999996,0.5285714285714286,37.0,-0.6019999999999897,-0.5559999999999974,-0.11599999999999966,0.0,-1.367999999999995,-1.4629999999999939,-0.6149999999999949,-1.3279999999999887,-1.4369999999999976,-2.3899999999999864,-2.339999999999989,-2.0759999999999934,-2.489999999999995,-3.445999999999998,-2.526999999999987,-0.6789999999999878,-0.8579999999999899,,,,,,,False,,9,4.0,5.0
3,37,20.314,73.77,25.0,3017.152,0.5285714285714286,37.0,0.2560000000000002,0.3019999999999925,0.7419999999999902,0.8579999999999899,-0.5100000000000051,-0.605000000000004,0.242999999999995,-0.46999999999999886,-0.5790000000000077,-1.5319999999999965,-1.4819999999999993,-1.2180000000000035,-1.632000000000005,-2.588000000000008,-1.668999999999997,0.17900000000000205,0.0,,,,,,,False,,34,3.0,4.0
19,37,37.529,74.375,25.0,3034.367,0.5285714285714286,37.0,0.8610000000000042,0.9069999999999965,1.3469999999999942,1.4629999999999939,0.09499999999999886,0.0,0.847999999999999,0.13500000000000512,0.02599999999999625,-0.9269999999999925,-0.8769999999999953,-0.6129999999999995,-1.027000000000001,-1.983000000000004,-1.063999999999993,0.784000000000006,0.605000000000004,,,,,,,False,,10,4.0,4.0
14,37,40.090,74.28,25.0,3036.928,0.5285714285714286,37.0,0.7660000000000053,0.8119999999999976,1.2519999999999953,1.367999999999995,0.0,-0.09499999999999886,0.7530000000000001,0.04000000000000625,-0.06900000000000261,-1.0219999999999914,-0.9719999999999942,-0.7079999999999984,-1.1219999999999999,-2.078000000000003,-1.1589999999999918,0.6890000000000072,0.5100000000000051,,,,,,,False,,9,4.0,4.0
11,37,47.383,73.527,25.0,3044.2210000000005,0.5285714285714286,37.0,0.01300000000000523,0.0589999999999975,0.4989999999999952,0.6149999999999949,-0.7530000000000001,-0.847999999999999,0.0,-0.7129999999999939,-0.8220000000000027,-1.7749999999999915,-1.7249999999999943,-1.4609999999999985,-1.875,-2.831000000000003,-1.911999999999992,-0.06399999999999295,-0.242999999999995,,,,,,,False,,2,4.0,4.0
10,37,51.900,75.30199999999999,25.0,3048.7380000000003,0.5285714285714286,37.0,1.7879999999999967,1.833999999999989,2.2739999999999867,2.3899999999999864,1.0219999999999914,0.9269999999999925,1.7749999999999915,1.0619999999999976,0.9529999999999887,0.0,0.04999999999999716,0.31399999999999295,-0.10000000000000853,-1.0560000000000116,-0.13700000000000045,1.7109999999999985,1.5319999999999965,,,,,,,False,,34,3.0,4.0
27,37,52.858,74.24,25.0,3049.696,0.5285714285714286,37.0,0.7259999999999991,0.7719999999999914,1.211999999999989,1.3279999999999887,-0.04000000000000625,-0.13500000000000512,0.7129999999999939,0.0,-0.10900000000000887,-1.0619999999999976,-1.0120000000000005,-0.7480000000000047,-1.1620000000000061,-2.118000000000009,-1.198999999999998,0.6490000000000009,0.46999999999999886,,,,,,,False,,7,4.0,4.0
55,37,58.028,74.349,25.0,3054.8659999999995,0.5285714285714286,37.0,0.835000000000008,0.8810000000000002,1.320999999999998,1.4369999999999976,0.06900000000000261,-0.02599999999999625,0.8220000000000027,0.10900000000000887,0.0,-0.9529999999999887,-0.9029999999999916,-0.6389999999999958,-1.0529999999999973,-2.0090000000000003,-1.0899999999999892,0.7580000000000098,0.5790000000000077,,,,,,,False,,6,4.0,4.0
94,37,59.729,76.358,25.0,3056.5669999999996,0.5285714285714286,37.0,2.8440000000000083,2.8900000000000006,3.3299999999999983,3.445999999999998,2.078000000000003,1.983000000000004,2.831000000000003,2.118000000000009,2.0090000000000003,1.0560000000000116,1.1060000000000088,1.3700000000000045,0.9560000000000031,0.0,0.9190000000000111,2.76700000000001,2.588000000000008,,,,,,,False,,34,3.0,3.0
9,37,62.666,75.252,25.0,3059.5040000000004,0.5285714285714286,37.0,1.7379999999999995,1.7839999999999918,2.2239999999999895,2.339999999999989,0.9719999999999942,0.8769999999999953,1.7249999999999943,1.0120000000000005,0.9029999999999916,-0.04999999999999716,0.0,0.2639999999999958,-0.15000000000000568,-1.1060000000000088,-0.1869999999999976,1.6610000000000014,1.4819999999999993,,,,,,,False,,34,3.0,4.0
8,37,68.180,75.439,25.0,3065.0179999999987,0.5285714285714286,37.0,1.9249999999999972,1.9709999999999894,2.410999999999987,2.526999999999987,1.1589999999999918,1.063999999999993,1.911999999999992,1.198999999999998,1.0899999999999892,0.13700000000000045,0.1869999999999976,0.4509999999999934,0.03699999999999193,-0.9190000000000111,0.0,1.847999999999999,1.668999999999997,,,,,,,False,,34,3.0,4.0
18,37,68.524,75.402,25.0,3065.361999999999,0.5285714285714286,37.0,1.8880000000000052,1.9339999999999975,2.3739999999999952,2.489999999999995,1.1219999999999999,1.027000000000001,1.875,1.1620000000000061,1.0529999999999973,0.10000000000000853,0.15000000000000568,0.4140000000000015,0.0,-0.9560000000000031,-0.03699999999999193,1.811000000000007,1.632000000000005,,,,,,,False,,9,4.0,5.0
28,37,70.742,74.988,25.0,3067.5799999999995,0.5285714285714286,37.0,1.4740000000000038,1.519999999999996,1.9599999999999937,2.0759999999999934,0.7079999999999984,0.6129999999999995,1.4609999999999985,0.7480000000000047,0.6389999999999958,-0.31399999999999295,-0.2639999999999958,0.0,-0.4140000000000015,-1.3700000000000045,-0.4509999999999934,1.3970000000000056,1.2180000000000035,,,,,,,False,,10,4.0,4.0
44,38,0,73.52,25.0,3070.3579999999997,0.5428571428571428,38.0,-0.09799999999999898,0.055999999999997385,0.23699999999999477,0.387999999999991,-0.6330000000000098,-0.4140000000000015,-0.04200000000000159,-1.0940000000000083,-0.6900000000000119,-1.9120000000000061,-1.6629999999999967,-1.3800000000000097,-1.6850000000000023,-1.7160000000000082,-1.5559999999999974,0.0,-0.26300000000000523,,,,,,,False,,35,3.0,4.0
5,38,3.647,73.618,25.0,3074.0049999999997,0.5428571428571428,38.0,0.0,0.15399999999999636,0.33499999999999375,0.48599999999999,-0.5350000000000108,-0.3160000000000025,0.055999999999997385,-0.9960000000000093,-0.592000000000013,-1.8140000000000072,-1.5649999999999977,-1.2820000000000107,-1.5870000000000033,-1.6180000000000092,-1.4579999999999984,0.09799999999999898,-0.16500000000000625,,,,,,,False,,10,4.0,4.0
77,38,6.372,73.464,25.0,3076.7299999999996,0.5428571428571428,38.0,-0.15399999999999636,0.0,0.18099999999999739,0.33199999999999363,-0.6890000000000072,-0.46999999999999886,-0.09799999999999898,-1.1500000000000057,-0.7460000000000093,-1.9680000000000035,-1.718999999999994,-1.436000000000007,-1.7409999999999997,-1.7720000000000056,-1.6119999999999948,-0.055999999999997385,-0.3190000000000026,,,,,,,False,,11,4.0,4.0
7,38,10.117,73.283,25.0,3080.475,0.5428571428571428,38.0,-0.33499999999999375,-0.18099999999999739,0.0,0.15099999999999625,-0.8700000000000045,-0.6509999999999962,-0.27899999999999636,-1.331000000000003,-0.9270000000000067,-2.149000000000001,-1.8999999999999915,-1.6170000000000044,-1.921999999999997,-1.953000000000003,-1.7929999999999922,-0.23699999999999477,-0.5,,,,,,,False,,9,4.0,4.0
33,38,14.955,73.132,25.0,3085.3129999999996,0.5428571428571428,38.0,-0.48599999999999,-0.33199999999999363,-0.15099999999999625,0.0,-1.0210000000000008,-0.8019999999999925,-0.4299999999999926,-1.4819999999999993,-1.078000000000003,-2.299999999999997,-2.0509999999999877,-1.7680000000000007,-2.0729999999999933,-2.103999999999999,-1.9439999999999884,-0.387999999999991,-0.6509999999999962,,,,,,,False,,10,4.0,5.0
3,38,20.577,73.783,25.0,3090.935,0.5428571428571428,38.0,0.16500000000000625,0.3190000000000026,0.5,0.6509999999999962,-0.37000000000000455,-0.15099999999999625,0.22100000000000364,-0.8310000000000031,-0.4270000000000067,-1.649000000000001,-1.3999999999999915,-1.1170000000000044,-1.421999999999997,-1.453000000000003,-1.2929999999999922,0.26300000000000523,0.0,,,,,,,False,,35,3.0,4.0
19,38,37.943,73.934,25.0,3108.3010000000004,0.5428571428571428,38.0,0.3160000000000025,0.46999999999999886,0.6509999999999962,0.8019999999999925,-0.2190000000000083,0.0,0.3719999999999999,-0.6800000000000068,-0.27600000000001046,-1.4980000000000047,-1.2489999999999952,-0.9660000000000082,-1.2710000000000008,-1.3020000000000067,-1.141999999999996,0.4140000000000015,0.15099999999999625,,,,,,,False,,11,4.0,4.0
14,38,40.723,74.153,25.0,3111.0809999999997,0.5428571428571428,38.0,0.5350000000000108,0.6890000000000072,0.8700000000000045,1.0210000000000008,0.0,0.2190000000000083,0.5910000000000082,-0.4609999999999985,-0.05700000000000216,-1.2789999999999964,-1.029999999999987,-0.7469999999999999,-1.0519999999999925,-1.0829999999999984,-0.9229999999999876,0.6330000000000098,0.37000000000000455,,,,,,,False,,10,4.0,4.0
11,38,47.425,73.562,25.0,3117.7830000000004,0.5428571428571428,38.0,-0.055999999999997385,0.09799999999999898,0.27899999999999636,0.4299999999999926,-0.5910000000000082,-0.3719999999999999,0.0,-1.0520000000000067,-0.6480000000000103,-1.8700000000000045,-1.6209999999999951,-1.338000000000008,-1.6430000000000007,-1.6740000000000066,-1.5139999999999958,0.04200000000000159,-0.22100000000000364,,,,,,,False,,3,4.0,4.0
10,38,53.812,75.432,25.0,3124.17,0.5428571428571428,38.0,1.8140000000000072,1.9680000000000035,2.149000000000001,2.299999999999997,1.2789999999999964,1.4980000000000047,1.8700000000000045,0.8179999999999978,1.2219999999999942,0.0,0.24900000000000944,0.5319999999999965,0.22700000000000387,0.19599999999999795,0.35600000000000875,1.9120000000000061,1.649000000000001,,,,,,,False,,35,3.0,4.0
27,38,53.952,74.614,25.0,3124.31,0.5428571428571428,38.0,0.9960000000000093,1.1500000000000057,1.331000000000003,1.4819999999999993,0.4609999999999985,0.6800000000000068,1.0520000000000067,0.0,0.40399999999999636,-0.8179999999999978,-0.5689999999999884,-0.28600000000000136,-0.590999999999994,-0.6219999999999999,-0.4619999999999891,1.0940000000000083,0.8310000000000031,,,,,,,False,,8,4.0,4.0
55,38,58.718,74.21000000000001,25.0,3129.0759999999996,0.5428571428571428,38.0,0.592000000000013,0.7460000000000093,0.9270000000000067,1.078000000000003,0.05700000000000216,0.27600000000001046,0.6480000000000103,-0.40399999999999636,0.0,-1.2219999999999942,-0.9729999999999848,-0.6899999999999977,-0.9949999999999903,-1.0259999999999962,-0.8659999999999854,0.6900000000000119,0.4270000000000067,,,,,,,False,,7,4.0,4.0
94,38,61.445,75.236,25.0,3131.8029999999994,0.5428571428571428,38.0,1.6180000000000092,1.7720000000000056,1.953000000000003,2.103999999999999,1.0829999999999984,1.3020000000000067,1.6740000000000066,0.6219999999999999,1.0259999999999962,-0.19599999999999795,0.05300000000001148,0.3359999999999985,0.03100000000000591,0.0,0.1600000000000108,1.7160000000000082,1.453000000000003,,,,,,,False,,35,3.0,3.0
9,38,64.329,75.18299999999999,25.0,3134.6870000000004,0.5428571428571428,38.0,1.5649999999999977,1.718999999999994,1.8999999999999915,2.0509999999999877,1.029999999999987,1.2489999999999952,1.6209999999999951,0.5689999999999884,0.9729999999999848,-0.24900000000000944,0.0,0.28299999999998704,-0.02200000000000557,-0.05300000000001148,0.10699999999999932,1.6629999999999967,1.3999999999999915,,,,,,,False,,35,3.0,4.0
8,38,69.736,75.076,25.0,3140.0939999999987,0.5428571428571428,38.0,1.4579999999999984,1.6119999999999948,1.7929999999999922,1.9439999999999884,0.9229999999999876,1.141999999999996,1.5139999999999958,0.4619999999999891,0.8659999999999854,-0.35600000000000875,-0.10699999999999932,0.17599999999998772,-0.1290000000000049,-0.1600000000000108,0.0,1.5559999999999974,1.2929999999999922,,,,,,,False,,35,3.0,4.0
18,38,70.209,75.205,25.0,3140.566999999999,0.5428571428571428,38.0,1.5870000000000033,1.7409999999999997,1.921999999999997,2.0729999999999933,1.0519999999999925,1.2710000000000008,1.6430000000000007,0.590999999999994,0.9949999999999903,-0.22700000000000387,0.02200000000000557,0.3049999999999926,0.0,-0.03100000000000591,0.1290000000000049,1.6850000000000023,1.421999999999997,,,,,,,False,,10,4.0,5.0
28,38,72.122,74.9,25.0,3142.4799999999996,0.5428571428571428,38.0,1.2820000000000107,1.436000000000007,1.6170000000000044,1.7680000000000007,0.7469999999999999,0.9660000000000082,1.338000000000008,0.28600000000000136,0.6899999999999977,-0.5319999999999965,-0.28299999999998704,0.0,-0.3049999999999926,-0.3359999999999985,-0.17599999999998772,1.3800000000000097,1.1170000000000044,,,,,,,False,,11,4.0,4.0
44,39,0,73.502,25.0,3143.8599999999997,0.5571428571428572,39.0,0.14399999999999125,0.35599999999999454,0.3059999999999974,0.7389999999999901,-0.4140000000000015,-0.41100000000000136,0.2599999999999909,-0.3650000000000091,-0.6540000000000106,-2.459000000000003,-1.7040000000000077,,-1.543999999999997,-1.3689999999999998,-1.63900000000001,0.0,-0.07399999999999807,,,,,,,False,,36,3.0,4.0
5,39,3.503,73.358,25.0,3147.363,0.5571428571428572,39.0,0.0,0.2120000000000033,0.16200000000000614,0.5949999999999989,-0.5579999999999927,-0.5549999999999926,0.11599999999999966,-0.5090000000000003,-0.7980000000000018,-2.6029999999999944,-1.847999999999999,,-1.6879999999999882,-1.512999999999991,-1.7830000000000013,-0.14399999999999125,-0.2179999999999893,,,,,,,False,,11,4.0,4.0
77,39,6.016,73.146,25.0,3149.8759999999997,0.5571428571428572,39.0,-0.2120000000000033,0.0,-0.04999999999999716,0.38299999999999557,-0.769999999999996,-0.7669999999999959,-0.09600000000000364,-0.7210000000000036,-1.0100000000000051,-2.8149999999999977,-2.0600000000000023,,-1.8999999999999915,-1.7249999999999943,-1.9950000000000045,-0.35599999999999454,-0.4299999999999926,,,,,,,False,,12,4.0,4.0
7,39,9.811,73.196,25.0,3153.671,0.5571428571428572,39.0,-0.16200000000000614,0.04999999999999716,0.0,0.4329999999999927,-0.7199999999999989,-0.7169999999999987,-0.04600000000000648,-0.6710000000000065,-0.960000000000008,-2.7650000000000006,-2.010000000000005,,-1.8499999999999943,-1.6749999999999972,-1.9450000000000074,-0.3059999999999974,-0.37999999999999545,,,,,,,False,,10,4.0,4.0
33,39,14.216,72.763,25.0,3158.0759999999996,0.5571428571428572,39.0,-0.5949999999999989,-0.38299999999999557,-0.4329999999999927,0.0,-1.1529999999999916,-1.1499999999999915,-0.4789999999999992,-1.1039999999999992,-1.3930000000000007,-3.1979999999999933,-2.442999999999998,,-2.282999999999987,-2.10799999999999,-2.378,-0.7389999999999901,-0.8129999999999882,,,,,,,False,,11,4.0,5.0
3,39,20.651,73.576,25.0,3164.511,0.5571428571428572,39.0,0.2179999999999893,0.4299999999999926,0.37999999999999545,0.8129999999999882,-0.3400000000000034,-0.3370000000000033,0.333999999999989,-0.291000000000011,-0.5800000000000125,-2.385000000000005,-1.6300000000000097,,-1.4699999999999989,-1.2950000000000017,-1.565000000000012,0.07399999999999807,0.0,,,,,,,False,,36,3.0,4.0
19,39,38.354,73.913,25.0,3182.2140000000004,0.5571428571428572,39.0,0.5549999999999926,0.7669999999999959,0.7169999999999987,1.1499999999999915,-0.0030000000000001137,0.0,0.6709999999999923,0.04599999999999227,-0.2430000000000092,-2.048000000000002,-1.2930000000000064,,-1.1329999999999956,-0.9579999999999984,-1.2280000000000086,0.41100000000000136,0.3370000000000033,,,,,,,False,,12,4.0,4.0
14,39,41.137,73.916,25.0,3184.997,0.5571428571428572,39.0,0.5579999999999927,0.769999999999996,0.7199999999999989,1.1529999999999916,0.0,0.0030000000000001137,0.6739999999999924,0.04899999999999238,-0.2400000000000091,-2.0450000000000017,-1.2900000000000063,,-1.1299999999999955,-0.9549999999999983,-1.2250000000000085,0.4140000000000015,0.3400000000000034,,,,,,,False,,11,4.0,4.0
11,39,47.165,73.242,25.0,3191.0250000000005,0.5571428571428572,39.0,-0.11599999999999966,0.09600000000000364,0.04600000000000648,0.4789999999999992,-0.6739999999999924,-0.6709999999999923,0.0,-0.625,-0.9140000000000015,-2.718999999999994,-1.9639999999999986,,-1.8039999999999878,-1.6289999999999907,-1.899000000000001,-0.2599999999999909,-0.333999999999989,,,,,,,False,,4,4.0,4.0
27,39,54.317,73.867,25.0,3198.177,0.5571428571428572,39.0,0.5090000000000003,0.7210000000000036,0.6710000000000065,1.1039999999999992,-0.04899999999999238,-0.04599999999999227,0.625,0.0,-0.2890000000000015,-2.093999999999994,-1.3389999999999986,,-1.1789999999999878,-1.0039999999999907,-1.274000000000001,0.3650000000000091,0.291000000000011,,,,,,,False,,9,4.0,4.0
10,39,56.271,75.961,25.0,3200.131,0.5571428571428572,39.0,2.6029999999999944,2.8149999999999977,2.7650000000000006,3.1979999999999933,2.0450000000000017,2.048000000000002,2.718999999999994,2.093999999999994,1.8049999999999926,0.0,0.7549999999999955,,0.9150000000000063,1.0900000000000034,0.8199999999999932,2.459000000000003,2.385000000000005,,,,,,,False,,36,3.0,4.0
55,39,59.372,74.156,25.0,3203.2319999999995,0.5571428571428572,39.0,0.7980000000000018,1.0100000000000051,0.960000000000008,1.3930000000000007,0.2400000000000091,0.2430000000000092,0.9140000000000015,0.2890000000000015,0.0,-1.8049999999999926,-1.0499999999999972,,-0.8899999999999864,-0.7149999999999892,-0.9849999999999994,0.6540000000000106,0.5800000000000125,,,,,,,False,,8,4.0,4.0
94,39,62.814,74.871,25.0,3206.6739999999995,0.5571428571428572,39.0,1.512999999999991,1.7249999999999943,1.6749999999999972,2.10799999999999,0.9549999999999983,0.9579999999999984,1.6289999999999907,1.0039999999999907,0.7149999999999892,-1.0900000000000034,-0.33500000000000796,,-0.17499999999999716,0.0,-0.27000000000001023,1.3689999999999998,1.2950000000000017,,,,,,,False,,36,3.0,3.0
9,39,66.033,75.206,25.0,3209.8930000000005,0.5571428571428572,39.0,1.847999999999999,2.0600000000000023,2.010000000000005,2.442999999999998,1.2900000000000063,1.2930000000000064,1.9639999999999986,1.3389999999999986,1.0499999999999972,-0.7549999999999955,0.0,,0.1600000000000108,0.33500000000000796,0.06499999999999773,1.7040000000000077,1.6300000000000097,,,,,,,False,,36,3.0,4.0
8,39,71.375,75.141,25.0,3215.2349999999988,0.5571428571428572,39.0,1.7830000000000013,1.9950000000000045,1.9450000000000074,2.378,1.2250000000000085,1.2280000000000086,1.899000000000001,1.274000000000001,0.9849999999999994,-0.8199999999999932,-0.06499999999999773,,0.09500000000001307,0.27000000000001023,0.0,1.63900000000001,1.565000000000012,,,,,,,False,,36,3.0,4.0
18,39,71.753,75.04599999999999,25.0,3215.612999999999,0.5571428571428572,39.0,1.6879999999999882,1.8999999999999915,1.8499999999999943,2.282999999999987,1.1299999999999955,1.1329999999999956,1.8039999999999878,1.1789999999999878,0.8899999999999864,-0.9150000000000063,-0.1600000000000108,,0.0,0.17499999999999716,-0.09500000000001307,1.543999999999997,1.4699999999999989,,,,,,,False,,11,4.0,5.0
44,40,0,73.706,25.0,3217.566,0.5714285714285714,40.0,0.4900000000000091,0.4860000000000042,0.5900000000000034,0.7060000000000031,-0.21099999999999852,-0.6469999999999914,-0.04399999999999693,-0.5889999999999986,-0.6269999999999953,-1.8259999999999934,-1.8220000000000027,-2.85799999999999,,-1.320999999999998,-2.9569999999999936,0.0,0.1869999999999976,,,,,,,False,,37,3.0,4.0
28,40,1 LAP,76.564,25.0,3219.0439999999994,0.5714285714285714,40.0,3.347999999999999,3.343999999999994,3.4479999999999933,3.563999999999993,2.6469999999999914,2.2109999999999985,2.813999999999993,2.2689999999999912,2.2309999999999945,1.0319999999999965,1.0359999999999872,0.0,,1.536999999999992,-0.09900000000000375,2.85799999999999,3.0449999999999875,,,,,,,False,,13,4.0,4.0
5,40,3.013,73.216,25.0,3220.5789999999997,0.5714285714285714,40.0,0.0,-0.0040000000000048885,0.09999999999999432,0.21599999999999397,-0.7010000000000076,-1.1370000000000005,-0.534000000000006,-1.0790000000000077,-1.1170000000000044,-2.3160000000000025,-2.312000000000012,-3.347999999999999,,-1.811000000000007,-3.4470000000000027,-0.4900000000000091,-0.3030000000000115,,,,,,,False,,12,4.0,4.0
77,40,5.530,73.22,25.0,3223.0959999999995,0.5714285714285714,40.0,0.0040000000000048885,0.0,0.1039999999999992,0.21999999999999886,-0.6970000000000027,-1.1329999999999956,-0.5300000000000011,-1.0750000000000028,-1.1129999999999995,-2.3119999999999976,-2.308000000000007,-3.343999999999994,,-1.8070000000000022,-3.442999999999998,-0.4860000000000042,-0.2990000000000066,,,,,,,False,,13,4.0,4.0
7,40,9.221,73.116,25.0,3226.787,0.5714285714285714,40.0,-0.09999999999999432,-0.1039999999999992,0.0,0.11599999999999966,-0.8010000000000019,-1.2369999999999948,-0.6340000000000003,-1.179000000000002,-1.2169999999999987,-2.415999999999997,-2.412000000000006,-3.4479999999999933,,-1.9110000000000014,-3.546999999999997,-0.5900000000000034,-0.4030000000000058,,,,,,,False,,11,4.0,4.0
33,40,13.510,73.0,25.0,3231.0759999999996,0.5714285714285714,40.0,-0.21599999999999397,-0.21999999999999886,-0.11599999999999966,0.0,-0.9170000000000016,-1.3529999999999944,-0.75,-1.2950000000000017,-1.3329999999999984,-2.5319999999999965,-2.528000000000006,-3.563999999999993,,-2.027000000000001,-3.6629999999999967,-0.7060000000000031,-0.5190000000000055,,,,,,,False,,12,4.0,5.0
3,40,20.464,73.519,25.0,3238.0299999999997,0.5714285714285714,40.0,0.3030000000000115,0.2990000000000066,0.4030000000000058,0.5190000000000055,-0.39799999999999613,-0.833999999999989,-0.23099999999999454,-0.7759999999999962,-0.813999999999993,-2.012999999999991,-2.0090000000000003,-3.0449999999999875,,-1.5079999999999956,-3.1439999999999912,-0.1869999999999976,0.0,,,,,,,False,,37,3.0,4.0
19,40,39.001,74.353,25.0,3256.5670000000005,0.5714285714285714,40.0,1.1370000000000005,1.1329999999999956,1.2369999999999948,1.3529999999999944,0.43599999999999284,0.0,0.6029999999999944,0.057999999999992724,0.01999999999999602,-1.179000000000002,-1.1750000000000114,-2.2109999999999985,,-0.6740000000000066,-2.3100000000000023,0.6469999999999914,0.833999999999989,,,,,,,False,,13,4.0,4.0
14,40,41.348,73.917,25.0,3258.9139999999998,0.5714285714285714,40.0,0.7010000000000076,0.6970000000000027,0.8010000000000019,0.9170000000000016,0.0,-0.43599999999999284,0.1670000000000016,-0.3780000000000001,-0.4159999999999968,-1.6149999999999949,-1.6110000000000042,-2.6469999999999914,,-1.1099999999999994,-2.745999999999995,0.21099999999999852,0.39799999999999613,,,,,,,False,,12,4.0,4.0
11,40,47.209,73.75,25.0,3264.7750000000005,0.5714285714285714,40.0,0.534000000000006,0.5300000000000011,0.6340000000000003,0.75,-0.1670000000000016,-0.6029999999999944,0.0,-0.5450000000000017,-0.5829999999999984,-1.7819999999999965,-1.7780000000000058,-2.813999999999993,,-1.277000000000001,-2.9129999999999967,0.04399999999999693,0.23099999999999454,,,,,,,False,,5,4.0,4.0
27,40,54.906,74.295,25.0,3272.472,0.5714285714285714,40.0,1.0790000000000077,1.0750000000000028,1.179000000000002,1.2950000000000017,0.3780000000000001,-0.057999999999992724,0.5450000000000017,0.0,-0.0379999999999967,-1.2369999999999948,-1.233000000000004,-2.2689999999999912,,-0.7319999999999993,-2.367999999999995,0.5889999999999986,0.7759999999999962,,,,,,,False,,10,4.0,4.0
