,NO,GAP,TIME,NO.1,GAP.1,TIME.1,NO.2,GAP.2,TIME.2,NO.3,GAP.3,TIME.3,NO.4,GAP.4,TIME.4
113,18,63.112,1:24.232,18,64.967,1:24.405,18,66.587,1:24.699,20,62.183,1:23.968,20,63.773,1:24.182
114,40,74.585,1:25.149,40,77.326,1:25.291,40,79.169,1:24.922,26,64.218,1:24.081,26,65.586,1:23.960
115,94,78.033,1:25.135,94,80.784,1:25.301,,,,18,PIT,1:26.643,,,
116,9,79.618,1:25.176,9,82.333,1:25.265,,,,40,80.390,1:24.668,,,
117,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
118,5,,1:23.665,7,,1:22.701,7,PIT,1:23.778,33,,1:22.289,33,,1:22.561
119,7,1.415,1:23.733,5,PIT,1:25.390,20,1 LAP,1:41.904,40,1 LAP,1:24.843,9,1 LAP,1:24.838
120,40,1 LAP,1:28.445,18,1 LAP,1:23.546,18,1 LAP,1:23.209,9,1 LAP,1:24.788,40,PIT,1:28.001
121,18,1 LAP,1:41.207,40,1 LAP,1:26.666,33,7.159,1:23.107,5,10.037,1:21.993,5,10.261,1:22.785
122,9,1 LAP,1:25.043,33,7.830,1:23.088,40,1 LAP,1:26.725,7,11.161,1:40.609,7,11.439,1:22.839
123,33,8.858,1:22.625,9,1 LAP,1:26.653,9,1 LAP,1:24.791,77,14.966,1:22.149,77,14.772,1:22.367
124,44,PIT,1:24.755,77,24.779,1:21.656,5,17.492,1:39.996,44,16.391,1:21.370,44,15.963,1:22.133
125,94,1 LAP,1:23.798,44,26.852,1:38.651,77,22.265,1:21.264,94,1 LAP,1:24.331,94,1 LAP,1:24.341
126,77,27.239,1:41.001,94,1 LAP,1:26.935,44,24.469,1:21.395,55,31.179,1:23.986,55,PIT,1:26.536
127,55,36.221,1:23.512,55,36.299,1:24.194,94,1 LAP,1:24.724,14,31.990,1:24.027,14,PIT,1:26.452
128,14,37.424,1:23.625,14,37.135,1:23.827,55,36.641,1:24.120,11,PIT,1:26.332,2,37.852,1:23.399
129,11,40.377,1:23.315,11,39.835,1:23.574,14,37.411,1:24.054,2,37.014,1:23.548,27,44.775,1:23.351
130,2,43.678,1:23.363,2,43.309,1:23.747,11,39.762,1:23.705,31,42.758,1:23.590,31,PIT,1:25.903
131,31,49.148,1:23.630,31,48.682,1:23.650,2,42.914,1:23.383,27,43.985,1:23.170,30,51.486,1:23.822
132,27,51.011,1:23.528,27,50.477,1:23.582,31,48.616,1:23.712,30,50.225,1:23.349,11,56.265,1:42.180
133,30,56.574,1:23.858,30,56.442,1:23.984,27,50.263,1:23.564,26,58.455,1:23.098,26,59.501,1:23.607
134,26,65.860,1:23.939,26,65.326,1:23.582,30,56.324,1:23.660,20,75.841,1:22.542,20,75.836,1:22.556
135,20,PIT,1:26.219,,,,26,64.805,1:23.257,18,80.360,1:23.295,18,81.356,1:23.557
136,,,,,,,20,82.747,1:22.410,,,,,,
137,,,,,,,18,86.513,1:22.919,,,,,,
138,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
139,33,,1:22.693,33,,1:22.970,33,,1:22.041,33,,1:22.404,33,,1:22.351
140,5,10.658,1:23.090,18,1 LAP,1:26.017,18,1 LAP,1:23.426,18,1 LAP,1:23.510,18,1 LAP,1:23.378
141,7,12.098,1:23.352,5,10.171,1:22.483,5,10.473,1:22.343,5,10.344,1:22.275,5,10.281,1:22.288
142,9,1 LAP,1:27.585,7,11.960,1:22.832,7,12.119,1:22.200,7,12.007,1:22.292,7,12.027,1:22.371
143,77,14.645,1:22.566,77,14.746,1:23.071,77,14.650,1:21.945,77,14.122,1:21.876,77,13.765,1:21.994
144,44,15.778,1:22.508,44,15.763,1:22.955,44,15.372,1:21.650,44,15.188,1:22.220,44,15.262,1:22.425
145,94,1 LAP,1:24.859,9,1 LAP,1:27.453,9,1 LAP,1:24.614,9,1 LAP,1:24.691,9,1 LAP,1:24.111
146,40,1 LAP,1:43.224,94,1 LAP,1:25.090,94,1 LAP,1:24.436,94,1 LAP,1:24.144,94,1 LAP,1:24.114
147,2,38.426,1:23.267,40,1 LAP,1:25.121,40,1 LAP,1:24.467,40,1 LAP,1:24.230,40,1 LAP,1:24.420
148,27,44.564,1:22.482,2,38.645,1:23.189,2,39.954,1:23.350,2,40.776,1:23.226,2,41.731,1:23.306
149,30,52.875,1:24.082,27,44.107,1:22.513,27,44.558,1:22.492,27,45.060,1:22.906,27,45.427,1:22.718
150,55,54.795,1:42.334,30,53.273,1:23.368,30,54.936,1:23.704,30,56.536,1:24.004,30,57.783,1:23.598
151,14,55.348,1:42.160,14,56.236,1:23.858,14,58.665,1:24.470,14,58.913,1:22.652,14,59.478,1:22.916
152,11,57.242,1:23.670,55,57.343,1:25.518,55,59.607,1:24.305,55,60.623,1:23.420,55,61.310,1:23.038
153,26,60.590,1:23.782,11,58.021,1:23.749,11,60.420,1:24.440,11,61.644,1:23.628,11,62.533,1:23.240
154,31,64.600,1:41.193,26,61.280,1:23.660,26,62.741,1:23.502,26,64.021,1:23.684,31,66.917,1:23.343
155,20,75.824,1:22.681,31,64.101,1:22.471,31,64.933,1:22.873,31,65.925,1:23.396,26,PIT,1:25.859
156,,,,20,75.169,1:22.315,20,75.843,1:22.715,20,76.219,1:22.780,20,76.609,1:22.741
157,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
158,33,,1:22.422,33,PIT,1:25.012,5,,1:22.449,5,,1:22.181,5,,1:21.996
159,18,1 LAP,1:23.465,26,1 LAP,1:41.793,7,1.530,1:22.302,7,1.419,1:22.070,7,1.205,1:21.782
160,5,10.266,1:22.407,18,1 LAP,1:24.264,18,1 LAP,1:26.961,77,3.376,1:22.190,77,3.420,1:22.040
161,7,11.784,1:22.179,5,7.380,1:22.126,77,3.367,1:22.288,44,4.559,1:22.239,44,4.619,1:22.056
162,77,13.532,1:22.189,7,9.057,1:22.285,44,4.501,1:22.243,18,1 LAP,1:26.604,18,1 LAP,1:23.986
163,44,15.026,1:22.186,77,10.908,1:22.388,9,1 LAP,1:24.167,33,19.201,1:20.490,33,18.253,1:21.048
164,9,1 LAP,1:24.241,44,12.087,1:22.073,33,20.892,1:50.721,9,1 LAP,1:25.888,9,1 LAP,1:24.387
165,94,1 LAP,1:24.238,9,1 LAP,1:24.231,94,1 LAP,1:23.825,94,1 LAP,1:24.337,94,1 LAP,1:24.165
166,40,1 LAP,1:24.190,94,1 LAP,1:24.126,40,1 LAP,1:25.555,40,1 LAP,1:24.500,40,1 LAP,1:23.859
167,2,43.283,1:23.974,40,1 LAP,1:24.095,27,37.260,1:23.006,27,38.557,1:23.478,27,PIT,1:25.926
168,27,46.026,1:23.021,27,44.083,1:23.069,14,52.765,1:23.912,14,54.386,1:23.802,14,54.936,1:22.546
169,30,58.985,1:23.624,2,PIT,1:26.117,30,54.126,1:25.810,55,55.939,1:23.568,55,56.804,1:22.861
170,14,60.080,1:23.024,30,58.145,1:24.172,55,54.552,1:24.267,30,57.793,1:25.848,11,59.393,1:22.918
171,55,62.075,1:23.187,14,58.682,1:23.614,11,55.617,1:23.914,11,58.471,1:25.035,30,61.726,1:25.929
172,11,63.592,1:23.481,55,60.114,1:23.051,31,58.120,1:23.037,31,59.610,1:23.671,31,62.312,1:24.698
173,31,67.295,1:22.800,11,61.532,1:22.952,2,61.698,1:47.139,2,61.477,1:21.960,2,62.803,1:23.322
174,20,76.771,1:22.584,31,64.912,1:22.629,20,67.546,1:22.929,20,68.241,1:22.876,20,69.086,1:22.841
175,,,,20,74.446,1:22.687,26,75.831,1:22.141,26,75.845,1:22.195,26,75.861,1:22.012
176,,,,26,83.519,1:21.631,,,,,,,,,
177,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
178,5,,1:21.722,5,,1:21.895,5,,1:21.865,5,,1:21.644,5,,1:21.889
179,7,1.325,1:21.842,7,1.231,1:21.801,7,1.188,1:21.822,7,1.268,1:21.724,7,1.195,1:21.816
180,44,3.787,1:20.890,44,3.081,1:21.189,44,2.549,1:21.333,44,2.534,1:21.629,44,2.244,1:21.599
181,77,6.101,1:24.403,77,6.038,1:21.832,77,6.173,1:22.000,77,6.394,1:21.865,77,5.983,1:21.478
182,18,1 LAP,1:23.520,18,1 LAP,1:23.390,30,1 LAP,1:43.484,30,1 LAP,1:22.358,30,1 LAP,1:22.517
183,33,17.368,1:20.837,33,16.241,1:20.768,18,1 LAP,1:23.474,33,15.765,1:21.593,33,14.830,1:20.954
184,9,1 LAP,1:24.153,9,1 LAP,1:23.999,33,15.816,1:21.440,18,1 LAP,1:25.506,18,1 LAP,1:23.547
185,94,1 LAP,1:24.024,94,1 LAP,1:23.681,9,1 LAP,1:23.941,9,1 LAP,1:24.044,9,1 LAP,1:23.773
186,40,1 LAP,1:23.788,40,1 LAP,1:23.729,94,1 LAP,1:23.723,94,1 LAP,1:23.911,94,1 LAP,1:23.782
187,14,56.940,1:23.726,14,58.270,1:23.225,40,1 LAP,1:25.902,40,1 LAP,1:23.531,40,1 LAP,1:23.242
188,55,58.734,1:23.652,55,60.011,1:23.172,14,59.254,1:22.849,14,60.409,1:22.799,14,61.000,1:22.480
189,11,60.831,1:23.160,11,61.952,1:23.016,55,61.338,1:23.192,55,62.525,1:22.831,55,63.935,1:23.299
190,31,64.078,1:23.488,31,65.561,1:23.378,11,63.175,1:23.088,11,64.395,1:22.864,11,65.309,1:22.803
191,2,66.210,1:25.129,2,67.017,1:22.702,31,66.748,1:23.052,31,67.752,1:22.648,31,68.761,1:22.898
192,30,PIT,1:28.551,20,71.196,1:22.851,2,67.810,1:22.658,2,69.099,1:22.933,2,70.382,1:23.172
193,20,70.240,1:22.876,27,72.980,1:22.673,20,72.175,1:22.844,20,73.546,1:23.015,20,74.891,1:23.234
194,27,72.202,1:51.437,26,76.556,1:22.090,27,73.423,1:22.308,27,74.119,1:22.340,27,75.230,1:23.000
195,26,76.361,1:22.222,,,,26,77.038,1:22.347,26,77.453,1:22.059,26,77.994,1:22.430
196,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
197,5,,1:21.826,5,,1:21.726,5,,1:21.990,5,,1:22.235,5,,1:22.028
198,7,1.073,1:21.704,7,0.870,1:21.523,7,0.846,1:21.966,7,1.017,1:22.406,7,0.942,1:21.953
199,44,2.282,1:21.864,44,2.303,1:21.747,44,2.215,1:21.902,44,1.774,1:21.794,44,2.008,1:22.262
200,77,5.766,1:21.609,77,5.520,1:21.480,77,5.523,1:21.993,77,4.664,1:21.376,77,4.671,1:22.035
201,30,1 LAP,1:22.400,30,1 LAP,1:22.067,30,1 LAP,1:22.586,33,12.102,1:21.570,26,1 LAP,1:28.731
202,33,14.005,1:21.001,33,13.205,1:20.926,33,12.767,1:21.552,30,1 LAP,1:24.243,33,10.991,1:20.917
203,18,1 LAP,1:23.195,18,1 LAP,1:23.108,18,1 LAP,1:23.075,18,1 LAP,1:22.830,30,1 LAP,1:22.440
204,9,1 LAP,1:25.305,9,1 LAP,1:24.255,9,1 LAP,1:24.746,9,1 LAP,1:24.759,18,1 LAP,1:22.856
205,94,1 LAP,1:23.573,94,1 LAP,1:23.797,94,1 LAP,1:23.734,94,1 LAP,1:23.601,9,1 LAP,1:25.025
206,40,1 LAP,1:23.618,40,1 LAP,1:23.399,40,1 LAP,1:23.526,40,1 LAP,1:23.408,94,1 LAP,1:23.721
207,14,61.364,1:22.190,14,61.800,1:22.162,14,62.130,1:22.320,14,62.089,1:22.194,40,1 LAP,1:23.640
208,55,65.116,1:23.007,55,66.184,1:22.794,55,66.849,1:22.655,55,67.146,1:22.532,14,62.184,1:22.123
209,11,66.446,1:22.963,11,67.747,1:23.027,11,68.231,1:22.474,11,68.645,1:22.649,55,67.866,1:22.748
210,31,69.614,1:22.679,31,70.427,1:22.539,31,71.067,1:22.630,31,71.398,1:22.566,11,69.334,1:22.717
211,2,71.523,1:22.967,2,72.744,1:22.947,2,73.648,1:22.894,2,73.978,1:22.565,31,73.139,1:23.769
212,20,76.769,1:23.704,20,78.128,1:23.085,20,78.982,1:22.844,20,79.470,1:22.723,2,74.887,1:22.937
213,27,77.274,1:23.870,27,78.632,1:23.084,27,79.610,1:22.968,27,80.198,1:22.823,20,80.652,1:23.210
214,26,78.818,1:22.650,26,80.009,1:22.917,26,81.135,1:23.116,,,,27,81.479,1:23.309
215,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
216,5,,1:22.242,5,,1:22.421,5,,1:21.355,5,,1:21.110,5,,1:21.060
217,7,1.046,1:22.346,7,0.783,1:22.158,7,1.422,1:21.994,7,1.633,1:21.321,7,1.709,1:21.136
218,44,2.187,1:22.421,44,1.870,1:22.104,44,2.233,1:21.718,44,2.864,1:21.741,44,2.844,1:21.040
219,77,4.156,1:21.727,77,5.005,1:23.270,20,1 LAP,1:26.353,20,1 LAP,1:23.620,77,8.186,1:21.793
220,26,1 LAP,1:23.292,27,1 LAP,1:28.902,77,5.877,1:22.227,77,7.453,1:22.686,20,1 LAP,1:24.111
221,33,12.025,1:23.276,26,1 LAP,1:22.639,27,1 LAP,1:22.508,27,1 LAP,1:22.917,27,1 LAP,1:22.893
222,30,1 LAP,1:22.707,33,10.466,1:20.862,26,1 LAP,1:22.746,33,11.241,1:21.827,33,11.762,1:21.581
223,18,1 LAP,1:23.230,30,1 LAP,1:22.054,33,10.524,1:21.413,26,1 LAP,1:24.936,26,1 LAP,1:22.209
224,9,1 LAP,1:24.871,18,1 LAP,1:22.997,30,1 LAP,1:22.123,30,1 LAP,1:21.889,30,1 LAP,1:22.824
