,NO,GAP,TIME,NO.1,GAP.1,TIME.1,NO.2,GAP.2,TIME.2,NO.3,GAP.3,TIME.3,NO.4,GAP.4,TIME.4
124,3,18.265,1:34.912,3,18.321,1:35.034,3,18.405,1:35.292,9,1 LAP,1:38.974,8,1 LAP,1:55.272
125,5,31.980,1:34.689,5,31.586,1:34.584,5,31.011,1:34.633,3,18.240,1:35.521,9,1 LAP,1:40.495
126,77,38.707,1:36.141,77,39.446,1:35.717,77,39.820,1:35.582,5,29.696,1:34.371,5,28.651,1:34.342
127,11,50.860,1:55.587,11,51.473,1:35.591,11,52.280,1:36.015,77,39.487,1:35.353,77,39.555,1:35.455
128,2,65.489,1:37.808,2,67.982,1:37.471,2,70.605,1:37.831,11,52.522,1:35.928,11,53.408,1:36.273
129,18,67.487,1:37.770,18,70.113,1:37.604,18,72.373,1:37.468,2,72.298,1:37.379,2,74.104,1:37.193
130,19,69.716,1:37.663,19,72.603,1:37.865,19,74.846,1:37.451,18,73.933,1:37.246,18,76.147,1:37.601
131,31,70.370,1:37.788,31,73.172,1:37.780,31,75.464,1:37.500,19,76.397,1:37.237,19,78.414,1:37.404
132,27,72.255,1:37.939,27,75.133,1:37.856,27,77.513,1:37.588,31,77.628,1:37.850,31,79.871,1:37.630
133,30,74.332,1:38.027,30,76.829,1:37.475,30,79.360,1:37.739,27,79.746,1:37.919,27,81.915,1:37.556
134,20,77.616,1:38.991,14,82.458,1:39.422,14,85.037,1:37.787,30,81.182,1:37.508,30,83.295,1:37.500
135,14,78.014,1:39.091,20,83.409,1:40.771,20,86.772,1:38.571,14,86.638,1:37.287,14,88.884,1:37.633
136,10,79.933,1:38.474,10,84.236,1:39.281,10,87.228,1:38.200,20,88.761,1:37.675,20,90.955,1:37.581
137,94,85.294,1:38.762,94,89.000,1:38.684,94,92.131,1:38.339,10,89.644,1:38.102,10,92.446,1:38.189
138,8,86.483,1:38.614,8,89.981,1:38.476,,,,94,94.845,1:38.400,,,
139,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
140,33,,1:35.290,33,,1:35.508,33,,1:36.062,33,,1:35.845,33,,1:35.567
141,94,1 LAP,1:39.453,10,1 LAP,1:39.268,10,1 LAP,1:37.544,20,1 LAP,1:39.583,14,1 LAP,1:38.120
142,44,8.856,1:35.772,94,1 LAP,1:38.463,44,9.209,1:35.980,10,1 LAP,1:38.151,20,1 LAP,1:37.363
143,3,18.018,1:35.265,44,9.291,1:35.943,94,PIT,1:43.135,30,1 LAP,1:44.902,10,1 LAP,1:37.589
144,8,1 LAP,1:35.941,3,17.766,1:35.256,3,17.024,1:35.320,44,9.312,1:35.948,44,8.943,1:35.198
145,9,1 LAP,1:38.985,8,1 LAP,1:36.353,8,1 LAP,1:36.372,3,16.415,1:35.236,30,1 LAP,1:39.596
146,5,27.893,1:34.532,5,27.195,1:34.810,5,25.444,1:34.311,5,23.817,1:34.218,3,15.958,1:35.110
147,77,39.874,1:35.609,9,1 LAP,1:40.318,9,1 LAP,1:38.826,8,1 LAP,1:39.032,5,22.472,1:34.222
148,11,54.583,1:36.465,77,40.133,1:35.767,77,39.431,1:35.360,94,1 LAP,1:59.607,8,1 LAP,1:36.379
149,2,75.545,1:36.731,11,56.515,1:37.440,11,57.117,1:36.664,77,39.486,1:35.900,94,1 LAP,1:36.444
150,18,78.090,1:37.233,2,76.903,1:36.866,2,78.245,1:37.404,9,PIT,1:45.520,77,39.510,1:35.591
151,19,80.323,1:37.199,18,79.765,1:37.183,18,80.696,1:36.993,11,57.947,1:36.675,11,58.788,1:36.408
152,31,81.656,1:37.075,19,82.100,1:37.285,19,83.211,1:37.173,2,79.485,1:37.085,9,1 LAP,1:56.076
153,27,84.045,1:37.420,31,83.440,1:37.292,31,84.746,1:37.368,18,81.806,1:36.955,2,81.072,1:37.154
154,30,85.338,1:37.333,27,86.131,1:37.594,27,87.909,1:37.840,19,84.483,1:37.117,18,83.227,1:36.988
155,14,91.224,1:37.630,14,93.259,1:37.543,14,94.499,1:37.302,31,86.392,1:37.491,19,85.915,1:36.999
156,20,93.089,1:37.424,30,95.850,1:46.020,,,,27,89.942,1:37.878,31,88.497,1:37.672
157,,,,20,95.899,1:38.318,,,,,,,27,92.256,1:37.881
158,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
159,33,,1:35.001,33,,1:35.263,33,,1:35.070,33,,1:35.559,33,,1:35.130
160,14,1 LAP,1:37.251,27,1 LAP,1:38.553,27,1 LAP,1:38.205,31,1 LAP,1:39.315,31,1 LAP,1:37.913
161,20,1 LAP,1:37.369,14,1 LAP,1:37.478,14,1 LAP,1:37.272,27,1 LAP,1:37.782,27,1 LAP,1:38.248
162,44,9.623,1:35.681,44,9.578,1:35.218,44,9.608,1:35.100,44,9.554,1:35.505,44,9.773,1:35.349
163,10,1 LAP,1:38.910,20,1 LAP,1:39.397,20,1 LAP,1:37.253,14,1 LAP,1:38.308,14,1 LAP,1:37.614
164,30,1 LAP,1:38.125,10,1 LAP,1:37.464,10,1 LAP,1:37.617,20,1 LAP,1:37.256,3,17.864,1:35.705
165,3,16.441,1:35.484,3,16.272,1:35.094,3,16.907,1:35.705,3,17.289,1:35.941,5,18.822,1:34.386
166,5,21.551,1:34.080,30,1 LAP,1:38.959,5,20.564,1:34.867,10,1 LAP,1:39.563,20,1 LAP,1:40.291
167,8,1 LAP,1:36.401,5,20.767,1:34.479,30,1 LAP,1:39.737,5,19.566,1:34.561,10,1 LAP,1:38.098
168,77,40.049,1:35.540,8,1 LAP,1:36.512,8,1 LAP,1:36.494,30,1 LAP,1:37.292,30,1 LAP,1:37.421
169,94,1 LAP,1:38.707,77,40.303,1:35.517,77,40.743,1:35.510,8,1 LAP,1:36.185,8,1 LAP,1:36.212
170,11,60.353,1:36.566,94,1 LAP,1:37.020,94,1 LAP,1:36.653,77,40.468,1:35.284,77,40.840,1:35.502
171,9,1 LAP,1:37.501,11,61.446,1:36.356,11,62.885,1:36.509,94,1 LAP,1:36.682,94,1 LAP,1:36.769
172,2,83.105,1:37.034,9,1 LAP,1:37.192,9,1 LAP,1:36.826,11,63.474,1:36.148,11,64.984,1:36.640
173,18,85.127,1:36.901,2,84.912,1:37.070,2,86.702,1:36.860,9,1 LAP,1:36.863,9,1 LAP,1:37.195
174,19,88.236,1:37.322,18,86.785,1:36.921,18,88.730,1:37.015,2,88.027,1:36.884,2,89.779,1:36.882
175,31,91.263,1:37.767,19,90.045,1:37.072,19,92.344,1:37.369,18,90.033,1:36.862,18,91.747,1:36.844
176,,,,31,93.798,1:37.798,,,,19,93.729,1:36.944,,,
177,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
178,33,,1:35.212,33,,1:34.874,33,,1:35.025,33,,1:35.284,33,,1:34.467
179,19,1 LAP,1:38.448,19,1 LAP,1:37.415,18,1 LAP,1:38.093,2,1 LAP,1:38.340,2,1 LAP,1:35.931
180,31,1 LAP,1:37.815,44,9.121,1:34.574,19,1 LAP,1:37.143,18,1 LAP,1:36.880,18,1 LAP,1:36.753
181,44,9.421,1:34.860,31,1 LAP,1:39.426,44,8.548,1:34.452,44,7.854,1:34.590,44,8.344,1:34.957
182,27,1 LAP,1:39.347,27,1 LAP,1:38.389,31,1 LAP,1:38.025,19,1 LAP,1:38.091,19,1 LAP,1:37.225
183,14,1 LAP,1:37.377,14,1 LAP,1:37.350,3,19.102,1:35.769,31,1 LAP,1:37.831,3,19.612,1:35.259
184,3,17.597,1:34.945,3,18.358,1:35.635,5,19.698,1:35.630,3,18.820,1:35.002,5,21.022,1:35.421
185,5,18.412,1:34.802,5,19.093,1:35.555,27,1 LAP,1:40.572,5,20.068,1:35.654,31,1 LAP,1:40.785
186,20,1 LAP,1:37.394,20,1 LAP,1:37.192,14,1 LAP,1:42.319,27,1 LAP,1:39.068,27,1 LAP,1:38.919
187,10,1 LAP,1:37.170,10,1 LAP,1:37.235,20,1 LAP,1:37.261,14,1 LAP,1:37.540,14,1 LAP,1:38.176
188,30,1 LAP,1:37.186,30,1 LAP,1:37.401,10,1 LAP,1:37.458,20,1 LAP,1:38.262,20,1 LAP,1:37.509
189,8,1 LAP,1:35.829,8,1 LAP,1:35.799,30,1 LAP,1:37.542,10,1 LAP,1:37.486,10,1 LAP,1:38.387
190,77,41.259,1:35.631,77,41.917,1:35.532,8,1 LAP,1:36.339,30,1 LAP,1:37.861,8,1 LAP,1:35.796
191,94,1 LAP,1:36.604,94,1 LAP,1:36.685,77,42.560,1:35.668,8,1 LAP,1:37.265,30,1 LAP,1:38.436
192,11,66.222,1:36.450,11,67.403,1:36.055,94,1 LAP,1:36.637,77,43.410,1:36.134,77,45.134,1:36.191
193,9,1 LAP,1:37.414,9,1 LAP,1:37.481,11,68.607,1:36.229,94,1 LAP,1:36.631,94,1 LAP,1:36.867
194,2,91.265,1:36.698,2,93.089,1:36.698,9,1 LAP,1:37.241,11,69.418,1:36.095,11,71.065,1:36.114
195,18,93.162,1:36.627,,,,,,,9,1 LAP,1:37.266,9,1 LAP,1:37.549
196,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
197,33,,1:34.716,33,,1:34.647,33,,1:34.890,33,,1:35.112,33,,1:34.905
198,2,1 LAP,1:35.980,2,1 LAP,1:36.416,2,1 LAP,1:36.492,2,1 LAP,1:36.420,9,2 LAPS,1:38.789
199,18,1 LAP,1:37.038,44,9.810,1:35.431,44,10.129,1:35.209,44,10.359,1:35.342,2,1 LAP,1:37.299
200,44,9.026,1:35.398,18,1 LAP,1:39.207,18,1 LAP,1:37.112,18,1 LAP,1:37.158,44,11.414,1:35.960
201,19,1 LAP,1:37.404,19,1 LAP,1:37.390,19,1 LAP,1:37.891,3,21.641,1:35.830,18,1 LAP,1:37.820
202,3,19.769,1:34.873,3,20.251,1:35.129,3,20.923,1:35.562,19,1 LAP,1:38.766,3,21.506,1:34.770
203,5,21.681,1:35.375,5,23.313,1:36.279,5,24.788,1:36.365,5,27.130,1:37.454,19,1 LAP,1:37.716
204,31,1 LAP,1:38.352,31,1 LAP,1:38.297,31,1 LAP,1:38.474,31,1 LAP,1:38.612,5,31.593,1:39.368
205,14,1 LAP,1:39.354,14,1 LAP,1:37.853,14,1 LAP,1:37.894,14,1 LAP,1:38.050,31,1 LAP,1:38.522
206,20,1 LAP,1:38.121,20,1 LAP,1:37.903,20,1 LAP,1:37.793,20,1 LAP,1:38.023,14,1 LAP,1:38.204
207,10,1 LAP,1:37.987,10,1 LAP,1:37.776,10,1 LAP,1:37.417,10,1 LAP,1:38.120,20,1 LAP,1:38.105
208,27,PIT,1:42.957,8,1 LAP,1:36.273,8,1 LAP,1:37.384,8,1 LAP,1:37.252,8,1 LAP,1:38.531
209,8,1 LAP,1:36.228,77,48.888,1:36.800,77,50.036,1:36.038,77,50.944,1:36.020,10,1 LAP,1:39.586
210,30,1 LAP,1:37.630,30,1 LAP,1:38.946,30,1 LAP,1:38.415,30,1 LAP,1:37.786,77,53.550,1:37.511
211,77,46.735,1:36.317,27,1 LAP,1:56.609,27,1 LAP,1:34.266,27,1 LAP,1:34.647,30,1 LAP,1:37.588
212,94,1 LAP,1:36.739,94,1 LAP,1:37.508,94,1 LAP,1:37.733,94,1 LAP,1:36.395,27,1 LAP,1:34.834
213,11,72.407,1:36.058,11,73.673,1:35.913,11,74.821,1:36.038,11,76.384,1:36.675,94,1 LAP,1:36.631
214,9,1 LAP,1:37.847,9,1 LAP,1:37.567,9,1 LAP,1:37.661,,,,11,77.753,1:36.274
