,NO,GAP,TIME,NO.1,GAP.1,TIME.1,NO.2,GAP.2,TIME.2,NO.3,GAP.3,TIME.3,NO.4,GAP.4,TIME.4
80,5,0.696,3:09.669,5,PIT  3:09.496,,5,0.279 24:37.892,,5,1.060,1:50.099,5,1.665,1:47.089
81,19,1.689,3:09.390,19,PIT  3:10.393,,18,1.004 24:35.189,,3,1.596,1:49.730,3,2.983,1:47.871
82,18,2.527,3:08.931,18,PIT  3:11.093,,27,1.120 24:31.745,,18,2.327,1:50.641,18,3.377,1:47.534
83,3,4.592,3:08.817,3,PIT  3:10.880,,19,1.132 24:36.855,,27,4.703,1:52.901,20,7.191,1:48.848
84,27,5.821,3:09.344,27,PIT  3:11.359,,3,1.184 24:33.517,,19,4.777,1:52.963,14,9.606,1:50.204
85,20,6.855,3:09.056,20,PIT  3:12.150,,20,1.717 24:30.517,,20,4.827,1:52.428,55,12.864,1:52.983
86,14,7.703,3:09.154,14,PIT  3:12.823,,14,1.902 24:29.181,,14,5.886,1:53.302,31,13.991,1:52.400
87,55,8.805,3:08.101,55,PIT  3:13.520,,55,1.932 24:27.412,,55,6.365,1:53.751,8,14.080,1:53.165
88,8,9.902,3:07.530,8,PIT  3:15.202,,8,3.000 24:25.701,,8,7.399,1:53.717,77,15.288,1:52.064
89,9,10.754,3:07.039,9,PIT  3:16.519,,9,3.029 24:23.561,,31,8.075,1:54.002,11,1 LAP,1:52.167
90,2,11.863,3:05.897,2,PIT  3:17.937,,2,3.316 24:21.321,,2,8.111,1:54.113,2,16.280,1:54.653
91,77,12.648,3:05.285,77,PIT  3:19.657,,31,3.391 24:16.844,,77,9.708,1:55.620,9,16.826,1:53.489
92,31,14.199,2:41.556,31,PIT  3:20.153,,77,3.406 24:18.906,,9,9.821,1:56.110,7,1 LAP,1:53.343
93,94,PIT,3:08.943,94,PIT  3:19.550,,11,1 LAP 2:11.365,,11,1 LAP,1:55.052,94,20.373,1:53.172
94,,,,11,1 LAP 28:23.939,,94,4.859 24:15.132,,7,1 LAP,1:54.517,19,PIT,2:09.019
95,,,,7,1 LAP 28:15.709,,7,1 LAP 1:54.223,,94,13.685,1:58.144,,,
96,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
97,44,,1:45.577,44,,1:45.659,44,,1:44.942,44,,1:45.732,44,,1:46.172
98,5,2.120,1:46.032,5,2.326,1:45.865,5,2.668,1:45.284,5,2.503,1:45.567,5,2.081,1:45.750
99,3,3.836,1:46.430,3,4.771,1:46.594,3,6.171,1:46.342,3,6.533,1:46.094,3,6.372,1:46.011
100,18,4.351,1:46.551,18,5.682,1:46.990,18,7.234,1:46.494,18,7.880,1:46.378,18,8.042,1:46.334
101,20,10.637,1:49.023,20,13.496,1:48.518,20,16.315,1:47.761,20,18.047,1:47.464,20,19.127,1:47.252
102,14,12.253,1:48.224,14,14.987,1:48.393,14,17.780,1:47.735,14,19.170,1:47.122,14,19.805,1:46.807
103,55,15.804,1:48.517,55,18.180,1:48.035,55,20.124,1:46.886,31,21.771,1:47.075,31,21.871,1:46.272
104,31,16.055,1:47.641,31,18.595,1:48.199,31,20.428,1:46.775,55,21.803,1:47.411,77,23.424,1:47.097
105,77,16.968,1:47.257,77,19.341,1:48.032,77,21.422,1:47.023,77,22.499,1:46.809,55,23.589,1:47.958
106,11,1 LAP,1:49.084,11,1 LAP,1:47.057,11,1 LAP,1:46.675,11,1 LAP,1:46.533,11,1 LAP,1:46.977
107,8,19.806,1:51.303,7,1 LAP,1:47.446,7,1 LAP,1:47.201,7,1 LAP,1:47.223,7,1 LAP,1:46.924
108,7,1 LAP,1:49.839,8,23.716,1:49.569,8,27.802,1:49.028,8,30.180,1:48.110,8,31.479,1:47.471
109,2,21.865,1:51.162,2,25.800,1:49.594,2,29.732,1:48.874,2,32.612,1:48.612,2,34.348,1:47.908
110,9,23.534,1:52.285,9,27.689,1:49.814,9,31.762,1:49.015,9,34.510,1:48.480,9,36.930,1:48.592
111,94,25.512,1:50.716,94,29.246,1:49.393,94,33.502,1:49.198,94,38.065,1:50.295,94,40.321,1:48.428
112,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
113,5,,1:45.866,5,,1:45.312,5,PIT,1:48.475,3,,1:45.917,3,,1:46.098
114,44,PIT,1:50.858,3,5.337,1:45.910,3,3.004,1:46.142,18,3.558,1:46.755,18,3.898,1:46.438
115,3,4.739,1:46.314,18,7.710,1:46.492,18,5.724,1:46.489,20,16.502,1:46.803,20,17.146,1:46.742
116,18,6.530,1:46.435,20,19.951,1:47.050,20,18.620,1:47.144,31,18.313,1:46.549,31,18.370,1:46.155
117,20,18.213,1:47.033,14,21.261,1:47.344,31,20.685,1:47.643,77,19.589,1:47.091,77,19.414,1:45.923
118,14,19.229,1:47.371,31,21.517,1:46.528,14,20.933,1:48.147,14,19.832,1:47.820,14,21.156,1:47.422
119,31,20.301,1:46.377,77,22.314,1:45.884,77,21.419,1:47.580,5,22.163,2:11.084,5,21.410,1:45.345
120,77,21.742,1:46.265,11,1 LAP,1:47.919,11,1 LAP,1:46.270,44,22.903,1:46.336,44,22.099,1:45.294
121,11,1 LAP,1:47.424,44,27.882,2:10.283,44,25.488,1:46.081,55,26.807,1:48.121,55,27.702,1:46.993
122,55,23.989,1:48.347,55,27.971,1:49.294,7,1 LAP,1:46.615,11,PIT,1:52.117,8,35.456,1:48.980
123,7,1 LAP,1:46.369,7,1 LAP,1:48.105,55,27.607,1:48.111,7,PIT,1:51.458,11,1 LAP,1:57.290
124,8,31.027,1:47.495,8,33.788,1:48.073,8,33.158,1:47.845,8,32.574,1:48.337,7,1 LAP,1:57.714
125,2,34.322,1:47.921,2,36.872,1:47.862,9,39.829,1:48.427,9,39.207,1:48.299,9,41.848,1:48.739
126,9,37.124,1:48.141,9,39.877,1:48.065,2,PIT,1:54.477,94,42.372,1:48.192,94,44.664,1:48.390
127,94,40.561,1:48.187,94,43.445,1:48.196,94,43.101,1:48.131,2,59.480,2:05.527,2,61.536,1:48.154
128,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
129,3,,1:45.533,3,,1:45.522,3,,1:45.375,3,,1:46.824,3,,1:45.308
130,18,4.616,1:46.251,18,4.900,1:45.806,18,5.302,1:45.777,18,4.591,1:46.113,18,4.992,1:45.709
131,20,18.146,1:46.533,31,19.104,1:46.147,31,19.388,1:45.659,77,18.173,1:44.933,77,17.263,1:44.398
132,31,18.479,1:45.642,20,19.303,1:46.679,77,20.064,1:45.874,31,18.198,1:45.634,31,19.068,1:46.178
133,77,18.902,1:45.021,77,19.565,1:46.185,20,21.911,1:47.983,5,20.284,1:45.165,5,19.482,1:44.506
134,5,22.419,1:46.542,5,21.852,1:44.955,5,21.943,1:45.466,44,21.352,1:45.600,44,20.780,1:44.736
135,44,22.767,1:46.201,44,22.371,1:45.126,44,22.576,1:45.580,20,23.927,1:48.840,20,25.376,1:46.757
136,14,25.287,1:49.664,14,27.108,1:47.343,14,28.421,1:46.688,14,28.232,1:46.635,14,29.287,1:46.363
137,55,28.914,1:46.745,55,29.780,1:46.388,55,30.559,1:46.154,55,30.098,1:46.363,55,31.115,1:46.325
138,11,1 LAP,1:46.198,11,1 LAP,1:45.670,11,1 LAP,1:45.588,11,1 LAP,1:46.029,7,1 LAP,1:46.420
139,7,1 LAP,1:47.472,7,1 LAP,1:46.506,7,1 LAP,1:46.346,7,1 LAP,1:47.867,11,PIT,1:56.586
140,9,47.592,1:51.277,9,52.332,1:50.262,9,56.469,1:49.512,9,59.313,1:49.668,9,63.177,1:49.172
141,94,47.709,1:48.578,94,52.791,1:50.604,94,56.595,1:49.179,94,60.184,1:50.413,94,63.561,1:48.685
142,8,PIT,2:08.407,2,65.740,1:47.486,2,67.884,1:47.519,2,69.198,1:48.138,2,71.328,1:47.438
143,2,63.776,1:47.773,8,83.301,2:10.493,8,86.383,1:48.457,8,87.598,1:48.039,8,90.451,1:48.161
144,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO GAP,,TIME
145,3,,1:45.397,3,,1:45.254,3,,1:45.055,3,,1:45.224,3,,1:45.108
146,18,5.051,1:45.456,18,5.100,1:45.303,18,5.297,1:45.252,18,5.181,1:45.108,18 5.295,,1:45.222
147,77,16.478,1:44.612,77,15.539,1:44.315,77,14.520,1:44.036,77,13.436,1:44.140,77 12.539,,1:44.211
148,31,19.660,1:45.989,5,19.498,1:44.838,5,19.135,1:44.692,5,17.940,1:44.029,5 16.462,,1:43.630
149,5,19.914,1:45.829,31,21.197,1:46.791,44,20.916,1:44.605,44,19.532,1:43.840,44 18.298,,1:43.874
150,44,20.407,1:45.024,44,21.366,1:46.213,31,23.897,1:47.755,31,24.701,1:46.028,31 25.283,,1:45.690
151,20,26.536,1:46.557,20,27.819,1:46.537,20,29.114,1:46.350,20,30.298,1:46.408,20 31.502,,1:46.312
152,14,30.378,1:46.488,14,32.791,1:47.667,55,35.067,1:47.059,55,36.281,1:46.438,55 37.432,,1:46.259
153,55,32.008,1:46.290,55,33.063,1:46.309,14,35.705,1:47.969,14,37.065,1:46.584,14 42.007,,1:50.050
154,7,1 LAP,1:47.606,7,1 LAP,1:46.395,7,1 LAP,1:46.433,7,1 LAP,1:45.934,7 1 LAP,,1:45.542
155,9,66.699,1:48.919,94,70.062,1:48.159,94,72.724,1:47.717,94,74.808,1:47.308,94 77.070,,1:47.370
156,94,67.157,1:48.993,9,71.550,1:50.105,9,74.822,1:48.327,9,77.537,1:47.939,9 79.615,,1:47.186
157,2,73.201,1:47.270,2,75.150,1:47.203,2,77.089,1:46.994,2,78.980,1:47.115,2 80.520,,1:46.648
158,8,92.702,1:47.648,8,94.956,1:47.508,8,97.424,1:47.523,8,99.648,1:47.448,8101.371,,1:46.831
159,NO GAP,,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
160,3,,1:44.882,3,,1:45.358,3,,1:45.400,3,,1:46.075,3,,1:45.705
161,18 5.947,,1:45.534,18,6.210,1:45.621,8,1 LAP,1:47.501,8,1 LAP,1:48.616,18,4.751,1:45.117
162,77 11.766,,1:44.109,77,10.686,1:44.278,18,6.188,1:45.378,18,5.339,1:45.226,77,6.096,1:44.257
163,5 15.156,,1:43.576,5,13.239,1:43.441,77,9.400,1:44.114,77,7.544,1:44.219,5,8.053,1:43.833
164,44 16.885,,1:43.469,44,15.260,1:43.733,5,12.014,1:44.175,5,9.925,1:43.986,44,8.782,1:43.600
165,31 26.411,,1:46.010,31,27.290,1:46.237,44,13.408,1:43.548,44,10.887,1:43.554,8,1 LAP,1:56.078
166,20 33.320,,1:46.700,20,34.752,1:46.790,31,27.903,1:46.013,31,28.224,1:46.396,31,29.175,1:46.656
167,55 38.416,,1:45.866,55,39.310,1:46.252,20,36.143,1:46.791,20,37.470,1:47.402,20,39.155,1:47.390
168,14 47.205,,1:50.080,14,47.193,1:45.346,55,42.807,1:48.897,55,44.419,1:47.687,55,46.712,1:47.998
169,7 1 LAP,,1:45.604,7,PIT,1:51.833,14,53.136,1:51.343,14,52.229,1:45.168,14,56.083,1:49.559
170,94 79.308,,1:47.120,94,81.290,1:47.340,94,83.120,1:47.230,94,84.724,1:47.679,94,86.573,1:47.554
171,9 81.967,,1:47.234,9,83.908,1:47.299,9,86.204,1:47.696,9,87.742,1:47.613,9,89.550,1:47.513
172,2 83.124,,1:47.486,2,84.829,1:47.063,2,86.784,1:47.355,2,88.336,1:47.627,2,90.041,1:47.410
173,8103.453,,1:46.964,,,,,,,,,,,,
174,NO,GAP,TIME,,,,,,,,,,,,
175,3,,1:46.117,,,,,,,,,,,,
176,77,3.904,1:43.925,,,,,,,,,,,,
177,18,4.009,1:45.375,,,,,,,,,,,,
178,5,5.976,1:44.040,,,,,,,,,,,,
179,44,6.188,1:43.523,,,,,,,,,,,,
180,8,1 LAP,1:49.783,,,,,,,,,,,,
181,31,30.298,1:47.240,,,,,,,,,,,,
182,20,41.753,1:48.715,,,,,,,,,,,,
183,55,49.400,1:48.805,,,,,,,,,,,,
184,14,59.551,1:49.585,,,,,,,,,,,,
185,94,89.093,1:48.637,,,,,,,,,,,,
186,9,91.794,1:48.361,,,,,,,,,,,,
187,2,92.160,1:48.236,,,,,,,,,,,,
