,NO,GAP,TIME,NO.1,GAP.1,TIME.1,NO.2,GAP.2,TIME.2,NO.3,GAP.3,TIME.3,NO.4,GAP.4,TIME.4
0,5,,1:36.916,5,,1:31.664,5,,1:32.167,5,,1:32.014,5,,1:32.273
1,7,1.514,1:38.430,7,1.741,1:31.891,7,1.915,1:32.341,7,2.222,1:32.321,7,2.088,1:32.139
2,6,2.400,1:39.316,6,2.773,1:32.037,6,3.353,1:32.747,6,3.480,1:32.141,6,2.782,1:31.575
3,33,3.158,1:40.074,33,3.819,1:32.325,33,4.546,1:32.894,33,5.070,1:32.538,33,5.317,1:32.520
4,19,4.108,1:41.024,19,5.371,1:32.927,20,1 LAP,1:46.207,44,7.083,1:32.062,44,6.439,1:31.629
5,44,4.373,1:41.289,44,6.110,1:33.401,19,6.513,1:33.309,19,9.002,1:34.503,19,9.848,1:33.119
6,55,5.149,1:42.065,55,7.015,1:33.530,44,7.035,1:33.092,55,9.439,1:33.653,55,10.538,1:33.372
7,27,6.518,1:43.434,27,8.770,1:33.916,55,7.800,1:32.952,20,1 LAP,1:37.229,20,1 LAP,1:34.720
8,3,6.860,1:43.776,3,9.466,1:34.270,27,10.779,1:34.176,27,12.893,1:34.128,3,13.891,1:33.015
9,14,7.631,1:44.547,14,10.754,1:34.787,3,11.249,1:33.950,3,13.149,1:33.914,27,15.587,1:34.967
10,11,8.163,1:45.079,11,11.514,1:35.015,14,12.839,1:34.252,14,15.132,1:34.307,14,16.767,1:33.908
11,22,8.593,1:45.509,22,12.071,1:35.142,11,13.659,1:34.312,11,15.867,1:34.222,11,17.979,1:34.385
12,30,9.339,1:46.255,30,12.965,1:35.290,22,14.837,1:34.933,22,16.804,1:33.981,22,19.035,1:34.504
13,94,10.062,1:46.978,94,13.788,1:35.390,30,15.363,1:34.565,30,17.391,1:34.042,30,19.606,1:34.488
14,9,10.636,1:47.552,9,14.274,1:35.302,94,16.333,1:34.712,94,18.428,1:34.109,94,20.390,1:34.235
15,12,11.156,1:48.072,12,14.807,1:35.315,9,17.116,1:35.009,9,19.293,1:34.191,9,21.249,1:34.229
16,77,11.413,1:48.329,77,15.185,1:35.436,12,17.905,1:35.265,12,20.321,1:34.430,77,22.920,1:34.591
17,8,12.463,1:49.379,8,16.487,1:35.688,77,18.332,1:35.314,77,20.602,1:34.284,12,23.692,1:35.644
18,88,13.066,1:49.982,88,17.295,1:35.893,8,19.478,1:35.158,8,21.908,1:34.444,8,24.138,1:34.503
19,21,16.403,1:53.319,21,27.858,1:43.119,88,20.314,1:35.186,88,23.037,1:34.737,88,25.439,1:34.675
20,20,PIT,3:00.423,,,,21,28.813,1:33.122,21,29.797,1:32.998,21,30.708,1:33.184
21,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
22,5,,1:32.204,5,,1:32.080,5,,1:32.289,5,,1:32.578,5,,1:32.571
23,7,2.124,1:32.240,7,2.254,1:32.210,7,2.346,1:32.381,7,2.496,1:32.728,7,2.523,1:32.598
24,6,3.046,1:32.468,6,3.430,1:32.464,6,3.766,1:32.625,6,3.745,1:32.557,6,3.755,1:32.581
25,33,6.003,1:32.890,33,7.140,1:33.217,33,8.107,1:33.256,33,9.122,1:33.593,33,10.451,1:33.900
26,44,6.516,1:32.281,44,7.902,1:33.466,44,8.744,1:33.131,44,9.787,1:33.621,44,11.449,1:34.233
27,19,10.869,1:33.225,19,12.440,1:33.651,19,13.994,1:33.843,19,15.941,1:34.525,3,16.461,1:32.855
28,55,11.656,1:33.322,55,13.344,1:33.768,3,15.636,1:32.992,3,16.177,1:33.119,19,19.499,1:36.129
29,3,14.270,1:32.583,3,14.933,1:32.743,27,20.868,1:34.045,27,22.164,1:33.874,27,23.448,1:33.855
