,NO,GAP,TIME,NO.1,GAP.1,TIME.1,NO.2,GAP.2,TIME.2,NO.3,GAP.3,TIME.3,NO.4,GAP.4,TIME.4
87,94,1 LAP,2:06.189,77,24.295,2:02.106,94 1 LAP,,2:04.919,94 PIT,,2:12.758,77,24.764,1:54.246
88,77,21.539,2:01.969,94,1 LAP,2:07.492,77 PIT,,2:08.888,30 PIT,,2:08.378,27,26.064,1:53.649
89,55,28.718,2:01.052,27,32.498,2:00.689,30 39.061,,2:00.177,77 52.605,,2:24.421,55,30.498,1:55.822
90,27,31.159,2:00.911,11,35.169,2:00.490,27 PIT,,2:07.429,27 54.502,,2:19.574,11,31.248,1:55.125
91,11,34.029,2:01.193,30,37.353,2:00.567,11 PIT,,2:07.258,55 56.763,,1:58.547,30,43.850,2:25.028
92,30,36.136,2:01.311,55,PIT,2:08.161,55 64.746,,2:25.686,11 58.210,,2:20.782,2,44.587,1:57.651
93,2,41.753,2:00.734,2,PIT,2:07.701,2 81.177,,2:29.542,2 69.023,,1:54.376,18,49.823,1:55.018
94,18,PIT,2:09.712,8,PIT,2:09.743,18 88.598,,1:57.856,18 76.892,,1:54.824,20,54.195,1:55.131
95,8,61.642,2:02.830,31,PIT,2:09.567,20 92.014,,1:57.671,20 81.151,,1:55.667,8,56.511,1:53.833
96,31,62.725,2:02.626,18,89.211,2:28.068,8 94.925,,2:21.359,8 84.765,,1:56.370,31,57.158,1:53.797
97,9,77.881,2:04.672,9,PIT,2:11.013,31 96.031,,2:21.558,31 85.448,,1:55.947,94,1 LAP,2:41.534
98,20,93.503,2:00.817,20,92.812,1:58.659,19122.689,,1:57.446,19111.085,,1:54.926,19,82.137,1:53.139
99,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
100,44,,1:52.323,44,,1:51.128,44,,1:49.453,44,,1:49.474,44,,1:48.761
101,3,8.675,1:52.285,3,8.541,1:50.994,3,9.585,1:50.497,3,9.465,1:49.354,3,8.947,1:48.243
102,9,1 LAP,2:02.843,77,25.472,1:52.041,77,26.086,1:50.067,77,25.630,1:49.018,77,25.107,1:48.238
103,77,24.559,1:52.118,27,27.464,1:52.747,27,29.179,1:51.168,27,29.875,1:50.170,27,30.622,1:49.508
104,27,25.845,1:52.104,55,35.226,1:54.364,55,37.395,1:51.622,55,38.311,1:50.390,55,38.697,1:49.147
105,55,31.990,1:53.815,11,35.729,1:54.204,11,38.079,1:51.803,11,39.014,1:50.409,11,39.727,1:49.474
106,11,32.653,1:53.728,9,PIT,2:14.761,30,47.183,1:51.010,30,48.516,1:50.807,30,49.001,1:49.246
107,30,44.223,1:52.696,30,45.626,1:52.531,2,48.675,1:51.124,2,49.623,1:50.422,2,50.647,1:49.785
108,2,45.466,1:53.202,2,47.004,1:52.666,18,54.067,1:51.538,18,55.885,1:51.292,18,57.336,1:50.212
109,18,51.152,1:53.652,18,51.982,1:51.958,8,57.869,1:50.980,8,58.629,1:50.234,8,59.402,1:49.534
110,20,55.073,1:53.201,20,55.376,1:51.431,20,59.842,1:53.919,31,60.417,1:49.932,31,61.295,1:49.639
111,8,56.133,1:51.945,8,56.342,1:51.337,31,59.959,1:52.089,20,62.541,1:52.173,20,65.403,1:51.623
112,31,57.270,1:52.435,31,57.323,1:51.181,9,1 LAP,2:22.860,9,1 LAP,1:54.132,19,87.042,1:50.986
113,94,1 LAP,2:04.150,94,1 LAP,1:58.970,19,84.088,1:51.687,19,84.817,1:50.203,9,1 LAP,1:55.189
114,19,81.648,1:51.834,19,81.854,1:51.334,94,1 LAP,2:01.236,94,1 LAP,1:56.285,94,1 LAP,1:54.941
115,NO,GAP,TIME,NO,GAP,TIME,NO GAP,,TIME,NO GAP,,TIME,NO,GAP,TIME
116,44,,1:47.849,44,,1:47.249,44,,2:06.649,44,,2:58.284,44,,3:10.859
117,3,8.923,1:47.825,94,2 LAPS,1:55.715,3 18.741,,2:15.743,3 6.682,,2:46.225,3,1.112,3:05.289
118,77,25.359,1:48.101,3,9.647,1:47.973,94 2 LAPS,,2:23.632,94 PIT,,2:52.582,77,2.727,2:48.098
119,27,31.505,1:48.732,77,26.108,1:47.998,77 38.504,,2:19.045,77 25.488,,2:45.268,94,2 LAPS,2:59.554
120,55,39.481,1:48.633,27,32.267,1:48.011,27 PIT,,2:24.224,55 45.866,,2:43.914,55,4.978,2:29.971
121,11,40.498,1:48.620,55,40.262,1:48.030,55 60.236,,2:26.623,11 47.845,,2:43.712,11,6.325,2:29.339
122,30,49.992,1:48.840,11,41.899,1:48.650,11 62.417,,2:27.167,30 65.341,,2:46.435,30,7.853,2:13.371
123,2,52.212,1:49.414,30,51.556,1:48.813,30 77.190,,2:32.283,2 67.894,,2:46.828,2,10.799,2:13.764
124,18,59.446,1:49.959,2,53.688,1:48.725,2 79.350,,2:32.311,18 79.826,,2:45.713,18,12.554,2:03.587
125,8,60.766,1:49.213,18,61.379,1:49.182,18 92.397,,2:37.667,8 81.197,,2:45.151,8,14.643,2:04.305
126,31,62.505,1:49.059,8,62.366,1:48.849,8 94.330,,2:38.613,27 92.527,,3:40.969,27,26.961,2:05.293
127,20,67.976,1:50.422,31,63.974,1:48.718,31 PIT,,2:43.969,31102.167,,2:59.157,31,28.791,1:57.483
128,19,90.944,1:51.751,20,69.181,1:48.454,20 PIT,,2:48.022,20114.891,,3:02.621,20,43.369,1:59.337
129,9,1 LAP,1:52.496,19,PIT,2:02.199,19161.585,,3:02.340,19115.667,,2:12.366,19,44.121,1:59.313
130,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
131,44,,3:09.674,44,,1:49.049,44,,1:47.133,44,,1:49.543,44,,1:46.389
132,3,0.724,3:09.286,3,2.225,1:50.550,3,4.280,1:49.188,3,1.736,1:46.999,3,2.241,1:46.894
133,77,1.234,3:08.181,77,3.750,1:51.565,77,5.388,1:48.771,77,3.182,1:47.337,77,3.609,1:46.816
134,55,3.042,3:07.738,55,5.319,1:51.326,55,6.851,1:48.665,55,5.277,1:47.969,55,6.454,1:47.566
135,94,2 LAPS,3:08.692,11,6.041,1:51.747,11,7.647,1:48.739,11,6.328,1:48.224,11,7.920,1:47.981
136,11,3.343,3:06.692,30,7.573,1:52.607,30,9.336,1:48.896,30,8.041,1:48.248,30,9.804,1:48.152
137,30,4.015,3:05.836,2,8.617,1:53.272,2,10.815,1:49.331,2,9.826,1:48.554,2,11.735,1:48.298
138,2,4.394,3:03.269,18,9.620,1:53.864,18,12.270,1:49.783,18,11.409,1:48.682,18,13.553,1:48.533
139,18,4.805,3:01.925,8,10.321,1:54.300,8,12.980,1:49.792,8,12.210,1:48.773,8,14.402,1:48.581
140,8,5.070,3:00.101,27,10.690,1:54.353,27,13.619,1:50.062,27,12.678,1:48.602,27,14.964,1:48.675
141,27,5.386,2:48.099,31,11.224,1:54.679,31,14.335,1:50.244,31,13.626,1:48.834,31,15.892,1:48.655
142,31,5.594,2:46.477,19,11.753,1:54.377,19,15.241,1:50.621,19,14.816,1:49.118,19,17.003,1:48.576
143,20,6.082,2:32.387,20,12.135,1:55.102,20,18.536,1:53.534,20,16.578,1:47.585,20,17.841,1:47.652
144,19,6.425,2:31.978,94,2 LAPS,2:04.758,94,2 LAPS,1:54.484,94,2 LAPS,1:53.122,94,2 LAPS,1:52.341
145,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
146,44,,1:46.449,44,,1:45.656,44,,1:45.856,44,,1:46.121,44,,1:45.426
147,3,2.181,1:46.389,3,2.540,1:46.015,3,2.453,1:45.769,3,2.385,1:46.053,3,2.588,1:45.629
148,77,3.712,1:46.552,77,4.021,1:45.965,77,4.524,1:46.359,77,5.659,1:47.256,77,7.355,1:47.122
149,55,7.272,1:47.267,55,8.840,1:47.224,55,10.164,1:47.180,55,11.285,1:47.242,55,12.592,1:46.733
150,11,8.846,1:47.375,11,10.642,1:47.452,11,11.734,1:46.948,11,12.671,1:47.058,11,14.359,1:47.114
151,30,11.011,1:47.656,30,12.576,1:47.221,30,13.944,1:47.224,30,14.788,1:46.965,30,16.247,1:46.885
152,2,12.950,1:47.664,2,15.108,1:47.814,2,17.204,1:47.952,2,18.443,1:47.360,2,20.513,1:47.496
153,18,15.551,1:48.447,18,19.193,1:49.298,18,21.410,1:48.073,18,22.856,1:47.567,18,25.093,1:47.663
154,8,16.376,1:48.423,8,19.850,1:49.130,8,22.324,1:48.330,8,24.424,1:48.221,8,26.799,1:47.801
155,27,16.979,1:48.464,27,20.325,1:49.002,31,24.081,1:48.703,31,25.671,1:47.711,31,27.941,1:47.696
156,31,17.980,1:48.537,31,21.234,1:48.910,19,25.092,1:48.371,19,27.164,1:48.193,19,30.032,1:48.294
157,19,19.369,1:48.815,19,22.577,1:48.864,20,25.740,1:48.328,20,27.788,1:48.169,94,2 LAPS,1:49.628
158,20,20.131,1:48.739,20,23.268,1:48.793,27,PIT,1:59.867,94,2 LAPS,1:49.735,20,PIT,2:19.600
159,94,2 LAPS,1:51.178,94,2 LAPS,1:50.531,94,2 LAPS,1:49.906,,,,,,
160,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
161,44,,1:46.153,44,,1:45.872,44,,1:45.681,44,,1:45.915,44,,1:45.008
162,3,2.903,1:46.468,3,4.124,1:47.093,3,4.662,1:46.219,3,4.291,1:45.544,3,4.877,1:45.594
163,77,6.920,1:45.718,77,6.990,1:45.942,77,6.974,1:45.665,77,6.464,1:45.405,77,7.172,1:45.716
164,55,13.119,1:46.680,55,13.784,1:46.537,55,14.883,1:46.780,55,16.000,1:47.032,55,17.989,1:46.997
165,11,14.993,1:46.787,11,15.852,1:46.731,11,17.256,1:47.085,11,18.091,1:46.750,11,20.262,1:47.179
166,30,17.007,1:46.913,30,17.857,1:46.722,30,19.225,1:47.049,30,20.578,1:47.268,30,22.779,1:47.209
167,2,21.632,1:47.272,2,23.108,1:47.348,2,24.552,1:47.125,2,25.553,1:46.916,2,27.509,1:46.964
168,18,26.584,1:47.644,18,28.264,1:47.552,18,30.758,1:48.175,18,32.371,1:47.528,18,34.875,1:47.512
169,8,28.285,1:47.639,8,30.298,1:47.885,8,32.423,1:47.806,8,34.145,1:47.637,8,36.996,1:47.859
170,31,29.591,1:47.803,31,31.396,1:47.677,31,33.802,1:48.087,31,35.795,1:47.908,31,38.833,1:48.046
171,19,31.003,1:47.124,19,32.754,1:47.623,19,35.228,1:48.155,19,37.504,1:48.191,19,41.578,1:49.082
172,94,2 LAPS,1:50.236,94,2 LAPS,1:49.341,94,2 LAPS,1:49.838,94,2 LAPS,1:49.308,94,2 LAPS,1:49.474
173,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,,,,,,
174,44,,1:45.728,44,,1:45.467,44,,1:46.674,,,,,,
175,3,4.640,1:45.491,3,4.474,1:45.301,3,4.507,1:46.707,,,,,,
176,77,7.944,1:46.500,77,8.748,1:46.271,77,8.800,1:46.726,,,,,,
177,55,19.698,1:47.437,55,21.653,1:47.422,55,22.822,1:47.843,,,,,,
178,11,21.847,1:47.313,11,24.352,1:47.972,11,25.359,1:47.681,,,,,,
179,30,24.278,1:47.227,30,25.706,1:46.895,30,27.259,1:48.227,,,,,,
180,2,28.600,1:46.819,2,29.855,1:46.722,2,30.388,1:47.207,,,,,,
181,18,37.290,1:48.143,18,39.671,1:47.848,18,41.696,1:48.699,,,,,,
182,8,39.049,1:47.781,8,41.581,1:47.999,8,43.282,1:48.375,,,,,,
183,31,40.914,1:47.809,31,43.327,1:47.880,31,44.795,1:48.142,,,,,,
184,19,43.448,1:47.598,19,46.155,1:48.174,19,46.536,1:47.055,,,,,,
185,94,2 LAPS,1:49.869,94,2 LAPS,1:49.479,94,2 LAPS,1:49.061,,,,,,
