,NO,GAP,TIME,NO.1,GAP.1,TIME.1,NO.2,GAP.2,TIME.2,NO.3,GAP.3,TIME.3,NO.4,GAP.4,TIME.4
69,33,6.350,1:51.400,33,6.916,1:47.479,30 1 LAP,,2:35.536,33,7.128,2:03.312,30,PIT,1:48.878
70,6,7.643,1:53.268,6,PIT,1:49.214,44 12.901,,2:04.587,6,11.518,1:42.559,33,5.751,1:40.747
71,11,19.382,1:51.393,11,PIT,1:48.278,6 25.143,,2:06.885,11,21.962,1:46.222,88,1 LAP,1:50.435
72,3,20.755,1:51.040,3,PIT,1:47.726,11 31.924,,2:02.863,3,23.219,1:45.076,6,10.459,1:41.065
73,7,PIT,1:48.455,55,PIT,1:47.935,3 34.327,,2:04.445,7,37.433,1:45.364,11,22.547,1:42.709
74,55,35.022,1:52.273,27,PIT,1:46.312,7 48.253,,1:46.566,55,39.924,1:44.138,3,23.393,1:42.298
75,19,PIT,1:49.223,14,PIT,1:50.265,55 51.970,,2:07.612,27,43.839,1:42.590,7,37.171,1:41.862
76,26,PIT,1:49.792,7,53.373,2:12.874,27 57.433,,2:03.094,19,48.443,1:43.717,55,39.671,1:41.871
77,27,46.626,1:52.423,22,PIT,1:47.783,19 60.910,,1:46.339,14,48.974,1:43.029,27,45.956,1:44.241
78,14,48.117,1:53.261,5,60.764,1:46.324,26 61.610,,1:45.979,26,51.595,1:46.169,19,49.311,1:42.992
79,77,PIT,1:50.218,19,66.257,2:09.932,14 62.129,,2:02.346,5,53.137,1:44.406,14,49.845,1:42.995
80,22,58.596,1:53.397,26,67.317,2:08.425,5 64.915,,1:55.837,22,59.479,1:42.911,26,52.737,1:43.266
81,12,PIT,1:51.872,20,PIT,1:50.312,22 72.752,,2:04.972,77,63.961,1:45.290,5,53.274,1:42.261
82,5,61.353,2:09.928,21,PIT,1:50.714,77 74.855,,1:47.058,12,64.615,1:45.234,22,58.115,1:40.760
83,8,PIT,1:51.966,77,79.483,2:11.545,12 75.565,,1:44.685,20,77.398,1:43.514,77,65.086,1:43.249
84,30,PIT,1:51.613,12,82.566,2:09.357,20 90.068,,2:07.946,21,80.360,1:43.617,12,65.537,1:43.046
85,20,70.409,1:55.056,8,86.118,2:09.638,21 92.927,,2:07.265,,,,20,76.664,1:41.390
86,21,73.547,1:55.222,88,PIT,1:52.801,30113.753,,1:51.655,,,,21,80.581,1:42.345
87,88,89.460,1:55.394,,,,88115.764,,2:12.102,,,,,,
88,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
89,44,,1:39.092,44,,1:39.615,44,,1:39.562,44,,1:38.154,44,,1:37.911
90,33,5.799,1:39.140,33,7.683,1:41.499,33,7.059,1:38.938,33,6.903,1:37.998,33,6.810,1:37.818
91,6,11.997,1:40.630,6,11.119,1:38.737,6,9.598,1:38.041,6,9.270,1:37.826,6,8.676,1:37.317
92,88,1 LAP,1:45.913,88,1 LAP,1:44.083,88,1 LAP,1:42.001,88,1 LAP,1:41.380,3,25.522,1:38.027
93,3,24.719,1:40.418,3,25.054,1:39.950,3,24.305,1:38.813,3,25.406,1:39.255,88,1 LAP,1:42.127
94,11,25.835,1:42.380,11,27.536,1:41.316,11,27.997,1:40.023,11,29.084,1:39.241,11,30.522,1:39.349
95,7,38.835,1:40.756,7,38.761,1:39.541,55,41.576,1:39.298,55,43.575,1:40.153,7,48.953,1:40.402
96,55,41.681,1:41.102,55,41.840,1:39.774,7,44.794,1:45.595,7,46.462,1:39.822,27,50.845,1:40.486
97,30,1 LAP,2:19.531,27,47.349,1:39.803,27,46.706,1:38.919,27,48.270,1:39.718,55,55.261,1:49.597
98,27,47.161,1:40.297,19,51.976,1:40.175,19,51.935,1:39.521,19,53.575,1:39.794,19,59.200,1:43.536
99,19,51.416,1:41.197,14,52.700,1:40.170,14,52.507,1:39.369,26,57.409,1:39.084,26,59.942,1:40.444
100,14,52.145,1:41.392,30,1 LAP,1:49.642,26,56.479,1:40.745,5,58.313,1:39.259,5,60.416,1:40.014
101,26,54.265,1:40.620,26,55.296,1:40.646,5,57.208,1:40.585,22,63.758,1:40.327,22,66.064,1:40.217
102,5,55.257,1:41.075,5,56.185,1:40.543,30,1 LAP,1:45.748,30,1 LAP,1:44.050,30,1 LAP,1:42.962
103,22,60.134,1:41.111,22,60.994,1:40.475,22,61.585,1:40.153,14,76.875,2:02.522,14,78.305,1:39.341
104,77,68.123,1:42.129,77,70.202,1:41.694,77,71.797,1:41.157,12,80.010,1:44.224,12,81.630,1:39.531
105,12,68.705,1:42.260,12,72.761,1:43.671,12,73.940,1:40.741,77,80.877,1:47.234,77,83.652,1:40.686
106,20,78.296,1:40.724,20,78.980,1:40.299,20,83.069,1:43.651,20,86.118,1:41.203,20,90.566,1:42.359
107,21,82.555,1:41.066,21,89.005,1:46.065,21,90.030,1:40.587,21,91.636,1:39.760,21,93.277,1:39.552
108,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
109,44,,1:37.723,44,,1:37.796,44,,1:40.940,44,,1:38.166,44,,1:37.440
110,33,6.502,1:37.415,33,6.115,1:37.409,33,4.393,1:39.218,21,1 LAP,1:41.395,20,1 LAP,1:42.486
111,6,8.338,1:37.385,6,8.154,1:37.612,6,5.764,1:38.550,33,3.934,1:37.707,33,5.347,1:38.853
112,3,25.289,1:37.490,3,24.935,1:37.442,3,21.809,1:37.814,6,5.271,1:37.673,6,5.963,1:38.132
113,11,31.837,1:39.038,11,33.235,1:39.194,11,30.844,1:38.549,3,21.277,1:37.634,21,1 LAP,1:43.705
114,7,50.671,1:39.441,7,51.705,1:38.830,7,49.258,1:38.493,11,31.105,1:38.427,3,20.994,1:37.157
115,27,52.718,1:39.596,27,54.022,1:39.100,27,51.639,1:38.557,7,49.468,1:38.376,11,31.722,1:38.057
116,55,57.553,1:40.015,55,58.662,1:38.905,55,56.623,1:38.901,27,51.991,1:38.518,7,50.008,1:37.980
117,19,61.923,1:40.446,19,63.292,1:39.165,19,61.235,1:38.883,55,57.105,1:38.648,27,52.729,1:38.178
118,26,62.850,1:40.631,26,64.397,1:39.343,5,62.988,1:39.047,19,61.741,1:38.672,55,58.336,1:38.671
119,5,63.302,1:40.609,5,64.881,1:39.375,26,64.065,1:40.608,5,63.604,1:38.782,19,62.612,1:38.311
120,22,67.891,1:39.550,22,69.369,1:39.274,22,67.820,1:39.391,26,65.936,1:40.037,5,64.345,1:38.181
121,30,1 LAP,1:42.564,30,1 LAP,1:41.281,14,80.858,1:40.654,22,68.774,1:39.120,26,67.288,1:38.792
122,14,79.767,1:39.185,14,81.144,1:39.173,30,1 LAP,1:44.529,14,81.683,1:38.991,22,69.939,1:38.605
123,12,83.788,1:39.881,12,85.728,1:39.736,12,84.867,1:40.079,12,86.368,1:39.667,14,82.803,1:38.560
124,77,86.706,1:40.777,77,89.108,1:40.198,77,87.418,1:39.250,77,88.573,1:39.321,12,88.984,1:40.056
125,20,94.962,1:42.119,20,97.675,1:40.509,20,97.011,1:40.276,30,1 LAP,1:45.846,77,90.534,1:39.401
126,21,96.189,1:40.635,21,98.820,1:40.427,,,,,,,30,1 LAP,1:40.619
127,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
128,44,,1:36.891,44,,1:37.429,44,,1:36.659,44,,1:37.358,44,,1:38.237
129,33,6.440,1:37.984,30,2 LAPS,1:42.520,33,7.135,1:37.130,33,6.962,1:37.185,77,1 LAP,1:41.038
130,6,7.352,1:38.280,33,6.664,1:37.653,6,7.955,1:37.215,6,7.659,1:37.062,12,1 LAP,1:41.256
131,20,1 LAP,1:43.084,6,7.399,1:37.476,30,2 LAPS,1:44.592,30,2 LAPS,1:40.286,33,5.984,1:37.259
132,21,1 LAP,1:41.286,20,1 LAP,1:39.586,20,1 LAP,1:40.035,20,1 LAP,1:39.911,6,6.779,1:37.357
133,3,21.497,1:37.394,21,1 LAP,1:39.743,21,1 LAP,1:39.351,21,1 LAP,1:39.594,30,2 LAPS,1:39.792
134,11,32.909,1:38.078,3,22.376,1:38.308,3,23.334,1:37.617,3,23.077,1:37.101,20,1 LAP,1:39.396
135,7,50.854,1:37.737,11,40.456,1:44.976,11,41.966,1:38.169,11,42.809,1:38.201,21,1 LAP,1:39.423
136,27,54.141,1:38.303,7,50.828,1:37.403,7,51.927,1:37.758,7,51.661,1:37.092,3,21.919,1:37.079
137,55,59.858,1:38.413,27,54.680,1:37.968,27,56.264,1:38.243,27,56.945,1:38.039,11,42.472,1:37.900
138,19,63.950,1:38.229,55,60.964,1:38.535,55,62.688,1:38.383,55,63.598,1:38.268,7,50.706,1:37.282
139,5,65.095,1:37.641,19,64.670,1:38.149,19,66.268,1:38.257,19,67.547,1:38.637,27,56.852,1:38.144
140,26,68.593,1:38.196,5,65.282,1:37.616,5,66.868,1:38.245,5,68.501,1:38.991,55,63.194,1:37.833
141,22,71.607,1:38.559,26,70.422,1:39.258,26,72.252,1:38.489,26,73.477,1:38.583,19,67.586,1:38.276
142,14,84.279,1:38.367,22,72.817,1:38.639,22,74.843,1:38.685,22,75.701,1:38.216,5,68.050,1:37.786
143,12,91.368,1:39.275,14,84.920,1:38.070,14,86.768,1:38.507,14,87.637,1:38.227,26,72.907,1:37.667
144,77,92.829,1:39.186,12,92.997,1:39.058,77,96.114,1:38.763,,,,22,75.378,1:37.914
145,,,,77,94.010,1:38.610,12,96.852,1:40.514,,,,14,87.083,1:37.683
146,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
147,44,,1:36.611,44,,1:36.651,44,,1:36.963,44,,1:36.911,44,,1:37.179
148,77,1 LAP,1:38.501,77,1 LAP,1:38.826,77,1 LAP,1:38.429,6,8.231,1:36.356,6,7.360,1:36.308
149,12,1 LAP,1:39.897,33,7.957,1:37.639,6,8.786,1:37.107,33,9.994,1:37.586,33,9.607,1:36.792
150,33,6.969,1:37.596,6,8.642,1:37.660,33,9.319,1:38.325,77,1 LAP,1:41.451,77,1 LAP,1:38.958
151,6,7.633,1:37.465,12,1 LAP,1:41.261,12,1 LAP,1:39.290,12,1 LAP,1:38.776,12,1 LAP,1:38.817
152,30,2 LAPS,1:41.670,3,25.102,1:38.406,3,25.379,1:37.240,3,25.555,1:37.087,3,25.341,1:36.965
153,20,1 LAP,1:39.468,20,1 LAP,1:41.230,20,1 LAP,1:39.254,20,1 LAP,1:39.406,21,1 LAP,1:39.821
154,21,1 LAP,1:39.455,21,1 LAP,1:41.073,21,1 LAP,1:39.289,21,1 LAP,1:39.486,20,1 LAP,1:41.041
155,3,23.347,1:38.039,30,2 LAPS,1:45.128,30,2 LAPS,1:39.755,30,PIT,1:40.084,11,50.913,1:37.983
156,11,45.684,1:39.823,11,47.751,1:38.718,11,49.037,1:38.249,11,50.109,1:37.983,7,53.532,1:37.350
157,7,51.494,1:37.399,7,52.680,1:37.837,7,53.278,1:37.561,7,53.361,1:36.994,27,64.994,1:38.096
158,27,58.030,1:37.789,27,59.575,1:38.196,27,62.793,1:40.181,27,64.077,1:38.195,55,68.148,1:37.596
159,55,64.049,1:37.466,55,65.667,1:38.269,55,66.826,1:38.122,55,67.731,1:37.816,5,77.587,1:39.743
160,19,69.187,1:38.212,5,73.629,1:40.536,5,74.740,1:38.074,5,75.023,1:37.194,26,79.524,1:37.706
161,5,69.744,1:38.305,19,74.913,1:42.377,19,PIT,1:37.902,26,78.997,1:38.119,22,81.473,1:37.990
162,26,74.269,1:37.973,26,76.242,1:38.624,26,77.789,1:38.510,22,80.662,1:37.995,19,94.813,1:36.141
163,22,76.674,1:37.907,22,78.246,1:38.223,22,79.578,1:38.295,14,PIT,1:37.719,,,
164,14,88.292,1:37.820,14,90.350,1:38.709,14,91.306,1:37.919,19,95.851,1:56.910,,,
165,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
166,44,,1:36.557,44,,1:36.299,44,,1:35.833,44,,1:36.192,44,,1:35.771
167,6,6.792,1:35.989,6,6.693,1:36.200,19,1 LAP,1:39.586,19,1 LAP,1:36.573,19,1 LAP,1:36.569
168,33,9.457,1:36.407,33,10.058,1:36.900,6,6.749,1:35.889,6,6.105,1:35.548,6,6.139,1:35.805
169,14,1 LAP,1:57.932,14,1 LAP,1:38.483,33,10.917,1:36.692,33,11.427,1:36.702,33,12.290,1:36.634
170,77,1 LAP,1:40.347,77,1 LAP,1:40.314,14,1 LAP,1:38.387,14,1 LAP,1:35.669,14,1 LAP,1:36.744
171,12,1 LAP,1:39.244,12,1 LAP,1:40.009,77,1 LAP,1:38.595,77,1 LAP,1:37.605,77,1 LAP,1:37.841
172,3,25.594,1:36.810,3,26.342,1:37.047,12,1 LAP,1:38.854,12,1 LAP,1:38.710,3,30.527,1:37.291
173,20,PIT,1:40.037,21,1 LAP,1:39.451,3,27.793,1:37.284,3,29.007,1:37.406,12,1 LAP,1:40.494
174,21,1 LAP,1:41.139,11,54.709,1:38.226,21,1 LAP,1:38.602,21,1 LAP,1:37.924,21,1 LAP,1:37.713
175,11,52.782,1:38.426,7,55.907,1:37.628,11,57.321,1:38.445,11,59.269,1:38.140,11,62.503,1:39.005
176,7,54.578,1:37.603,20,1 LAP,1:57.773,7,57.920,1:37.846,7,60.001,1:38.273,7,63.113,1:38.883
177,27,66.501,1:38.064,27,68.254,1:38.052,20,1 LAP,1:37.658,20,1 LAP,1:37.619,20,1 LAP,1:37.807
178,55,69.519,1:37.928,55,70.880,1:37.660,27,70.275,1:37.854,27,71.876,1:37.793,27,73.829,1:37.724
179,5,79.045,1:38.015,5,80.105,1:37.359,55,72.448,1:37.401,55,74.525,1:38.269,55,77.084,1:38.330
180,26,80.874,1:37.907,26,82.471,1:37.896,5,81.582,1:37.310,5,82.323,1:36.933,5,84.229,1:37.677
181,22,83.244,1:38.328,22,85.347,1:38.402,26,84.556,1:37.918,26,86.288,1:37.924,26,88.300,1:37.783
182,19,94.494,1:36.238,,,,22,87.526,1:38.012,22,89.707,1:38.373,22,92.129,1:38.193
183,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
184,44,,1:36.020,44,,1:36.663,44,,1:37.432,44,,1:36.884,44,,1:37.505
185,19,1 LAP,1:36.807,19,1 LAP,1:36.751,19,1 LAP,1:36.508,22,1 LAP,1:39.852,19,1 LAP,1:37.247
186,6,9.318,1:39.199,6,11.157,1:38.502,6,11.080,1:37.355,19,1 LAP,1:36.847,22,1 LAP,1:39.333
187,33,12.869,1:36.599,33,13.180,1:36.974,33,12.437,1:36.689,6,10.910,1:36.714,6,9.863,1:36.458
188,14,1 LAP,1:37.061,14,1 LAP,1:36.624,14,1 LAP,1:37.217,33,12.364,1:36.811,33,11.515,1:36.656
189,77,1 LAP,1:37.383,77,1 LAP,1:37.573,3,31.344,1:37.235,14,1 LAP,1:37.211,14,1 LAP,1:36.962
190,3,31.471,1:36.964,3,31.541,1:36.733,77,1 LAP,1:40.651,3,31.210,1:36.750,3,30.879,1:37.174
191,12,1 LAP,1:39.074,12,1 LAP,1:38.759,12,1 LAP,1:39.044,77,1 LAP,1:38.800,77,1 LAP,1:38.288
192,21,1 LAP,1:37.926,21,1 LAP,1:38.009,21,1 LAP,1:38.063,12,1 LAP,1:39.052,12,1 LAP,1:39.274
193,7,65.589,1:38.496,7,66.736,1:37.810,7,67.008,1:37.704,21,1 LAP,1:38.069,21,1 LAP,1:38.516
194,11,66.564,1:40.081,11,69.039,1:39.138,20,1 LAP,1:38.141,7,67.795,1:37.671,7,68.464,1:38.174
195,20,1 LAP,1:37.872,20,1 LAP,1:38.670,11,72.084,1:40.477,20,1 LAP,1:39.649,11,76.217,1:39.360
196,27,75.514,1:37.705,27,76.838,1:37.987,27,77.452,1:38.046,11,74.362,1:39.162,27,79.142,1:38.094
197,55,79.777,1:38.713,55,81.668,1:38.554,55,83.092,1:38.856,27,78.553,1:37.985,20,PIT,1:43.938
198,5,86.454,1:38.245,5,87.742,1:37.951,5,87.531,1:37.221,55,84.455,1:38.247,55,85.233,1:38.283
199,26,90.182,1:37.902,26,91.356,1:37.837,26,91.746,1:37.822,5,88.194,1:37.547,5,88.211,1:37.522
200,22,94.551,1:38.442,22,96.243,1:38.355,,,,26,92.609,1:37.747,26,93.295,1:38.191
201,NO,GAP,TIME,NO,GAP,TIME,,,,,,,,,
202,44,,1:37.861,44,,1:39.347,,,,,,,,,
203,19,1 LAP,1:37.410,19,1 LAP,1:37.904,,,,,,,,,
204,22,1 LAP,1:39.364,22,1 LAP,1:39.302,,,,,,,,,
205,6,8.864,1:36.862,6,6.911,1:37.394,,,,,,,,,
206,33,10.617,1:36.963,33,8.250,1:36.980,,,,,,,,,
207,14,1 LAP,1:37.371,14,1 LAP,1:36.730,,,,,,,,,
208,3,29.545,1:36.527,3,26.211,1:36.013,,,,,,,,,
209,77,1 LAP,1:38.391,77,1 LAP,1:38.813,,,,,,,,,
210,12,1 LAP,1:38.939,12,1 LAP,1:39.067,,,,,,,,,
211,21,1 LAP,1:38.246,21,1 LAP,1:38.566,,,,,,,,,
212,7,68.735,1:38.132,7,69.743,1:40.355,,,,,,,,,
213,11,77.233,1:38.877,11,76.941,1:39.055,,,,,,,,,
214,27,78.899,1:37.618,27,77.712,1:38.160,,,,,,,,,
215,55,86.180,1:38.808,55,85.858,1:39.025,,,,,,,,,
216,5,87.954,1:37.604,5,86.654,1:38.047,,,,,,,,,
217,26,93.140,1:37.706,26,92.600,1:38.807,,,,,,,,,
