,NO,GAP,TIME,NO.1,GAP.1,TIME.1,NO.2,GAP.2,TIME.2,NO.3,GAP.3,TIME.3,NO.4,GAP.4,TIME.4
18,30,PIT,2:00.672,8,17.345,1:56.735,8,9.303,1:51.298,8,13.228,1:27.322,8,18.420,1:28.237
19,8,21.987,2:00.816,30,18.163,1:57.697,30,9.888,1:51.065,30,14.215,1:27.724,9,18.985,1:27.299
20,9,PIT,2:05.261,9,34.093,2:09.038,9,10.658,1:35.905,9,14.731,1:27.470,30,19.575,1:28.405
21,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
22,44,,1:23.249,44,,1:23.341,44,,1:23.394,44,,1:23.517,44,,1:23.365
23,6,1.825,1:23.642,6,2.182,1:23.698,6,2.694,1:23.906,6,2.903,1:23.726,6,3.346,1:23.808
24,33,2.533,1:23.722,33,3.174,1:23.982,33,3.606,1:23.826,33,3.935,1:23.846,33,5.019,1:24.449
25,27,3.880,1:23.897,27,4.615,1:24.076,27,5.256,1:24.035,27,5.737,1:23.998,27,6.732,1:24.360
26,7,4.984,1:23.822,7,6.002,1:24.359,7,6.534,1:23.926,7,6.996,1:23.979,7,7.735,1:24.104
27,19,6.846,1:24.258,19,7.788,1:24.283,19,8.888,1:24.494,19,9.583,1:24.212,19,10.704,1:24.486
28,5,7.633,1:24.226,5,8.390,1:24.098,5,9.575,1:24.579,5,10.269,1:24.211,5,11.302,1:24.398
29,77,9.010,1:24.374,77,10.101,1:24.432,77,11.070,1:24.363,77,11.921,1:24.368,77,13.503,1:24.947
30,11,9.963,1:24.618,11,10.869,1:24.247,11,11.840,1:24.365,11,12.621,1:24.298,11,14.182,1:24.926
31,55,11.273,1:25.065,55,13.097,1:25.165,55,14.728,1:25.025,55,16.730,1:25.519,55,18.742,1:25.377
32,14,12.487,1:25.016,14,14.151,1:25.005,14,15.698,1:24.941,14,17.663,1:25.482,14,19.779,1:25.481
33,20,15.512,1:25.350,20,17.790,1:25.619,20,19.686,1:25.290,20,21.497,1:25.328,3,22.635,1:23.966
34,22,16.253,1:25.595,22,18.466,1:25.554,22,20.742,1:25.670,3,22.034,1:24.476,20,24.509,1:26.377
35,21,17.742,1:25.747,3,19.147,1:24.346,3,21.075,1:25.322,22,23.348,1:26.123,22,25.409,1:25.426
36,3,18.142,1:25.702,21,20.880,1:26.479,21,22.980,1:25.494,21,25.123,1:25.660,21,27.247,1:25.489
37,12,19.472,1:26.321,12,22.211,1:26.080,12,25.351,1:26.534,12,27.758,1:25.924,12,30.208,1:25.815
38,26,20.088,1:26.125,26,22.629,1:25.882,26,25.909,1:26.674,26,28.798,1:26.406,26,31.121,1:25.688
39,31,21.121,1:26.473,31,23.810,1:26.030,31,26.813,1:26.397,31,29.775,1:26.479,31,32.655,1:26.245
40,8,21.753,1:26.582,8,24.329,1:25.917,8,27.293,1:26.358,8,30.381,1:26.605,8,33.461,1:26.445
41,9,22.523,1:26.787,9,25.493,1:26.311,9,28.058,1:25.959,9,31.212,1:26.671,9,34.223,1:26.376
42,30,23.396,1:27.070,30,26.411,1:26.356,30,29.272,1:26.255,30,32.106,1:26.351,30,34.892,1:26.151
43,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
44,44,,1:23.411,44,,1:23.380,44,,1:23.458,44,,1:23.369,44,,1:23.380
45,6,3.860,1:23.925,6,4.176,1:23.696,6,4.445,1:23.727,6,4.722,1:23.646,6,5.219,1:23.877
46,33,6.107,1:24.499,27,8.925,1:24.642,27,10.191,1:24.724,7,12.452,1:24.985,7,12.539,1:23.467
47,27,7.663,1:24.342,7,9.659,1:24.457,7,10.836,1:24.635,27,PIT,1:28.035,5,18.964,1:23.437
48,7,8.582,1:24.258,33,PIT,1:27.629,19,16.011,1:26.082,5,18.907,1:25.617,77,21.417,1:25.161
49,19,11.888,1:24.595,19,13.387,1:24.879,5,16.659,1:26.264,77,19.636,1:25.412,11,22.162,1:25.532
50,5,12.453,1:24.562,5,13.853,1:24.780,77,17.593,1:25.154,11,20.010,1:25.199,3,26.824,1:23.787
51,77,14.854,1:24.762,77,15.897,1:24.423,11,18.180,1:25.096,19,PIT,1:28.743,33,29.952,1:23.567
52,11,15.687,1:24.916,11,16.542,1:24.235,3,25.667,1:23.542,3,26.417,1:24.119,14,32.721,1:25.315
53,55,21.103,1:25.772,14,25.169,1:26.842,14,27.913,1:26.202,33,29.765,1:24.348,27,34.537,1:43.060
54,14,21.707,1:25.339,3,25.583,1:25.591,33,28.786,1:41.888,14,30.786,1:26.242,22,37.409,1:25.571
55,3,23.372,1:24.148,55,PIT,1:30.033,22,32.293,1:25.768,22,35.218,1:26.294,12,41.180,1:25.567
56,20,26.684,1:25.586,22,29.983,1:25.904,12,36.608,1:25.447,12,38.993,1:25.754,19,41.892,1:43.887
57,22,27.459,1:25.461,20,PIT,1:28.420,31,40.923,1:26.067,31,43.587,1:26.033,9,46.959,1:26.062
58,21,29.539,1:25.703,12,34.619,1:25.548,26,PIT,1:28.863,9,44.277,1:25.999,30,48.163,1:26.353
59,12,32.451,1:25.654,21,PIT,1:29.324,9,41.647,1:25.859,30,45.190,1:25.761,31,PIT,1:29.396
60,26,33.539,1:25.829,26,35.656,1:25.497,30,42.798,1:26.177,55,49.918,1:24.627,55,51.389,1:24.851
61,31,35.415,1:26.171,31,38.314,1:26.279,55,48.660,1:44.362,20,54.056,1:25.047,20,56.164,1:25.488
62,9,36.989,1:26.177,9,39.246,1:25.637,20,52.378,1:44.112,21,60.797,1:25.063,21,62.432,1:25.015
63,30,37.752,1:26.271,30,40.079,1:25.707,21,59.103,1:47.078,26,62.192,1:44.500,26,63.311,1:24.499
64,8,PIT,1:29.527,8,60.656,1:44.459,8,63.025,1:25.827,8,65.543,1:25.887,8,68.710,1:26.547
65,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
66,44,,1:23.376,44,PIT,1:26.713,6,,1:23.445,6,,1:23.750,6,PIT,1:26.642
67,6,5.717,1:23.874,6,2.348,1:23.344,7,7.973,1:23.625,7,7.977,1:23.754,7,PIT,1:27.327
68,7,12.967,1:23.804,7,10.141,1:23.887,5,13.236,1:23.197,5,13.135,1:23.649,5,10.138,1:23.645
69,5,19.196,1:23.608,5,15.832,1:23.349,44,15.953,1:41.746,44,15.196,1:22.993,44,12.098,1:23.544
70,77,23.014,1:24.973,77,21.187,1:24.886,77,20.393,1:24.999,11,22.924,1:25.740,3,21.792,1:24.845
71,11,23.704,1:24.918,11,22.016,1:25.025,11,20.934,1:24.711,3,23.589,1:24.915,33,22.363,1:24.470
72,3,27.295,1:23.847,3,24.393,1:23.811,3,22.424,1:23.824,33,24.535,1:24.056,11,PIT,1:28.029
73,33,30.183,1:23.607,33,26.630,1:23.160,33,24.229,1:23.392,77,PIT,1:28.788,27,29.280,1:24.267
74,27,35.532,1:24.371,27,32.813,1:23.994,27,31.039,1:24.019,27,31.655,1:24.366,19,40.946,1:24.735
75,14,PIT,1:28.726,22,PIT,1:28.165,19,41.836,1:25.107,19,42.853,1:24.767,77,42.028,1:43.239
76,22,39.610,1:25.577,12,41.895,1:25.382,12,43.345,1:27.243,12,45.148,1:25.553,12,44.206,1:25.700
77,12,43.226,1:25.422,19,42.522,1:25.361,9,47.683,1:25.609,9,49.340,1:25.407,9,48.315,1:25.617
78,19,43.874,1:25.358,9,47.867,1:25.309,30,49.465,1:25.814,30,51.394,1:25.679,30,50.546,1:25.794
79,9,49.271,1:25.688,30,49.444,1:25.707,55,50.620,1:25.069,55,52.544,1:25.674,55,51.406,1:25.504
80,30,50.450,1:25.663,55,51.344,1:25.101,14,54.103,1:24.714,14,55.514,1:25.161,14,53.891,1:25.019
81,55,52.956,1:24.943,14,55.182,1:43.824,20,57.019,1:25.383,20,59.230,1:25.961,22,58.387,1:25.242
82,20,58.547,1:25.759,20,57.429,1:25.595,22,58.791,1:43.522,22,59.787,1:24.746,20,60.312,1:27.724
83,21,64.211,1:25.155,21,63.375,1:25.877,21,63.037,1:25.455,21,65.729,1:26.442,21,64.495,1:25.408
84,26,64.721,1:24.786,26,63.929,1:25.921,26,63.483,1:25.347,26,66.263,1:26.530,26,65.404,1:25.783
85,8,71.270,1:25.936,8,70.379,1:25.822,8,70.466,1:25.880,8,72.674,1:25.958,8,71.697,1:25.665
86,31,73.329,1:47.102,31,72.549,1:25.933,31,72.662,1:25.906,31,74.901,1:25.989,31,74.311,1:26.052
87,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
88,5,,1:23.453,5,,1:23.355,5,,1:23.305,5,,1:23.316,5,,1:23.531
89,44,2.685,1:24.178,44,3.341,1:24.011,44,3.500,1:23.464,44,3.863,1:23.679,44,4.226,1:23.894
90,6,8.769,1:42.360,6,8.850,1:23.436,6,9.010,1:23.465,6,9.603,1:23.909,6,9.440,1:23.368
91,3,11.785,1:23.584,33,12.774,1:23.533,33,12.648,1:23.179,33,12.740,1:23.408,33,12.687,1:23.478
92,33,12.596,1:23.824,3,13.813,1:25.383,3,14.400,1:23.892,3,14.700,1:23.616,3,14.569,1:23.400
93,7,18.065,1:42.994,7,18.695,1:23.985,7,19.342,1:23.952,7,20.016,1:23.990,7,20.228,1:23.743
94,27,20.249,1:24.560,27,21.284,1:24.390,27,22.236,1:24.257,27,23.150,1:24.230,27,23.961,1:24.342
95,19,32.032,1:24.677,19,33.166,1:24.489,77,34.407,1:24.043,77,35.364,1:24.273,77,36.051,1:24.218
96,77,32.847,1:24.410,77,33.669,1:24.177,19,35.688,1:25.827,19,37.630,1:25.258,19,39.419,1:25.320
97,11,33.630,1:42.910,11,34.372,1:24.097,11,36.126,1:25.059,11,38.112,1:25.302,11,40.529,1:25.948
98,12,36.160,1:25.545,12,38.013,1:25.208,12,40.028,1:25.320,12,41.897,1:25.185,12,43.870,1:25.504
99,9,40.213,1:25.489,9,42.047,1:25.189,9,43.729,1:24.987,9,45.428,1:25.015,9,47.250,1:25.353
100,30,42.464,1:25.509,30,44.113,1:25.004,30,46.083,1:25.275,30,48.324,1:25.557,30,50.227,1:25.434
101,55,43.565,1:25.750,55,45.584,1:25.374,55,47.504,1:25.225,55,49.568,1:25.380,55,51.506,1:25.469
102,14,45.730,1:25.430,14,47.659,1:25.284,14,49.575,1:25.221,14,51.720,1:25.461,14,53.454,1:25.265
103,22,49.639,1:24.843,22,50.847,1:24.563,22,52.612,1:25.070,22,54.328,1:25.032,22,55.580,1:24.783
104,20,52.234,1:25.513,20,54.416,1:25.537,20,56.440,1:25.329,20,58.388,1:25.264,20,60.246,1:25.389
105,21,56.280,1:25.376,26,59.247,1:25.679,26,60.440,1:24.498,26,61.612,1:24.488,26,62.616,1:24.535
106,26,56.923,1:25.110,21,61.071,1:28.146,21,63.377,1:25.611,21,65.596,1:25.535,21,67.546,1:25.481
107,8,63.481,1:25.375,8,65.530,1:25.404,8,67.426,1:25.201,8,69.300,1:25.190,8,71.659,1:25.890
108,31,66.532,1:25.812,31,68.917,1:25.740,31,71.226,1:25.614,31,73.809,1:25.899,31,76.183,1:25.905
109,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
110,5,,1:23.775,5,,1:23.968,5,,1:23.777,5,,1:24.166,5,,1:23.938
111,44,4.029,1:23.578,44,4.055,1:23.994,44,4.104,1:23.826,44,3.759,1:23.821,31,1 LAP,1:27.806
112,6,9.259,1:23.594,6,9.102,1:23.811,6,9.058,1:23.733,6,8.651,1:23.759,44,3.686,1:23.865
113,33,12.337,1:23.425,33,11.932,1:23.563,33,11.849,1:23.694,33,11.187,1:23.504,6,8.265,1:23.552
114,3,14.750,1:23.956,3,14.503,1:23.721,3,14.600,1:23.874,3,14.081,1:23.647,33,10.876,1:23.627
115,7,20.265,1:23.812,7,20.072,1:23.775,7,20.392,1:24.097,7,20.298,1:24.072,3,13.899,1:23.756
116,27,24.690,1:24.504,27,26.151,1:25.429,27,26.916,1:24.542,27,26.892,1:24.142,7,20.091,1:23.731
117,77,36.638,1:24.362,77,37.051,1:24.381,77,37.546,1:24.272,77,37.885,1:24.505,27,27.083,1:24.129
118,19,40.264,1:24.620,19,41.031,1:24.735,19,42.093,1:24.839,19,42.594,1:24.667,77,38.191,1:24.244
119,11,41.402,1:24.648,11,41.713,1:24.279,11,42.692,1:24.756,11,43.193,1:24.667,19,43.193,1:24.537
120,12,46.530,1:26.435,12,48.603,1:26.041,12,50.717,1:25.891,12,52.174,1:25.623,11,43.980,1:24.725
121,9,48.758,1:25.283,9,50.101,1:25.311,9,51.835,1:25.511,9,53.420,1:25.751,12,53.618,1:25.382
122,30,51.953,1:25.501,30,53.353,1:25.368,30,54.863,1:25.287,30,56.108,1:25.411,9,54.910,1:25.428
123,55,53.241,1:25.510,55,54.671,1:25.398,55,56.658,1:25.764,55,58.097,1:25.605,30,57.315,1:25.145
124,14,55.335,1:25.656,14,56.772,1:25.405,14,58.529,1:25.534,14,59.865,1:25.502,55,59.404,1:25.245
125,22,57.141,1:25.336,22,58.336,1:25.163,22,59.593,1:25.034,22,60.852,1:25.425,14,61.382,1:25.455
126,20,62.154,1:25.683,20,63.977,1:25.791,20,66.130,1:25.930,26,67.758,1:25.299,22,62.324,1:25.410
127,26,63.827,1:24.986,26,64.816,1:24.957,26,66.625,1:25.586,20,69.307,1:27.343,26,68.759,1:24.939
128,21,69.015,1:25.244,21,70.383,1:25.336,21,72.167,1:25.561,21,73.180,1:25.179,20,71.387,1:26.018
129,8,73.492,1:25.608,8,74.974,1:25.450,8,77.431,1:26.234,8,78.532,1:25.267,21,74.807,1:25.565
130,31,78.472,1:26.064,31,80.456,1:25.952,31,82.785,1:26.106,,,,8,80.117,1:25.523
131,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
132,5,,1:24.225,5,PIT,1:27.427,44,,1:23.633,44,,1:23.702,44,,1:23.525
133,44,3.738,1:24.277,44,0.057,1:23.746,6,4.869,1:23.553,6,4.572,1:23.405,6,4.274,1:23.227
134,31,1 LAP,1:27.899,6,5.006,1:24.167,33,6.302,1:23.251,33,6.039,1:23.439,33,5.815,1:23.301
135,6,8.266,1:24.226,33,6.741,1:23.858,3,10.285,1:23.851,3,10.228,1:23.645,3,10.060,1:23.357
136,33,10.310,1:23.659,31,1 LAP,1:28.891,31,1 LAP,1:27.508,31,1 LAP,1:25.703,31,1 LAP,1:25.456
137,3,13.404,1:23.730,3,10.124,1:24.147,7,16.240,1:23.783,7,16.081,1:23.543,7,16.019,1:23.463
138,7,19.604,1:23.738,7,16.147,1:23.970,5,18.645,1:42.335,5,18.344,1:23.401,5,18.099,1:23.280
139,27,26.939,1:24.081,27,23.871,1:24.359,27,24.384,1:24.203,27,24.994,1:24.312,27,25.578,1:24.109
140,77,38.284,1:24.318,77,35.346,1:24.489,77,35.993,1:24.337,77,36.655,1:24.364,77,37.356,1:24.226
141,19,43.652,1:24.684,19,41.000,1:24.775,19,41.881,1:24.571,19,42.855,1:24.676,19,43.773,1:24.443
142,11,44.528,1:24.773,11,41.731,1:24.630,11,42.567,1:24.526,11,43.437,1:24.572,11,44.487,1:24.575
143,12,54.788,1:25.395,12,53.125,1:25.764,9,55.844,1:25.207,9,56.671,1:24.529,9,57.911,1:24.765
144,9,56.078,1:25.393,9,54.327,1:25.676,12,57.039,1:27.604,12,58.992,1:25.655,12,60.556,1:25.089
145,30,58.600,1:25.510,30,56.643,1:25.470,30,58.345,1:25.392,30,60.060,1:25.417,30,61.796,1:25.261
146,55,60.805,1:25.626,55,58.979,1:25.601,55,60.799,1:25.510,55,62.500,1:25.403,55,64.306,1:25.331
147,14,62.491,1:25.334,14,60.577,1:25.513,14,62.452,1:25.565,14,63.930,1:25.180,14,65.534,1:25.129
148,22,63.482,1:25.383,22,61.265,1:25.210,22,63.306,1:25.731,22,64.704,1:25.100,22,66.430,1:25.251
149,26,69.569,1:25.035,26,66.738,1:24.596,26,67.457,1:24.409,26,68.270,1:24.515,26,69.185,1:24.440
150,20,72.782,1:25.620,20,71.018,1:25.663,20,72.590,1:25.262,20,74.044,1:25.156,20,75.771,1:25.252
151,21,76.252,1:25.670,21,74.593,1:25.768,21,76.037,1:25.134,21,77.597,1:25.262,21,78.708,1:24.636
152,8,81.714,1:25.822,8,79.618,1:25.331,8,81.114,1:25.186,8,82.443,1:25.031,,,
153,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
154,44,,1:23.174,44,,1:23.113,44,,1:24.150,44,,1:23.185,44,,1:23.529
155,8,1 LAP,1:26.440,8,1 LAP,1:25.087,21,1 LAP,1:27.176,21,1 LAP,1:25.028,6,4.163,1:23.445
156,6,4.360,1:23.260,6,4.941,1:23.694,6,3.992,1:23.201,6,4.247,1:23.440,33,5.627,1:23.645
157,33,5.897,1:23.256,33,6.067,1:23.283,33,5.553,1:23.636,33,5.511,1:23.143,21,1 LAP,1:27.713
158,3,10.236,1:23.350,3,10.445,1:23.322,8,1 LAP,1:28.118,3,10.110,1:23.548,3,10.007,1:23.426
159,7,15.934,1:23.089,7,16.086,1:23.265,3,9.747,1:23.452,8,1 LAP,1:26.308,8,1 LAP,1:24.721
160,5,18.318,1:23.393,5,18.221,1:23.016,7,15.172,1:23.236,7,15.110,1:23.123,7,14.848,1:23.267
161,31,1 LAP,1:28.431,31,1 LAP,1:25.312,5,17.151,1:23.080,5,16.981,1:23.015,5,16.503,1:23.051
162,27,26.191,1:23.787,27,26.790,1:23.712,31,1 LAP,1:25.309,31,1 LAP,1:25.378,27,27.589,1:23.803
163,77,38.600,1:24.418,77,39.511,1:24.024,27,26.533,1:23.893,27,27.315,1:23.967,31,1 LAP,1:27.165
164,19,44.964,1:24.365,19,46.115,1:24.264,77,39.464,1:24.103,77,40.374,1:24.095,77,40.847,1:24.002
165,11,45.874,1:24.561,11,46.757,1:23.996,19,46.487,1:24.522,19,48.103,1:24.801,19,49.394,1:24.820
166,9,59.455,1:24.718,9,61.429,1:25.087,11,47.117,1:24.510,11,48.587,1:24.655,11,50.081,1:25.023
167,12,62.656,1:25.274,12,64.904,1:25.361,9,61.970,1:24.691,9,63.681,1:24.896,9,64.796,1:24.644
168,30,63.877,1:25.255,30,65.949,1:25.185,12,65.858,1:25.104,12,67.655,1:24.982,12,69.248,1:25.122
169,55,66.088,1:24.956,55,67.771,1:24.796,30,66.977,1:25.178,30,68.849,1:25.057,30,70.821,1:25.501
170,14,67.531,1:25.171,14,69.514,1:25.096,55,68.465,1:24.844,55,70.530,1:25.250,55,71.918,1:24.917
171,22,68.427,1:25.171,22,70.362,1:25.048,14,70.086,1:24.722,14,72.195,1:25.294,14,73.599,1:24.933
172,26,70.487,1:24.476,26,72.086,1:24.712,22,70.819,1:24.607,22,72.874,1:25.240,22,74.481,1:25.136
173,20,77.740,1:25.143,20,79.460,1:24.833,26,72.367,1:24.431,26,74.013,1:24.831,26,75.406,1:24.922
174,21,80.771,1:25.237,,,,20,80.517,1:25.207,20,82.490,1:25.158,,,
175,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
176,44,,1:23.657,44,,1:23.677,44,,1:23.132,44,,1:22.871,44,,1:23.579
177,20,1 LAP,1:26.924,20,1 LAP,1:25.140,6,3.883,1:22.792,6,4.191,1:23.179,6,3.774,1:23.162
178,6,4.035,1:23.529,6,4.223,1:23.865,33,5.485,1:23.449,33,5.970,1:23.356,33,5.616,1:23.225
179,33,5.405,1:23.435,33,5.168,1:23.440,20,1 LAP,1:27.394,20,1 LAP,1:25.381,3,10.482,1:22.915
180,21,1 LAP,1:25.193,3,10.260,1:23.871,3,10.504,1:23.376,3,11.146,1:23.513,20,1 LAP,1:26.370
181,3,10.066,1:23.716,21,1 LAP,1:26.874,21,1 LAP,1:24.930,7,15.227,1:23.473,5,15.999,1:23.234
182,8,1 LAP,1:24.923,7,14.317,1:23.252,7,14.625,1:23.440,5,16.344,1:23.499,7,PIT,1:26.495
183,7,14.742,1:23.551,5,15.685,1:23.453,5,15.716,1:23.163,21,1 LAP,1:28.130,21,1 LAP,1:24.874
184,5,15.909,1:23.063,8,1 LAP,1:27.938,8,1 LAP,1:24.832,8,1 LAP,1:24.678,8,1 LAP,1:24.510
185,27,27.807,1:23.875,27,27.853,1:23.723,27,28.696,1:23.975,27,29.413,1:23.588,27,29.209,1:23.375
186,31,1 LAP,1:25.448,31,1 LAP,1:25.276,31,1 LAP,1:25.187,31,1 LAP,1:24.964,31,1 LAP,1:25.392
187,77,41.300,1:24.110,77,41.803,1:24.180,77,42.483,1:23.812,77,43.672,1:24.060,77,44.153,1:24.060
188,19,50.111,1:24.374,19,50.487,1:24.053,19,51.324,1:23.969,19,52.474,1:24.021,19,52.965,1:24.070
189,11,51.195,1:24.771,11,51.374,1:23.856,11,52.296,1:24.054,11,53.405,1:23.980,11,53.948,1:24.122
190,9,65.935,1:24.796,9,67.249,1:24.991,9,68.592,1:24.475,9,70.417,1:24.696,9,71.545,1:24.707
191,12,70.960,1:25.369,12,72.533,1:25.250,12,74.594,1:25.193,12,76.855,1:25.132,12,78.302,1:25.026
192,30,72.473,1:25.309,30,73.716,1:24.920,30,75.489,1:24.905,30,78.003,1:25.385,30,79.537,1:25.113
193,55,73.627,1:25.366,55,75.104,1:25.154,55,76.874,1:24.902,55,79.611,1:25.608,55,81.132,1:25.100
194,14,75.144,1:25.202,14,76.541,1:25.074,14,78.224,1:24.815,14,80.745,1:25.392,22,83.083,1:24.850
195,22,76.009,1:25.185,22,77.606,1:25.274,22,79.574,1:25.100,22,81.812,1:25.109,,,
196,26,76.792,1:25.043,26,78.527,1:25.412,26,80.568,1:25.173,26,82.648,1:24.951,,,
197,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
198,44,,1:23.663,44,,1:23.649,44,,1:23.123,44,,1:23.846,44,,1:22.780
199,26,1 LAP,1:26.039,22,1 LAP,1:25.704,55,1 LAP,1:25.935,30,1 LAP,1:26.341,30,1 LAP,1:25.079
200,14,PIT,1:28.046,26,1 LAP,1:25.005,22,1 LAP,1:25.004,55,1 LAP,1:25.642,12,PIT,1:29.328
201,6,3.458,1:23.347,6,3.580,1:23.771,6,4.289,1:23.832,6,4.803,1:24.360,6,6.310,1:24.287
202,33,4.894,1:22.941,33,4.732,1:23.487,33,5.385,1:23.776,33,5.423,1:23.884,33,9.020,1:26.377
203,3,10.079,1:23.260,3,9.753,1:23.323,3,10.243,1:23.613,22,1 LAP,1:27.374,22,1 LAP,1:25.927
204,20,1 LAP,1:25.429,5,14.573,1:22.659,26,PIT,1:30.580,3,10.524,1:24.127,55,1 LAP,1:30.103
205,5,15.563,1:23.227,20,1 LAP,1:25.929,5,14.815,1:23.365,5,14.191,1:23.222,5,14.605,1:23.194
206,21,1 LAP,1:24.607,21,1 LAP,1:24.935,20,1 LAP,1:26.306,20,1 LAP,1:25.647,3,PIT,1:27.291
207,8,1 LAP,1:24.831,14,1 LAP,1:44.848,14,1 LAP,1:24.202,14,1 LAP,1:24.116,20,1 LAP,1:25.332
208,27,29.219,1:23.673,8,1 LAP,1:25.909,21,1 LAP,1:27.049,21,PIT,1:28.853,14,1 LAP,1:24.065
209,7,36.957,1:42.477,27,29.253,1:23.683,8,1 LAP,1:26.441,26,1 LAP,1:44.719,27,32.319,1:23.288
210,31,1 LAP,1:25.695,7,35.820,1:22.512,27,30.230,1:24.100,27,31.811,1:25.427,26,1 LAP,1:25.213
211,77,44.550,1:24.060,31,1 LAP,1:25.326,7,35.780,1:23.083,8,1 LAP,1:27.794,7,35.552,1:23.276
212,19,53.366,1:24.064,77,45.194,1:24.293,31,1 LAP,1:25.648,7,35.056,1:23.122,8,1 LAP,1:26.513
213,11,54.351,1:24.066,19,53.640,1:23.923,77,46.366,1:24.295,77,46.757,1:24.237,77,47.927,1:23.950
214,9,72.681,1:24.799,11,54.685,1:23.983,19,54.664,1:24.147,31,1 LAP,1:27.227,31,1 LAP,1:25.501
215,12,79.614,1:24.975,9,73.638,1:24.606,11,55.657,1:24.095,19,54.949,1:24.131,21,1 LAP,1:43.751
216,30,80.898,1:25.024,12,81.075,1:25.110,9,75.293,1:24.778,11,56.162,1:24.351,19,56.448,1:24.279
217,55,82.839,1:25.370,30,82.345,1:25.096,12,83.283,1:25.331,9,76.086,1:24.639,11,57.642,1:24.260
218,,,,,,,,,,,,,9,77.718,1:24.412
219,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
220,44,,1:22.931,44,,1:23.599,44,,1:23.020,44,,1:23.292,44,,1:23.051
221,30,1 LAP,1:25.300,6,6.884,1:23.322,6,6.732,1:22.868,6,6.540,1:23.100,9,1 LAP,1:26.265
222,6,7.161,1:23.782,33,9.287,1:23.582,33,9.294,1:23.027,33,9.244,1:23.242,6,6.794,1:23.305
223,33,9.304,1:23.215,30,1 LAP,1:27.560,30,1 LAP,1:24.993,30,1 LAP,1:25.057,33,9.687,1:23.494
224,22,1 LAP,1:24.303,22,1 LAP,1:24.852,22,1 LAP,1:24.491,5,15.761,1:23.674,5,16.416,1:23.706
