,NO,GAP,TIME,NO.1,GAP.1,TIME.1,NO.2,GAP.2,TIME.2,NO.3,GAP.3,TIME.3,NO.4,GAP.4,TIME.4
87,7 38.112,,1:43.395,7,38.508,1:43.381,5 29.891,,1:43.191,77 17.563,,1:42.204,7,21.276,1:43.189
88,33 39.731,,1:43.482,33,40.226,1:43.480,7 39.098,,1:43.215,5 28.855,,1:43.229,33,22.592,1:43.173
89,31 48.553,,1:44.606,31,50.507,1:44.939,33 40.452,,1:42.851,7 37.946,,1:43.113,31,36.861,1:44.437
90,19 57.212,,1:44.978,55,60.194,1:44.508,31 52.115,,1:44.233,33 39.278,,1:43.091,55,44.539,1:43.643
91,55 58.671,,1:44.849,19,PIT,1:46.653,55 61.466,,1:43.897,31 52.283,,1:44.433,27,49.364,1:43.769
92,14 PIT,,1:46.907,27,64.893,1:44.173,27 66.092,,1:43.824,55 60.755,,1:43.554,11,54.573,1:43.819
93,27 63.705,,1:43.790,11,69.194,1:44.579,11 70.711,,1:44.142,27 65.454,,1:43.627,8,57.601,1:44.751
94,8 66.899,,1:45.047,8,70.387,1:46.473,8 72.583,,1:44.821,11 70.613,,1:44.167,14,66.630,1:44.324
95,11 67.600,,1:45.107,14,80.763,2:03.859,14 82.051,,1:43.913,8 72.709,,1:44.391,19,68.890,1:44.521
96,94 80.548,,1:45.676,94,83.947,1:46.384,19 84.093,,2:05.838,14 82.165,,1:44.379,94,73.733,1:45.403
97,20 82.254,,1:45.653,20,PIT,1:48.427,94 86.966,,1:45.644,19 84.228,,1:44.400,28,83.012,1:45.899
98,28 89.127,,1:45.661,28,91.765,1:45.623,28 94.941,,1:45.801,94 88.189,,1:45.488,10,84.369,1:45.900
99,10 90.528,,1:45.677,10,93.936,1:46.393,10 96.651,,1:45.340,28 96.972,,1:46.296,9,86.837,1:45.633
100,9 93.767,,1:46.219,9,96.735,1:45.953,9 99.757,,1:45.647,10 98.328,,1:45.942,18,87.585,1:45.662
101,18 94.912,,1:45.875,18,97.703,1:45.776,18100.654,,1:45.576,9101.063,,1:45.571,2,93.802,1:44.797
102,2100.268,,1:45.849,,,,,,,18101.782,,1:45.393,20,95.453,1:44.785
103,,,,,,,,,,2108.864,,1:45.013,,,
104,,,,,,,,,,20110.527,,1:44.938,,,
105,NO,GAP,TIME,NO GAP,,TIME,NO GAP,,TIME,NO,GAP,TIME,NO,GAP,TIME
106,77,,1:42.448,77,,1:42.091,77,,1:42.229,77,,1:42.852,77,,1:42.676
107,44,1.110,1:41.734,44 1.239,,1:42.220,44 1.212,,1:42.202,44,1.192,1:42.832,44,1.495,1:42.979
108,5,12.530,1:43.037,5 13.220,,1:42.781,28 1 LAP,,2:04.536,20,1 LAP,1:47.108,2,1 LAP,1:47.080
109,7,21.556,1:42.728,7 22.552,,1:43.087,5 13.627,,1:42.636,28,1 LAP,1:44.380,20,1 LAP,1:45.242
110,33,23.057,1:42.913,33 24.124,,1:43.158,7 23.637,,1:43.314,5,13.398,1:42.623,94,1 LAP,2:08.628
111,31,38.714,1:44.301,31 41.333,,1:44.710,33 24.873,,1:42.978,7,23.990,1:43.205,28,1 LAP,1:44.324
112,55,45.469,1:43.378,55 46.821,,1:43.443,31 43.430,,1:44.326,33,25.198,1:43.177,5,13.603,1:42.881
113,27,50.697,1:43.781,27 52.345,,1:43.739,55 48.013,,1:43.421,31,45.115,1:44.537,7,24.496,1:43.182
114,11,55.979,1:43.854,11 57.782,,1:43.894,27 53.529,,1:43.413,55,48.781,1:43.620,33,25.785,1:43.263
115,8,59.687,1:44.534,8 61.924,,1:44.328,11 59.801,,1:44.248,27,54.361,1:43.684,31,47.131,1:44.692
116,14,68.040,1:43.858,14 69.661,,1:43.712,8 64.251,,1:44.556,11,61.223,1:44.274,55,49.670,1:43.565
117,19,70.809,1:44.367,19 72.984,,1:44.266,14 71.565,,1:44.133,8,65.680,1:44.281,27,55.528,1:43.843
118,94,76.451,1:45.166,94 79.435,,1:45.075,19 74.745,,1:43.990,14,72.629,1:43.916,11,62.558,1:44.011
119,10,87.563,1:45.642,10 90.543,,1:45.071,94 PIT,,1:47.499,19,75.836,1:43.943,8,67.293,1:44.289
120,28,PIT,1:47.672,9 93.615,,1:45.719,10 93.290,,1:44.976,10,95.503,1:45.065,14,73.549,1:43.596
121,9,89.987,1:45.598,18 95.065,,1:46.466,9 96.788,,1:45.402,9,98.902,1:44.966,19,76.998,1:43.838
122,18,90.690,1:45.553,2 98.719,,1:44.793,18 98.832,,1:45.996,18,PIT,1:46.601,10,PIT,1:46.822
123,2,96.017,1:44.663,20100.852,,1:44.948,2101.516,,1:45.026,,,,,,
124,20,97.995,1:44.990,,,,,,,,,,,,
125,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
126,77,,1:42.394,77,,1:42.236,77,,1:42.317,77,,1:42.790,77,,1:42.142
127,9,PIT,1:47.442,44,1.802,1:42.338,44,1.728,1:42.243,44,1.327,1:42.389,44,1.484,1:42.299
128,44,1.700,1:42.599,2,1 LAP,1:44.983,2,1 LAP,1:44.784,2,1 LAP,1:44.356,2,1 LAP,1:45.102
129,2,1 LAP,1:45.057,20,1 LAP,1:45.060,20,1 LAP,1:44.541,20,1 LAP,1:44.706,5,17.814,1:43.125
130,20,1 LAP,1:44.898,94,1 LAP,1:44.272,94,1 LAP,1:44.547,94,1 LAP,1:44.492,20,1 LAP,1:47.157
131,94,1 LAP,1:44.466,5,15.194,1:42.983,5,16.207,1:43.330,5,16.831,1:43.414,94,1 LAP,1:46.994
132,28,1 LAP,1:44.178,28,1 LAP,1:46.017,28,1 LAP,1:44.278,28,1 LAP,1:44.004,28,1 LAP,1:44.285
133,5,14.447,1:43.238,10,1 LAP,2:04.998,10,1 LAP,1:44.303,10,1 LAP,1:43.844,10,1 LAP,1:44.136
134,18,1 LAP,2:04.163,18,1 LAP,1:43.681,18,1 LAP,1:44.299,7,27.032,1:43.167,7,27.672,1:42.782
135,7,25.124,1:43.022,9,1 LAP,2:05.365,7,26.655,1:43.224,33,28.171,1:43.056,33,29.016,1:42.987
136,33,26.404,1:43.013,7,25.748,1:42.860,33,27.905,1:43.260,18,1 LAP,1:48.864,9,1 LAP,1:44.991
137,31,PIT,1:46.717,33,26.962,1:42.794,9,1 LAP,1:48.176,9,1 LAP,1:44.360,18,1 LAP,1:49.396
138,55,PIT,1:45.812,27,58.541,1:43.837,27,60.205,1:43.981,27,61.156,1:43.741,27,62.747,1:43.733
139,27,56.940,1:43.806,11,66.182,1:43.902,11,68.131,1:44.266,11,68.995,1:43.654,11,70.045,1:43.192
140,11,64.516,1:44.352,31,73.472,2:04.254,31,74.665,1:43.510,31,74.498,1:42.623,31,75.278,1:42.922
141,8,69.363,1:44.464,8,PIT,1:46.363,14,78.566,1:44.207,14,79.755,1:43.979,14,81.345,1:43.732
142,14,74.675,1:43.520,14,76.676,1:44.237,19,82.510,1:44.220,19,83.725,1:44.005,19,85.441,1:43.858
143,19,78.618,1:44.014,19,80.607,1:44.225,8,95.739,2:04.566,8,96.318,1:43.369,8,97.403,1:43.227
144,NO,GAP,TIME,NO,GAP,TIME,NO GAP,,TIME,NO,GAP,TIME,NO,GAP,TIME
145,77,,1:42.043,77,,1:41.867,77,,1:41.942,77,,1:42.218,77,,1:41.811
146,44,1.405,1:41.964,44,1.466,1:41.928,44 1.463,,1:41.939,44,1.233,1:41.988,44,1.434,1:42.012
147,5,18.655,1:42.884,5,19.319,1:42.531,5 19.568,,1:42.191,5,19.773,1:42.423,8,1 LAP,1:46.400
148,2,1 LAP,1:47.124,2,1 LAP,1:44.647,2 1 LAP,,1:44.557,2,1 LAP,1:44.677,5,20.253,1:42.291
149,20,1 LAP,1:44.641,20,1 LAP,1:44.755,20 1 LAP,,1:44.395,20,1 LAP,1:44.497,2,1 LAP,1:44.873
150,94,1 LAP,1:44.645,94,1 LAP,1:44.660,94 1 LAP,,1:44.513,94,1 LAP,1:44.442,7,33.045,1:42.819
151,28,1 LAP,1:44.520,28,1 LAP,1:44.293,28 1 LAP,,1:44.399,7,32.037,1:43.034,20,1 LAP,1:46.834
152,10,1 LAP,1:45.706,7,30.156,1:43.013,7 31.221,,1:43.007,33,33.131,1:42.656,33,35.646,1:44.326
153,7,29.010,1:43.381,33,31.383,1:43.266,33 32.693,,1:43.252,28,1 LAP,1:46.923,94,1 LAP,1:47.230
154,33,29.984,1:43.011,10,1 LAP,1:47.516,10 1 LAP,,1:44.441,10,1 LAP,1:44.157,28,1 LAP,1:44.710
155,9,1 LAP,1:43.686,9,1 LAP,1:43.567,9 1 LAP,,1:43.830,9,1 LAP,1:43.616,10,1 LAP,1:44.071
156,18,PIT,1:47.263,27,66.021,1:43.344,27 67.175,,1:43.096,27,68.196,1:43.239,9,1 LAP,1:43.647
157,27,64.544,1:43.840,18,1 LAP,2:06.584,18 1 LAP,,1:43.077,18,1 LAP,1:43.381,27,69.638,1:43.253
158,11,71.147,1:43.145,11,72.453,1:43.173,11 73.701,,1:43.190,11,74.613,1:43.130,18,1 LAP,1:42.907
159,31,76.287,1:43.052,31,77.757,1:43.337,31 78.959,,1:43.144,31,79.805,1:43.064,11,75.723,1:42.921
160,14,83.011,1:43.709,14,84.727,1:43.583,14 86.811,,1:44.026,14,87.698,1:43.105,31,81.114,1:43.120
161,19,87.040,1:43.642,19,88.822,1:43.649,19 90.415,,1:43.535,19,91.642,1:43.445,14,89.225,1:43.338
162,8,98.681,1:43.321,8,99.757,1:42.943,8100.720,,1:42.905,,,,19,93.081,1:43.250
163,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO GAP,,TIME
164,77,,1:41.577,77,,1:41.406,77,,1:41.965,77,,1:42.316,77,,1:41.576
165,44,1.579,1:41.722,44,1.778,1:41.605,44,1.751,1:41.938,44,1.409,1:41.974,44 1.545,,1:41.712
166,8,1 LAP,1:43.551,8,1 LAP,1:43.144,8,1 LAP,1:42.869,8,1 LAP,1:43.279,8 1 LAP,,1:43.107
167,5,20.925,1:42.249,5,21.478,1:41.959,5,21.695,1:42.182,5,21.695,1:42.316,5 21.961,,1:41.842
168,7,34.041,1:42.573,7,35.172,1:42.537,7,35.752,1:42.545,7,36.181,1:42.745,7 37.181,,1:42.576
169,2,1 LAP,1:46.292,33,38.026,1:42.133,33,38.089,1:42.028,33,38.299,1:42.526,33 39.035,,1:42.312
170,33,37.299,1:43.230,2,1 LAP,1:45.893,2,1 LAP,1:44.571,2,1 LAP,1:44.573,2 1 LAP,,1:44.252
171,20,1 LAP,1:47.053,20,1 LAP,1:44.368,20,1 LAP,1:44.266,20,1 LAP,1:44.196,20 1 LAP,,1:44.280
172,94,1 LAP,1:46.724,94,1 LAP,1:44.500,94,1 LAP,1:44.207,94,1 LAP,1:44.226,94 1 LAP,,1:44.390
173,28,1 LAP,1:46.361,28,1 LAP,1:44.534,28,1 LAP,1:44.730,28,1 LAP,1:44.546,28 1 LAP,,1:44.193
174,10,1 LAP,1:44.448,10,1 LAP,1:44.436,10,1 LAP,1:44.696,10,1 LAP,1:44.388,10 1 LAP,,1:44.385
175,9,1 LAP,1:43.953,9,1 LAP,1:44.288,9,1 LAP,1:44.318,9,1 LAP,1:44.382,9 1 LAP,,1:44.748
176,27,70.873,1:42.812,27,72.048,1:42.581,27,72.813,1:42.730,27,73.159,1:42.662,27 74.434,,1:42.851
177,18,1 LAP,1:43.167,18,1 LAP,1:42.991,18,1 LAP,1:42.934,18,1 LAP,1:43.009,18 1 LAP,,1:43.174
178,11,77.094,1:42.948,11,78.857,1:43.169,11,80.090,1:43.198,11,80.746,1:42.972,11 81.959,,1:42.789
179,31,82.333,1:42.796,31,83.691,1:42.764,31,84.648,1:42.922,31,85.090,1:42.758,31 86.312,,1:42.798
180,14,91.390,1:43.742,14,93.449,1:43.465,14,94.364,1:42.880,14,94.385,1:42.337,14 95.012,,1:42.203
181,19,94.558,1:43.054,19,96.537,1:43.385,19,98.029,1:43.457,19,98.979,1:43.266,19100.429,,1:43.026
182,NO,GAP,TIME,NO GAP,,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
183,77,,1:41.766,77,,1:41.533,77,,1:41.907,77,,1:42.396,77,,1:41.522
184,44,1.400,1:41.621,44 1.430,,1:41.563,44,1.354,1:41.831,44,1.253,1:42.295,44,1.359,1:41.628
185,8,1 LAP,1:43.113,19 1 LAP,,1:46.962,19,1 LAP,1:43.437,14,1 LAP,1:46.499,14,1 LAP,1:44.230
186,5,22.180,1:41.985,8 1 LAP,,1:43.055,8,1 LAP,1:43.287,19,1 LAP,1:43.104,19,1 LAP,1:43.549
187,7,38.301,1:42.886,5 22.496,,1:41.849,5,22.401,1:41.812,8,1 LAP,1:42.930,8,1 LAP,1:42.636
188,33,39.818,1:42.549,7 39.206,,1:42.438,7,40.091,1:42.792,5,21.550,1:41.545,5,21.272,1:41.244
189,2,1 LAP,1:44.386,33 40.760,,1:42.475,33,41.382,1:42.529,7,40.073,1:42.378,7,40.998,1:42.447
190,20,1 LAP,1:44.781,2 1 LAP,,1:44.991,2,1 LAP,1:44.362,33,41.587,1:42.601,33,42.522,1:42.457
191,94,1 LAP,1:44.481,20 1 LAP,,1:44.348,20,1 LAP,1:44.038,2,1 LAP,1:44.221,2,1 LAP,1:44.038
192,28,1 LAP,1:44.224,94 1 LAP,,1:44.440,94,1 LAP,1:44.396,20,1 LAP,1:44.303,20,1 LAP,1:44.171
193,10,1 LAP,1:44.919,28 1 LAP,,1:44.855,28,1 LAP,1:44.113,94,1 LAP,1:44.316,94,1 LAP,1:43.978
194,9,1 LAP,1:44.475,10 1 LAP,,1:44.397,10,1 LAP,1:44.749,28,1 LAP,1:44.653,28,1 LAP,1:44.112
195,27,75.674,1:43.006,9 1 LAP,,1:44.372,9,1 LAP,1:44.764,10,1 LAP,1:44.427,10,1 LAP,1:44.176
196,18,1 LAP,1:43.031,27 76.881,,1:42.740,27,77.722,1:42.748,9,1 LAP,1:44.660,9,1 LAP,1:44.245
197,11,83.015,1:42.822,18 1 LAP,,1:43.633,18,1 LAP,1:43.251,27,78.139,1:42.813,27,79.598,1:42.981
198,31,87.289,1:42.743,11 84.250,,1:42.768,11,85.210,1:42.867,18,1 LAP,1:43.164,18,1 LAP,1:43.037
199,14,97.748,1:44.502,31 88.365,,1:42.609,31,89.091,1:42.633,11,85.635,1:42.821,11,86.901,1:42.788
200,,,,14100.167,,1:43.952,,,,31,89.439,1:42.744,31,90.650,1:42.733
201,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
202,77,,1:40.750,77,,1:40.650,77,,1:41.007,77,,1:42.045,77,,1:44.685
203,44,2.082,1:41.473,44,3.184,1:41.752,44,4.664,1:42.487,44,4.804,1:42.185,44,3.899,1:43.780
204,14,1 LAP,1:43.559,14,1 LAP,1:42.554,14,1 LAP,1:43.623,14,1 LAP,1:44.353,14,1 LAP,1:41.669
205,19,1 LAP,1:43.107,19,1 LAP,1:43.179,19,1 LAP,1:43.074,19,1 LAP,1:43.467,19,1 LAP,1:43.048
206,8,1 LAP,1:42.514,8,1 LAP,1:42.437,8,1 LAP,1:42.526,8,1 LAP,1:43.529,5,19.330,1:40.770
207,5,22.190,1:41.668,5,22.783,1:41.243,5,22.998,1:41.222,5,23.245,1:42.292,8,1 LAP,1:45.079
208,7,42.698,1:42.450,7,44.671,1:42.623,7,46.002,1:42.338,7,46.495,1:42.538,7,45.386,1:43.576
209,33,44.521,1:42.749,33,46.329,1:42.458,33,47.696,1:42.374,33,48.132,1:42.481,33,46.269,1:42.822
210,2,1 LAP,1:43.986,2,1 LAP,1:44.210,2,1 LAP,1:44.264,2,1 LAP,1:44.177,2,1 LAP,1:45.046
211,20,1 LAP,1:43.928,20,1 LAP,1:44.138,20,1 LAP,1:43.934,20,1 LAP,1:44.164,20,1 LAP,1:44.285
212,94,1 LAP,1:43.867,94,1 LAP,1:44.146,94,1 LAP,1:43.919,94,1 LAP,1:44.264,94,1 LAP,1:44.770
213,28,1 LAP,1:44.204,28,1 LAP,1:44.171,28,1 LAP,1:43.897,28,1 LAP,1:44.249,28,1 LAP,1:44.741
214,10,1 LAP,1:43.995,10,1 LAP,1:44.264,10,1 LAP,1:44.335,10,1 LAP,1:44.011,10,1 LAP,1:44.313
215,9,1 LAP,1:44.361,9,1 LAP,1:44.930,9,1 LAP,1:44.313,9,1 LAP,1:44.518,9,1 LAP,1:44.092
216,27,81.845,1:42.997,27,84.237,1:43.042,27,85.606,1:42.376,27,86.488,1:42.927,27,85.713,1:43.910
217,18,1 LAP,1:42.457,18,1 LAP,1:42.385,18,1 LAP,1:42.324,18,1 LAP,1:44.099,18,1 LAP,1:43.327
218,11,89.084,1:42.933,11,91.123,1:42.689,11,92.873,1:42.757,11,93.543,1:42.715,11,92.062,1:43.204
219,31,92.765,1:42.865,31,94.748,1:42.633,31,96.717,1:42.976,31,97.790,1:43.118,31,98.911,1:45.806
