,NO,GAP,TIME,NO.1,GAP.1,TIME.1,NO.2,GAP.2,TIME.2,NO.3,GAP.3,TIME.3,NO.4,GAP.4,TIME.4
170,5,32.672,1:28.237,14,36.380,1:30.215,14,38.623,1:27.990,14,41.207,1:28.223,12,42.445,1:29.606
171,31,38.218,1:28.368,31,41.008,1:28.471,27,42.589,1:27.129,27,44.143,1:27.193,14,43.981,1:28.579
172,27,38.568,1:27.926,27,41.207,1:28.320,31,44.652,1:29.391,3,46.031,1:25.646,27,45.662,1:27.324
173,3,46.231,1:49.023,3,46.082,1:25.532,3,46.024,1:25.689,31,47.720,1:28.707,3,46.272,1:26.046
174,21,52.760,1:28.204,21,56.063,1:28.984,21,58.121,1:27.805,21,61.303,1:28.821,31,50.597,1:28.682
175,20,PIT,1:35.053,26,57.189,1:27.476,26,59.642,1:28.200,26,62.215,1:28.212,26,65.404,1:28.994
176,26,55.394,1:29.521,94,60.671,1:29.641,19,64.703,1:29.435,19,65.837,1:26.773,21,66.790,1:31.292
177,94,56.711,1:31.816,19,61.015,1:28.237,94,66.598,1:31.674,77,67.859,1:26.733,19,68.048,1:28.016
178,19,58.459,1:28.272,77,62.243,1:27.170,77,66.765,1:30.269,94,71.592,1:30.633,77,68.694,1:26.640
179,77,60.754,1:26.435,22,72.748,1:33.144,22,76.662,1:29.661,20,80.836,1:29.202,94,75.045,1:29.258
180,22,65.285,1:27.638,20,74.944,1:45.608,20,77.273,1:28.076,,,,20,82.920,1:27.889
181,NO,GAP,TIME,NO,GAP,TIME,NO GAP,,TIME,NO,GAP,TIME,NO,GAP,TIME
182,44,,1:26.192,44,,1:25.933,44,,1:33.845,44,,2:17.665,44,,2:21.875
183,6,18.245,1:26.337,6,18.534,1:26.222,20 1 LAP,,1:36.531,20,1 LAP,2:17.199,20,1 LAP,2:22.540
184,22,1 LAP,1:49.724,11,27.708,1:27.671,6 25.808,,1:41.119,21,1 LAP,2:20.784,21,1 LAP,2:22.535
185,11,25.970,1:27.780,22,1 LAP,1:32.730,11 33.073,,1:39.210,6,3.047,1:54.904,6,3.062,2:21.890
186,55,32.159,1:27.664,55,34.240,1:28.014,22 1 LAP,,1:46.818,11,5.244,1:49.836,11,3.697,2:20.328
187,33,34.668,1:26.349,33,36.357,1:27.622,55 45.134,,1:44.739,22,1 LAP,1:46.275,22,1 LAP,2:14.117
188,5,42.034,1:27.169,5,42.998,1:26.897,33 46.545,,1:44.033,55,14.911,1:47.442,55,6.198,2:13.162
189,12,45.053,1:28.800,12,47.791,1:28.671,5 54.507,,1:45.354,33,17.388,1:48.508,33,6.740,2:11.227
190,14,46.063,1:28.274,14,48.448,1:28.318,12 60.728,,1:46.782,5,24.991,1:48.149,5,8.718,2:05.602
191,27,46.984,1:27.514,27,49.077,1:28.026,14 62.422,,1:47.819,12,31.747,1:48.684,12,9.498,1:59.626
192,3,47.494,1:27.414,3,49.916,1:28.355,27 64.525,,1:49.293,14,33.674,1:48.917,14,10.876,1:59.077
193,31,52.640,1:28.235,31,54.503,1:27.796,3 66.085,,1:50.014,27,36.102,1:49.242,27,11.666,1:57.439
194,26,67.531,1:28.319,26,69.496,1:27.898,31 71.147,,1:50.489,3,38.073,1:49.653,3,12.217,1:56.019
195,19,70.362,1:28.506,77,75.355,1:30.029,26 87.509,,1:51.858,31,42.434,1:48.952,31,13.205,1:52.646
196,77,71.259,1:28.757,94,88.483,1:36.072,77 95.147,,1:53.637,26,56.741,1:46.897,26,15.563,1:40.697
197,21,72.259,1:31.661,21,PIT,1:46.077,94109.979,,1:55.341,77,70.861,1:53.379,77,28.601,1:39.615
198,94,78.344,1:29.491,,,,,,,94,80.735,1:48.421,94,43.117,1:44.257
199,20,84.225,1:27.497,,,,,,,,,,,,
200,NO GAP,,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
201,44,,2:11.841,44,,2:10.252,44,,2:03.018,44,,2:02.091,44,,2:04.701
202,20 1 LAP,,2:11.380,6,1.157,2:09.212,6,0.742,2:02.603,6,0.676,2:02.025,6,0.456,2:04.481
203,21 1 LAP,,2:10.856,11,2.522,2:09.390,11,2.089,2:02.585,11,2.239,2:02.241,11,1.428,2:03.890
204,6 2.197,,2:10.976,55,3.284,2:07.562,55,2.819,2:02.553,55,2.925,2:02.197,55,2.958,2:04.734
205,11 3.384,,2:11.528,33,3.712,2:07.687,33,3.383,2:02.689,5,4.349,2:00.736,5,3.913,2:04.265
206,22 1 LAP,,2:11.353,5,5.984,2:07.615,5,5.704,2:02.738,12,6.138,2:00.291,12,4.543,2:03.106
207,55 5.974,,2:11.617,12,7.473,2:07.652,12,7.938,2:03.483,33,PIT,2:06.533,27,5.917,2:00.844
208,33 6.277,,2:11.378,14,8.384,2:07.575,14,9.300,2:03.934,14,8.429,2:01.220,31,7.266,2:00.631
209,5 8.621,,2:11.744,27,9.786,2:07.582,27,10.341,2:03.573,27,9.774,2:01.524,26,8.596,2:00.667
210,12 10.073,,2:12.416,31,10.665,2:06.205,31,10.995,2:03.348,31,11.336,2:02.432,77,9.609,1:59.562
211,14 11.061,,2:12.026,26,12.233,2:05.776,26,12.527,2:03.312,26,12.630,2:02.194,3,10.366,2:00.064
212,27 12.456,,2:12.631,77,13.356,2:04.997,77,15.281,2:04.943,77,14.748,2:01.558,94,11.288,1:59.389
213,3 13.767,,2:13.391,3,PIT,2:10.127,3,15.582,2:04.958,3,15.003,2:01.512,21,13.392,1:58.285
214,31 14.712,,2:13.348,94,PIT,2:09.624,94,16.898,2:00.865,94,16.600,2:01.793,33,13.453,2:10.329
215,26 16.709,,2:12.987,20,77.497,1:34.000,20,47.973,1:33.494,20,19.487,1:33.605,20,13.870,1:59.084
216,77 18.611,,2:01.851,21,78.115,1:34.271,21,48.276,1:33.179,21,19.808,1:33.623,22,15.268,1:56.972
217,94 19.679,,1:48.403,22,81.405,1:34.502,22,52.157,1:33.770,22,22.997,1:32.931,14,18.009,2:14.281
218,20113.749,,1:53.033,,,,,,,,,,,,
219,21114.096,,1:52.744,,,,,,,,,,,,
220,22117.155,,1:52.502,,,,,,,,,,,,
221,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME,NO,GAP,TIME
222,44,,1:27.626,44,,1:26.635,44,,1:26.236,44,,1:27.384,44,,1:26.701
223,6,1.829,1:28.999,6,2.764,1:27.570,6,4.121,1:27.593,6,4.145,1:27.408,6,4.345,1:26.901
224,11,3.731,1:29.929,11,6.294,1:29.198,11,8.949,1:28.891,11,9.781,1:28.216,11,11.367,1:28.287
225,55,5.654,1:30.322,55,8.703,1:29.684,55,11.245,1:28.778,55,12.280,1:28.419,55,14.137,1:28.558
226,5,7.628,1:31.341,5,9.928,1:28.935,5,12.424,1:28.732,5,13.661,1:28.621,5,15.371,1:28.411
227,12,8.312,1:31.395,12,11.687,1:30.010,12,15.204,1:29.753,12,17.386,1:29.566,27,18.406,1:27.578
