,NO,GAP,TIME,LAP,race_id
0,33,0,1:24.203,1,24
1,77,1.737,1:25.940,1,24
2,31,3.793,1:27.996,1,24
3,27,4.378,1:28.581,1,24
4,55,5.014,1:29.217,1,24
5,11,5.726,1:29.929,1,24
6,19,6.496,1:30.699,1,24
7,5,PIT,1:30.846,1,24
8,7,6.849,1:31.052,1,24
9,18,7.558,1:31.761,1,24
10,3,8.031,1:32.234,1,24
11,20,8.898,1:33.101,1,24
12,2,9.593,1:33.796,1,24
13,9,10.086,1:34.289,1,24
14,8,10.410,1:34.613,1,24
15,14,10.858,1:35.061,1,24
16,94,11.558,1:35.761,1,24
17,28,12.118,1:36.321,1,24
18,10,22.084,1:46.287,1,24
19,44,PIT,1:56.558,1,24
20,33,0,1:21.601,2,24
21,77,2.055,1:21.919,2,24
22,31,4.776,1:22.584,2,24
23,27,5.822,1:23.045,2,24
24,11,7.818,1:23.693,2,24
25,19,8.728,1:23.833,2,24
26,7,9.277,1:24.029,2,24
27,18,10.572,1:24.615,2,24
28,3,10.997,1:24.567,2,24
29,20,11.887,1:24.590,2,24
30,9,13.489,1:25.004,2,24
31,2,14.061,1:26.069,2,24
32,8,14.860,1:26.051,2,24
33,14,15.387,1:26.130,2,24
34,94,15.963,1:26.006,2,24
35,28,16.472,1:25.955,2,24
36,10,25.519,1:25.036,2,24
37,55,PIT,1:43.199,2,24
38,5,35.172,1:50.130,2,24
39,44,59.095,1:48.341,2,24
40,33,0,1:21.593,3,24
41,77,2.459,1:21.997,3,24
42,31,5.926,1:22.743,3,24
43,27,7.138,1:22.909,3,24
44,11,9.073,1:22.848,3,24
45,7,11.149,1:23.465,3,24
46,3,12.227,1:22.823,3,24
47,18,13.274,1:24.295,3,24
48,19,PIT,1:26.448,3,24
49,20,14.554,1:24.260,3,24
50,9,16.292,1:24.396,3,24
51,2,16.829,1:24.361,3,24
52,8,17.999,1:24.732,3,24
53,14,18.518,1:24.724,3,24
54,94,19.648,1:25.278,3,24
55,28,20.353,1:25.474,3,24
56,10,28.219,1:24.293,3,24
57,5,35.672,1:22.093,3,24
58,55,46.562,1:41.543,3,24
59,44,59.651,1:22.149,3,24
60,33,0,1:21.439,4,24
61,77,2.816,1:21.796,4,24
62,31,7.106,1:22.619,4,24
63,27,8.467,1:22.768,4,24
64,11,10.077,1:22.443,4,24
65,7,11.925,1:22.215,4,24
66,3,13.577,1:22.789,4,24
67,18,15.060,1:23.225,4,24
68,20,16.971,1:23.856,4,24
69,9,18.650,1:23.797,4,24
70,2,19.266,1:23.876,4,24
71,8,20.556,1:23.996,4,24
72,14,21.151,1:24.072,4,24
73,28,23.161,1:24.247,4,24
74,94,PIT,1:27.070,4,24
75,10,30.285,1:23.505,4,24
76,19,33.231,1:41.087,4,24
77,5,36.033,1:21.800,4,24
78,55,47.791,1:22.668,4,24
79,44,60.435,1:22.223,4,24
80,33,0,1:21.335,5,24
81,77,3.060,1:21.579,5,24
82,31,8.246,1:22.475,5,24
83,27,9.927,1:22.795,5,24
84,11,11.640,1:22.898,5,24
85,7,12.786,1:22.196,5,24
86,18,16.668,1:22.943,5,24
87,20,20.224,1:24.588,5,24
88,9,21.177,1:23.862,5,24
89,2,21.882,1:23.951,5,24
90,8,23.755,1:24.534,5,24
91,14,24.280,1:24.464,5,24
92,28,25.438,1:23.612,5,24
93,10,32.297,1:23.347,5,24
94,19,34.901,1:23.005,5,24
95,3,PIT,1:44.795,5,24
96,5,37.243,1:22.545,5,24
97,94,47.288,1:43.344,5,24
98,55,49.830,1:23.374,5,24
99,44,60.992,1:21.892,5,24
100,33,0,1:21.299,6,24
101,77,3.690,1:21.929,6,24
102,31,9.526,1:22.579,6,24
103,27,11.285,1:22.657,6,24
104,11,13.149,1:22.808,6,24
105,7,14.188,1:22.701,6,24
106,18,18.122,1:22.753,6,24
107,20,22.921,1:23.996,6,24
108,9,23.940,1:24.062,6,24
109,2,24.554,1:23.971,6,24
110,8,27.275,1:24.819,6,24
111,14,27.457,1:24.476,6,24
112,28,28.205,1:24.066,6,24
113,10,34.492,1:23.494,6,24
114,19,36.809,1:23.207,6,24
115,5,38.249,1:22.305,6,24
116,94,49.283,1:23.294,6,24
117,55,51.561,1:23.030,6,24
118,44,61.549,1:21.856,6,24
119,33,0,1:21.443,7,24
120,77,3.822,1:21.575,7,24
121,31,10.455,1:22.372,7,24
122,27,12.493,1:22.651,7,24
123,11,14.465,1:22.759,7,24
124,7,15.325,1:22.580,7,24
125,18,19.443,1:22.764,7,24
126,20,25.244,1:23.766,7,24
127,9,26.449,1:23.952,7,24
128,2,27.114,1:24.003,7,24
129,8,29.851,1:24.019,7,24
130,14,30.439,1:24.425,7,24
131,28,31.339,1:24.577,7,24
132,10,36.661,1:23.612,7,24
133,19,38.830,1:23.464,7,24
134,5,40.113,1:23.307,7,24
135,94,51.062,1:23.222,7,24
136,55,53.107,1:22.989,7,24
137,44,62.474,1:22.368,7,24
138,33,0,1:21.343,8,24
139,77,4.027,1:21.548,8,24
140,31,11.561,1:22.449,8,24
141,27,13.928,1:22.778,8,24
142,11,15.911,1:22.789,8,24
143,7,16.669,1:22.687,8,24
144,18,20.970,1:22.870,8,24
145,20,27.428,1:23.527,8,24
146,9,29.099,1:23.993,8,24
147,2,29.919,1:24.148,8,24
148,8,32.759,1:24.251,8,24
149,14,33.162,1:24.066,8,24
150,28,34.063,1:24.067,8,24
151,10,38.721,1:23.403,8,24
152,19,40.590,1:23.103,8,24
153,5,41.392,1:22.622,8,24
154,94,52.975,1:23.256,8,24
155,55,54.775,1:23.011,8,24
156,44,63.299,1:22.168,8,24
157,33,0,1:21.333,9,24
158,77,4.330,1:21.636,9,24
159,31,12.594,1:22.366,9,24
160,27,15.225,1:22.630,9,24
161,11,17.349,1:22.771,9,24
162,7,18.186,1:22.850,9,24
163,18,22.353,1:22.716,9,24
164,20,29.502,1:23.407,9,24
165,9,31.501,1:23.735,9,24
166,2,32.215,1:23.629,9,24
167,14,35.822,1:23.993,9,24
168,28,37.731,1:25.001,9,24
169,8,39.126,1:27.700,9,24
170,10,41.449,1:24.061,9,24
171,19,42.782,1:23.525,9,24
172,5,43.329,1:23.270,9,24
173,94,55.328,1:23.686,9,24
174,55,56.724,1:23.282,9,24
175,44,64.776,1:22.810,9,24
176,33,0,1:21.454,10,24
177,77,4.719,1:21.843,10,24
178,31,13.641,1:22.501,10,24
179,27,16.656,1:22.885,10,24
180,11,18.865,1:22.970,10,24
181,7,19.339,1:22.607,10,24
182,18,24.028,1:23.129,10,24
183,20,31.379,1:23.331,10,24
184,9,33.712,1:23.665,10,24
185,2,34.500,1:23.739,10,24
186,14,37.366,1:22.998,10,24
187,28,39.775,1:23.498,10,24
188,8,41.605,1:23.933,10,24
189,10,43.672,1:23.677,10,24
190,19,44.913,1:23.585,10,24
191,5,45.542,1:23.667,10,24
192,94,56.971,1:23.097,10,24
193,55,59.025,1:23.755,10,24
194,44,65.353,1:22.031,10,24
195,33,0,1:21.177,11,24
196,77,5.118,1:21.576,11,24
197,31,14.970,1:22.506,11,24
198,27,17.838,1:22.359,11,24
199,11,20.083,1:22.395,11,24
200,7,20.869,1:22.707,11,24
201,18,25.430,1:22.579,11,24
202,20,33.231,1:23.029,11,24
203,9,36.127,1:23.592,11,24
204,2,36.758,1:23.435,11,24
205,14,38.897,1:22.708,11,24
206,28,41.630,1:23.032,11,24
207,8,43.917,1:23.489,11,24
208,10,45.802,1:23.307,11,24
209,19,47.166,1:23.430,11,24
210,5,47.700,1:23.335,11,24
211,94,58.967,1:23.173,11,24
212,55,62.156,1:24.308,11,24
213,44,66.447,1:22.271,11,24
214,33,0,1:21.079,12,24
215,77,5.443,1:21.404,12,24
216,31,16.078,1:22.187,12,24
217,27,19.214,1:22.455,12,24
218,11,21.530,1:22.526,12,24
219,7,22.420,1:22.630,12,24
220,18,26.867,1:22.516,12,24
221,20,35.150,1:22.998,12,24
222,9,38.275,1:23.227,12,24
223,2,39.107,1:23.428,12,24
224,14,40.864,1:23.046,12,24
225,28,44.130,1:23.579,12,24
226,8,46.804,1:23.966,12,24
227,10,48.129,1:23.406,12,24
228,5,50.950,1:24.329,12,24
229,19,52.625,1:26.538,12,24
230,94,61.251,1:23.363,12,24
231,55,63.942,1:22.865,12,24
232,44,67.241,1:21.873,12,24
233,33,0,1:21.285,13,24
234,77,5.561,1:21.403,13,24
235,31,17.074,1:22.281,13,24
236,27,20.194,1:22.265,13,24
237,11,22.527,1:22.282,13,24
238,7,23.031,1:21.896,13,24
239,18,27.679,1:22.097,13,24
240,20,36.751,1:22.886,13,24
241,9,40.479,1:23.489,13,24
242,2,41.216,1:23.394,13,24
243,14,42.553,1:22.974,13,24
244,28,46.094,1:23.249,13,24
245,8,49.082,1:23.563,13,24
246,10,50.260,1:23.416,13,24
247,5,51.927,1:22.262,13,24
248,19,55.147,1:23.807,13,24
249,94,63.222,1:23.256,13,24
250,55,65.371,1:22.714,13,24
251,44,67.934,1:21.978,13,24
252,33,0,1:21.038,14,24
253,77,5.549,1:21.026,14,24
254,31,18.232,1:22.196,14,24
255,27,21.376,1:22.220,14,24
256,11,23.731,1:22.242,14,24
257,7,24.652,1:22.659,14,24
258,18,28.822,1:22.181,14,24
259,20,38.529,1:22.816,14,24
260,9,42.713,1:23.272,14,24
261,2,43.486,1:23.308,14,24
262,14,44.442,1:22.927,14,24
263,28,48.288,1:23.232,14,24
264,8,51.636,1:23.592,14,24
265,10,52.530,1:23.308,14,24
266,5,53.352,1:22.463,14,24
267,19,57.669,1:23.560,14,24
268,94,65.451,1:23.267,14,24
269,55,67.221,1:22.888,14,24
270,44,69.111,1:22.215,14,24
271,33,0,1:20.997,15,24
272,77,5.769,1:21.217,15,24
273,31,19.317,1:22.082,15,24
274,27,22.935,1:22.556,15,24
275,11,25.192,1:22.458,15,24
276,7,25.861,1:22.206,15,24
277,18,29.949,1:22.124,15,24
278,20,40.493,1:22.961,15,24
279,9,45.124,1:23.408,15,24
280,2,45.748,1:23.259,15,24
281,14,46.687,1:23.242,15,24
282,28,50.849,1:23.558,15,24
283,8,54.119,1:23.480,15,24
284,10,55.049,1:23.516,15,24
285,5,55.567,1:23.212,15,24
286,19,60.013,1:23.341,15,24
287,94,67.765,1:23.311,15,24
288,55,69.072,1:22.848,15,24
289,44,70.367,1:22.253,15,24
290,33,0,1:20.989,16,24
291,77,5.916,1:21.136,16,24
292,31,20.296,1:21.968,16,24
293,27,24.112,1:22.166,16,24
294,11,26.599,1:22.396,16,24
295,7,27.254,1:22.382,16,24
296,18,31.132,1:22.172,16,24
297,20,42.183,1:22.679,16,24
298,9,47.507,1:23.372,16,24
299,2,48.138,1:23.379,16,24
300,14,48.919,1:23.221,16,24
301,28,52.963,1:23.103,16,24
302,8,56.428,1:23.298,16,24
303,5,57.166,1:22.588,16,24
304,10,58.527,1:24.467,16,24
305,19,61.942,1:22.918,16,24
306,94,70.017,1:23.241,16,24
307,55,71.019,1:22.936,16,24
308,44,71.962,1:22.584,16,24
309,33,0,1:20.898,17,24
310,77,6.063,1:21.045,17,24
311,31,21.281,1:21.883,17,24
312,27,25.104,1:21.890,17,24
313,11,27.795,1:22.094,17,24
314,7,28.486,1:22.130,17,24
315,18,32.362,1:22.128,17,24
316,20,43.788,1:22.503,17,24
317,9,49.505,1:22.896,17,24
318,2,50.440,1:23.200,17,24
319,14,51.122,1:23.101,17,24
320,28,54.847,1:22.782,17,24
321,8,58.679,1:23.149,17,24
322,5,59.178,1:22.910,17,24
323,10,61.184,1:23.555,17,24
324,19,63.840,1:22.796,17,24
325,94,72.045,1:22.926,17,24
326,55,72.955,1:22.834,17,24
327,44,73.905,1:22.841,17,24
328,33,0,1:20.952,18,24
329,77,5.971,1:20.860,18,24
330,31,21.958,1:21.629,18,24
331,27,25.843,1:21.691,18,24
332,7,29.570,1:22.036,18,24
333,11,PIT,1:25.396,18,24
334,18,33.516,1:22.106,18,24
335,20,45.390,1:22.554,18,24
336,9,51.443,1:22.890,18,24
337,14,52.342,1:22.172,18,24
338,2,53.875,1:24.387,18,24
339,28,56.960,1:23.065,18,24
340,5,59.504,1:21.278,18,24
341,8,61.790,1:24.063,18,24
342,10,64.367,1:24.135,18,24
343,19,65.994,1:23.106,18,24
344,94,74.066,1:22.973,18,24
345,55,74.937,1:22.934,18,24
346,44,75.934,1:22.981,18,24
347,33,0,1:21.040,19,24
348,77,6.290,1:21.359,19,24
349,31,22.838,1:21.920,19,24
350,27,PIT,1:24.941,19,24
351,7,29.929,1:21.399,19,24
352,18,34.591,1:22.115,19,24
353,20,46.773,1:22.423,19,24
354,11,51.468,1:40.269,19,24
355,9,54.164,1:23.761,19,24
356,14,54.716,1:23.414,19,24
357,2,56.278,1:23.443,19,24
358,28,58.809,1:22.889,19,24
359,5,60.243,1:21.779,19,24
360,8,64.065,1:23.315,19,24
361,10,66.706,1:23.379,19,24
362,19,68.153,1:23.199,19,24
363,94,76.141,1:23.115,19,24
364,55,77.117,1:23.220,19,24
365,44,77.901,1:23.007,19,24
366,33,0,1:21.066,20,24
367,77,6.311,1:21.087,20,24
368,31,PIT,1:24.769,20,24
369,7,30.099,1:21.236,20,24
370,18,35.969,1:22.444,20,24
371,20,48.384,1:22.677,20,24
372,27,49.292,1:40.614,20,24
373,11,52.269,1:21.867,20,24
374,9,56.330,1:23.232,20,24
375,14,57.020,1:23.370,20,24
376,2,58.570,1:23.358,20,24
377,28,61.247,1:23.504,20,24
378,5,61.862,1:22.685,20,24
379,8,66.293,1:23.294,20,24
380,10,68.776,1:23.136,20,24
381,19,70.237,1:23.150,20,24
382,94,78.327,1:23.252,20,24
383,55,79.433,1:23.382,20,24
384,44,80.450,1:23.615,20,24
385,33,0,1:21.580,21,24
386,77,6.188,1:21.457,21,24
387,7,29.784,1:21.265,21,24
388,18,36.794,1:22.405,21,24
389,31,45.345,1:40.384,21,24
390,20,49.805,1:23.001,21,24
391,27,50.395,1:22.683,21,24
392,11,52.450,1:21.761,21,24
393,9,57.858,1:23.108,21,24
394,14,58.893,1:23.453,21,24
395,2,60.566,1:23.576,21,24
396,5,61.936,1:21.654,21,24
397,28,64.037,1:24.370,21,24
398,8,67.976,1:23.263,21,24
399,10,70.647,1:23.451,21,24
400,19,71.909,1:23.252,21,24
401,94,80.214,1:23.467,21,24
402,55,81.139,1:23.286,21,24
403,33,0,1:22.189,22,24
404,44,1 LAP,1:24.413,22,24
405,77,5.572,1:21.573,22,24
406,7,28.995,1:21.400,22,24
