,NO,STOP,race_id
0,3,1,19
1,5,1,19
2,7,1,19
3,8,2,19
4,11,1,19
5,18,1,19
6,19,1,19
7,20,1,19
8,26,1,19
9,27,1,19
10,31,1,19
11,33,2,19
12,44,1,19
13,55,1,19
14,77,1,19
15,94,1,19
