,NO,GAP,TIME,LAP,race_id
0,77,0,2:05.192,1,29
1,5,1.909,2:07.101,1,29
2,7,5.338,2:10.530,1,29
3,44,5.988,2:11.180,1,29
4,33,7.010,2:12.202,1,29
5,19,8.309,2:13.501,1,29
6,3,9.108,2:14.300,1,29
7,11,10.175,2:15.367,1,29
8,31,10.934,2:16.126,1,29
9,27,13.103,2:18.295,1,29
10,20,13.897,2:19.089,1,29
11,55,15.234,2:20.426,1,29
12,26,16.504,2:21.696,1,29
13,94,17.521,2:22.713,1,29
14,18,18.409,2:23.601,1,29
15,2,PIT,2:24.751,1,29
16,9,PIT,2:27.326,1,29
17,77,0,2:37.957,2,29
18,5,0.548,2:36.596,2,29
19,7,1.929,2:34.548,2,29
20,44,2.653,2:34.622,2,29
21,33,3.379,2:34.326,2,29
22,19,4.351,2:33.999,2,29
23,3,5.132,2:33.981,2,29
24,11,5.794,2:33.576,2,29
25,31,6.495,2:33.518,2,29
26,27,8.053,2:32.907,2,29
27,20,8.623,2:32.683,2,29
28,55,9.964,2:32.687,2,29
29,26,11.025,2:32.478,2,29
30,18,12.014,2:31.562,2,29
31,2,12.913,2:31.311,2,29
32,9,14.258,2:30.081,2,29
33,94,PIT,2:35.148,2,29
34,77,0,2:32.599,3,29
35,5,1.276,2:33.327,3,29
36,7,2.444,2:33.114,3,29
37,44,3.049,2:32.995,3,29
38,33,3.693,2:32.913,3,29
39,19,4.345,2:32.593,3,29
40,3,4.844,2:32.311,3,29
41,11,5.329,2:32.134,3,29
42,31,5.920,2:32.024,3,29
43,27,6.797,2:31.343,3,29
44,20,8.022,2:31.998,3,29
45,55,8.815,2:31.450,3,29
46,26,9.911,2:31.485,3,29
47,18,10.502,2:31.087,3,29
48,2,11.054,2:30.740,3,29
49,9,11.751,2:30.092,3,29
50,94,12.439,2:30.326,3,29
51,77,0,1:39.000,4,29
52,5,1.840,1:39.564,4,29
53,7,3.181,1:39.737,4,29
54,44,4.502,1:40.453,4,29
55,33,5.995,1:41.302,4,29
56,19,7.129,1:41.784,4,29
57,3,8.129,1:42.285,4,29
58,11,8.711,1:42.382,4,29
59,31,9.462,1:42.542,4,29
60,27,10.441,1:42.644,4,29
61,20,11.725,1:42.703,4,29
62,55,12.615,1:42.800,4,29
63,26,13.793,1:42.882,4,29
64,18,14.580,1:43.078,4,29
65,2,15.581,1:43.527,4,29
66,9,16.499,1:43.748,4,29
67,94,17.428,1:43.989,4,29
68,77,0,1:39.061,5,29
69,5,1.833,1:39.054,5,29
70,7,3.868,1:39.748,5,29
