,NO,STOP,race_id,year,race_in_year,track
0,2,1,23,2017,16,Austin
1,5,2,23,2017,16,Austin
2,7,1,23,2017,16,Austin
3,8,1,23,2017,16,Austin
4,9,1,23,2017,16,Austin
5,11,1,23,2017,16,Austin
6,18,2,23,2017,16,Austin
7,19,1,23,2017,16,Austin
8,20,2,23,2017,16,Austin
9,26,1,23,2017,16,Austin
10,31,1,23,2017,16,Austin
11,33,2,23,2017,16,Austin
12,39,2,23,2017,16,Austin
13,44,1,23,2017,16,Austin
14,55,1,23,2017,16,Austin
15,77,2,23,2017,16,Austin
