,NO,GAP,TIME,LAP,race_id
0,44,PIT,2:59.371,1,20
1,3,PIT,3:00.881,1,20
2,27,PIT,3:02.420,1,20
3,11,PIT,3:03.788,1,20
4,77,PIT,3:05.029,1,20
5,30,PIT,3:06.098,1,20
6,2,PIT,3:08.767,1,20
7,31,PIT,3:09.869,1,20
8,55,PIT,3:12.844,1,20
9,20,PIT,3:14.391,1,20
10,26,PIT,3:16.349,1,20
11,14,PIT,3:18.776,1,20
12,18,PIT,3:20.654,1,20
13,19,PIT,3:22.756,1,20
14,8,PIT,3:24.887,1,20
15,9,PIT,3:29.139,1,20
16,94,PIT,3:31.754,1,20
17,44,PIT,3:20.610,2,20
18,3,PIT,3:20.771,2,20
19,27,PIT,3:21.099,2,20
20,11,PIT,3:20.937,2,20
21,77,PIT,3:21.035,2,20
22,30,PIT,3:21.396,2,20
23,2,PIT,3:21.431,2,20
24,31,PIT,3:21.200,2,20
25,55,PIT,3:20.222,2,20
26,20,PIT,3:19.880,2,20
27,26,PIT,3:20.084,2,20
28,14,PIT,3:18.589,2,20
29,18,PIT,3:18.042,2,20
30,19,PIT,3:17.339,2,20
31,8,PIT,3:17.062,2,20
32,9,PIT,3:15.947,2,20
33,94,PIT,3:14.861,2,20
34,44,PIT,3:10.135,3,20
35,3,PIT,3:10.400,3,20
36,27,PIT,3:09.991,3,20
37,11,PIT,3:10.174,3,20
38,77,PIT,3:10.045,3,20
39,30,PIT,3:09.942,3,20
40,2,PIT,3:09.177,3,20
41,31,PIT,3:09.017,3,20
42,55,PIT,3:08.440,3,20
43,20,PIT,3:08.403,3,20
44,26,PIT,3:08.182,3,20
45,14,PIT,3:09.212,3,20
46,18,PIT,3:09.287,3,20
47,19,PIT,3:09.315,3,20
48,8,PIT,3:09.568,3,20
49,9,PIT,3:08.974,3,20
50,94,PIT,3:08.634,3,20
51,44,0,3:02.349,4,20
52,3,1.196,3:01.609,4,20
53,27,1.987,3:00.942,4,20
54,11,2.553,3:00.119,4,20
55,77,3.386,2:59.742,4,20
56,30,3.791,2:58.820,4,20
57,2,4.477,2:57.567,4,20
58,31,4.996,2:57.375,4,20
59,55,6.039,2:56.998,4,20
60,20,6.711,2:56.502,4,20
61,26,8.153,2:56.003,4,20
62,14,8.709,2:54.597,4,20
63,18,9.929,2:54.411,4,20
64,19,10.367,2:53.422,4,20
65,8,11.940,2:52.888,4,20
66,9,12.906,2:51.311,4,20
67,94,13.653,2:50.869,4,20
68,44,0,2:05.121,5,20
69,3,3.558,2:07.483,5,20
70,27,5.970,2:09.104,5,20
71,11,7.235,2:09.803,5,20
72,30,8.817,2:10.147,5,20
73,77,10.360,2:12.095,5,20
74,2,11.247,2:11.891,5,20
75,31,12.654,2:12.779,5,20
76,55,13.658,2:12.740,5,20
77,20,14.618,2:13.028,5,20
78,26,16.146,2:13.114,5,20
79,14,17.880,2:14.292,5,20
80,18,18.700,2:13.892,5,20
81,19,19.285,2:14.039,5,20
82,8,21.533,2:14.714,5,20
83,9,23.113,2:15.328,5,20
84,94,24.456,2:15.924,5,20
85,44,0,2:04.687,6,20
86,3,4.260,2:05.389,6,20
87,27,8.300,2:07.017,6,20
88,11,10.505,2:07.957,6,20
89,30,12.652,2:08.522,6,20
90,77,14.349,2:08.676,6,20
91,2,15.774,2:09.214,6,20
92,31,18.169,2:10.202,6,20
93,55,19.297,2:10.326,6,20
94,20,21.433,2:11.502,6,20
95,26,22.795,2:11.336,6,20
96,14,26.772,2:13.579,6,20
97,18,27.159,2:13.146,6,20
98,19,27.828,2:13.230,6,20
99,8,29.408,2:12.562,6,20
100,9,31.548,2:13.122,6,20
101,94,33.025,2:13.256,6,20
102,44,0,2:04.425,7,20
103,3,5.093,2:05.258,7,20
104,27,10.791,2:06.916,7,20
105,11,14.310,2:08.230,7,20
106,30,16.551,2:08.324,7,20
107,77,17.807,2:07.883,7,20
108,2,20.358,2:09.009,7,20
109,31,23.603,2:09.859,7,20
110,55,24.479,2:09.607,7,20
111,20,28.363,2:11.355,7,20
112,26,29.428,2:11.058,7,20
113,18,31.101,2:08.367,7,20
114,19,34.336,2:10.933,7,20
115,14,38.099,2:15.752,7,20
116,8,38.878,2:13.895,7,20
117,9,40.357,2:13.234,7,20
118,94,41.665,2:13.065,7,20
119,44,0,2:05.864,8,20
