,NO,STOP,race_id,year,race_in_year,track
0,3,5,5,2016,19,São Paulo
1,5,3,5,2016,19,São Paulo
2,6,2,5,2016,19,São Paulo
3,11,2,5,2016,19,São Paulo
4,12,2,5,2016,19,São Paulo
5,14,3,5,2016,19,São Paulo
6,20,4,5,2016,19,São Paulo
7,22,5,5,2016,19,São Paulo
8,26,4,5,2016,19,São Paulo
9,27,3,5,2016,19,São Paulo
10,31,2,5,2016,19,São Paulo
11,33,5,5,2016,19,São Paulo
12,44,2,5,2016,19,São Paulo
13,55,2,5,2016,19,São Paulo
14,77,4,5,2016,19,São Paulo
15,94,3,5,2016,19,São Paulo
