,NO,GAP,TIME,LAP,race_id
0,3,0,1:53.669,1,10
1,33,0.913,1:54.582,1,10
2,55,1.996,1:55.665,1,10
3,5,3.315,1:56.984,1,10
4,7,4.492,1:58.161,1,10
5,77,5.298,1:58.967,1,10
6,11,6.362,2:00.031,1,10
7,22,8.874,2:02.543,1,10
8,14,9.368,2:03.037,1,10
9,8,9.880,2:03.549,1,10
10,26,11.025,2:04.694,1,10
11,27,11.612,2:05.281,1,10
12,20,13.033,2:06.702,1,10
13,21,13.566,2:07.235,1,10
14,30,14.686,2:08.355,1,10
15,12,15.618,2:09.287,1,10
16,9,16.631,2:10.300,1,10
17,94,17.755,2:11.424,1,10
18,19,18.703,2:12.372,1,10
19,88,19.439,2:13.108,1,10
20,3,0,2:13.176,2,10
21,33,0.922,2:13.185,2,10
22,55,1.694,2:12.874,2,10
23,5,2.540,2:12.401,2,10
24,7,3.797,2:12.481,2,10
25,77,4.429,2:12.307,2,10
26,11,4.947,2:11.761,2,10
27,22,6.703,2:11.005,2,10
28,14,7.167,2:10.975,2,10
29,8,8.142,2:11.438,2,10
30,26,9.138,2:11.289,2,10
31,27,9.623,2:11.187,2,10
32,20,10.162,2:10.305,2,10
33,21,10.980,2:10.590,2,10
34,30,12.083,2:10.573,2,10
35,12,13.099,2:10.657,2,10
36,9,14.506,2:11.051,2,10
37,94,15.367,2:10.788,2,10
38,19,16.286,2:10.759,2,10
39,88,16.747,2:10.484,2,10
40,3,0,2:07.408,3,10
41,33,0.645,2:07.131,3,10
42,55,1.362,2:07.076,3,10
43,5,1.875,2:06.743,3,10
44,7,2.221,2:05.832,3,10
45,77,2.626,2:05.605,3,10
46,11,3.255,2:05.716,3,10
47,22,3.544,2:04.249,3,10
48,14,4.022,2:04.263,3,10
49,8,4.447,2:03.713,3,10
50,26,4.983,2:03.253,3,10
51,27,5.506,2:03.291,3,10
52,20,5.936,2:03.182,3,10
53,21,6.401,2:02.829,3,10
54,30,6.804,2:02.129,3,10
55,12,7.597,2:01.906,3,10
56,9,8.226,2:01.128,3,10
57,94,8.890,2:00.931,3,10
58,19,9.549,2:00.671,3,10
59,88,11.343,2:02.004,3,10
60,3,0,1:30.042,4,10
61,33,1.236,1:30.633,4,10
62,55,2.569,1:31.249,4,10
63,5,3.234,1:31.401,4,10
64,7,3.897,1:31.718,4,10
65,77,4.912,1:32.328,4,10
66,11,5.896,1:32.683,4,10
67,22,6.519,1:33.017,4,10
68,14,7.283,1:33.303,4,10
69,8,7.924,1:33.519,4,10
70,26,8.416,1:33.475,4,10
71,27,8.870,1:33.406,4,10
72,20,9.314,1:33.420,4,10
73,21,9.957,1:33.598,4,10
74,30,10.417,1:33.655,4,10
75,12,11.001,1:33.446,4,10
76,9,11.487,1:33.303,4,10
77,19,11.896,1:32.389,4,10
