,NO,STOP,race_id
0,3,4,25
1,5,4,25
2,7,4,25
3,8,4,25
4,9,4,25
5,10,4,25
6,11,4,25
7,14,4,25
8,18,5,25
9,19,4,25
10,27,4,25
11,33,5,25
12,44,4,25
13,55,4,25
14,77,4,25
15,94,3,25
