,NO,STOP,race_id,year,race_in_year,track
0,3,1,31,2017,5, Monte-Carlo
1,5,1,31,2017,5, Monte-Carlo
2,7,1,31,2017,5, Monte-Carlo
3,8,1,31,2017,5, Monte-Carlo
4,11,2,31,2017,5, Monte-Carlo
5,19,2,31,2017,5, Monte-Carlo
6,20,2,31,2017,5, Monte-Carlo
7,30,1,31,2017,5, Monte-Carlo
8,31,3,31,2017,5, Monte-Carlo
9,33,2,31,2017,5, Monte-Carlo
10,44,1,31,2017,5, Monte-Carlo
11,55,1,31,2017,5, Monte-Carlo
12,77,1,31,2017,5, Monte-Carlo
