,NO,STOP,race_id
0,3,2,11
1,5,2,11
2,8,2,11
3,11,2,11
4,14,2,11
5,19,2,11
6,21,2,11
7,22,2,11
8,27,2,11
9,44,1,11
10,55,2,11
11,77,3,11
12,88,3,11
13,94,1,11
