,NO,GAP,TIME,LAP,race_id
0,6,0,1:52.772,1,13
1,3,1.068,1:53.840,1,13
2,5,2.580,1:55.352,1,13
3,7,3.276,1:56.048,1,13
4,11,3.597,1:56.369,1,13
5,19,5.337,1:58.109,1,13
6,33,6.133,1:58.905,1,13
7,26,6.162,1:58.934,1,13
8,77,7.358,2:00.130,1,13
9,44,7.549,2:00.321,1,13
10,8,8.962,2:01.734,1,13
11,14,9.458,2:02.230,1,13
12,12,10.209,2:02.981,1,13
13,27,10.663,2:03.435,1,13
14,22,11.200,2:03.972,1,13
15,94,12.649,2:05.421,1,13
16,21,13.111,2:05.883,1,13
17,55,13.227,2:05.999,1,13
18,30,14.053,2:06.825,1,13
19,9,15.406,2:08.178,1,13
20,20,15.869,2:08.641,1,13
21,88,PIT,2:13.655,1,13
22,6,0,1:50.007,2,13
23,3,1.413,1:50.352,2,13
24,5,3.030,1:50.457,2,13
25,7,4.489,1:51.220,2,13
26,11,5.011,1:51.421,2,13
27,19,6.594,1:51.264,2,13
28,33,7.725,1:51.599,2,13
29,26,9.322,1:53.167,2,13
30,77,9.449,1:52.098,2,13
31,44,10.394,1:52.852,2,13
32,8,11.061,1:52.106,2,13
33,14,11.677,1:52.226,2,13
34,27,12.229,1:51.573,2,13
35,12,13.589,1:53.387,2,13
36,22,14.554,1:53.361,2,13
37,94,16.106,1:53.464,2,13
38,21,16.301,1:53.197,2,13
39,55,16.982,1:53.762,2,13
40,30,17.841,1:53.795,2,13
41,9,18.003,1:52.604,2,13
42,20,19.159,1:53.297,2,13
43,88,53.840,2:22.964,2,13
44,6,0,1:50.541,3,13
45,3,1.970,1:51.098,3,13
46,5,3.390,1:50.901,3,13
47,7,5.465,1:51.517,3,13
48,11,6.465,1:51.995,3,13
49,19,8.424,1:52.371,3,13
50,33,10.433,1:53.249,3,13
51,77,10.788,1:51.880,3,13
52,44,13.139,1:53.286,3,13
53,26,13.305,1:54.524,3,13
54,8,13.870,1:53.350,3,13
55,14,14.464,1:53.328,3,13
56,27,14.926,1:53.238,3,13
57,12,16.119,1:53.071,3,13
58,22,16.643,1:52.630,3,13
59,94,17.296,1:51.731,3,13
60,21,17.586,1:51.826,3,13
61,55,19.390,1:52.949,3,13
62,30,20.123,1:52.823,3,13
63,9,20.573,1:53.111,3,13
64,20,20.984,1:52.366,3,13
65,88,56.709,1:53.410,3,13
66,6,0,1:50.876,4,13
67,3,3.862,1:52.768,4,13
68,5,4.512,1:51.998,4,13
69,7,6.633,1:52.044,4,13
70,11,6.885,1:51.296,4,13
71,19,10.189,1:52.641,4,13
72,33,14.567,1:55.010,4,13
73,44,14.614,1:52.351,4,13
74,77,14.631,1:54.719,4,13
75,8,15.130,1:52.136,4,13
76,14,17.099,1:53.511,4,13
77,26,17.186,1:54.757,4,13
78,27,17.661,1:53.611,4,13
79,12,18.910,1:53.667,4,13
80,22,19.249,1:53.482,4,13
81,94,20.090,1:53.670,4,13
