,NO,STOP,race_id
0,3,2,1
1,5,2,1
2,6,2,1
3,7,2,1
4,8,2,1
5,9,3,1
6,11,2,1
7,12,2,1
8,14,2,1
9,19,2,1
10,20,2,1
11,21,2,1
12,26,2,1
13,27,2,1
14,30,2,1
15,33,2,1
16,44,2,1
17,55,2,1
18,77,2,1
19,88,1,1
20,94,2,1
