,NO,STOP,race_id,year,race_in_year,track
0,2,1,17,2017,10,Budapest
1,5,1,17,2017,10,Budapest
2,7,1,17,2017,10,Budapest
3,9,2,17,2017,10,Budapest
4,11,1,17,2017,10,Budapest
5,14,1,17,2017,10,Budapest
6,18,1,17,2017,10,Budapest
7,20,1,17,2017,10,Budapest
8,26,1,17,2017,10,Budapest
9,30,1,17,2017,10,Budapest
10,31,1,17,2017,10,Budapest
11,33,1,17,2017,10,Budapest
12,44,1,17,2017,10,Budapest
13,55,1,17,2017,10,Budapest
14,77,1,17,2017,10,Budapest
15,94,2,17,2017,10,Budapest
