,Unnamed: 0,NO,DRIVER,ENTRANT,LAP,TIME OF DAY,STOP,Unnamed: 6,DURATION,TOTAL TIME
0,0,5,S. VETTEL,Scuderia Ferrari,1,14:04:42,1,,19.097,19.097
1,1,77,V. BOTTAS,Mercedes AMG Petronas F1 Team,1,14:04:43,1,,18.717,18.717
2,2,7,K. RAIKKONEN,Scuderia Ferrari,1,14:04:45,1,,19.433,19.433
3,3,33,M. VERSTAPPEN,Red Bull Racing,1,14:04:47,1,,18.827,18.827
4,4,14,F. ALONSO,McLaren Honda,1,14:04:49,1,,18.487,18.487
5,5,19,F. MASSA,Williams Martini Racing,1,14:04:50,1,,18.238,18.238
6,6,11,S. PEREZ,Sahara Force India F1 Team,1,14:04:51,1,,18.417,18.417
7,7,27,N. HULKENBERG,Renault Sport F1 Team,1,14:04:52,1,,18.927,18.927
8,8,55,C. SAINZ,Renault Sport F1 Team,1,14:04:54,1,,19.208,19.208
9,9,10,P. GASLY,Scuderia Toro Rosso,1,14:04:55,1,,19.430,19.430
10,10,9,M. ERICSSON,Sauber F1 Team,1,14:04:58,1,,19.603,19.603
11,11,28,B. HARTLEY,Scuderia Toro Rosso,1,14:04:59,1,,19.936,19.936
12,12,18,L. STROLL,Williams Martini Racing,1,14:05:00,1,,20.146,20.146
13,13,94,P. WEHRLEIN,Sauber F1 Team,1,14:05:01,1,,26.439,26.439
14,14,8,R. GROSJEAN,Haas F1 Team,1,14:05:02,1,,25.845,25.845
15,15,44,L. HAMILTON,Mercedes AMG Petronas F1 Team,1,14:05:05,1,,19.377,19.377
16,16,3,D. RICCIARDO,Red Bull Racing,1,14:05:06,1,,25.946,25.946
17,17,5,S. VETTEL,Scuderia Ferrari,2,14:07:01,2,,17.817,36.914
18,18,77,V. BOTTAS,Mercedes AMG Petronas F1 Team,2,14:07:03,2,,17.827,36.544
19,19,7,K. RAIKKONEN,Scuderia Ferrari,2,14:07:05,2,,18.027,37.460
20,20,33,M. VERSTAPPEN,Red Bull Racing,2,14:07:06,2,,17.913,36.740
21,21,14,F. ALONSO,McLaren Honda,2,14:07:08,2,,17.770,36.257
22,22,19,F. MASSA,Williams Martini Racing,2,14:07:09,2,,17.736,35.974
23,23,11,S. PEREZ,Sahara Force India F1 Team,2,14:07:10,2,,17.959,36.376
24,24,27,N. HULKENBERG,Renault Sport F1 Team,2,14:07:11,2,,18.549,37.476
25,25,55,C. SAINZ,Renault Sport F1 Team,2,14:07:13,2,,18.604,37.812
26,26,10,P. GASLY,Scuderia Toro Rosso,2,14:07:14,2,,18.855,38.285
28,28,9,M. ERICSSON,Sauber F1 Team,2,14:07:16,2,,19.250,38.853
29,29,28,B. HARTLEY,Scuderia Toro Rosso,2,14:07:17,2,,19.439,39.375
30,30,18,L. STROLL,Williams Martini Racing,2,14:07:18,2,,19.270,39.416
31,31,44,L. HAMILTON,Mercedes AMG Petronas F1 Team,2,14:07:19,2,,19.237,38.614
32,32,94,P. WEHRLEIN,Sauber F1 Team,2,14:07:20,2,,19.160,45.599
33,33,8,R. GROSJEAN,Haas F1 Team,2,14:07:22,2,,18.860,44.705
34,34,3,D. RICCIARDO,Red Bull Racing,2,14:07:23,2,,17.929,43.875
35,35,5,S. VETTEL,Scuderia Ferrari,3,14:09:13,3,,17.842,54.756
36,36,77,V. BOTTAS,Mercedes AMG Petronas F1 Team,3,14:09:15,3,,17.784,54.328
37,37,7,K. RAIKKONEN,Scuderia Ferrari,3,14:09:16,3,,18.290,55.750
38,38,33,M. VERSTAPPEN,Red Bull Racing,3,14:09:17,3,,18.017,54.757
39,39,14,F. ALONSO,McLaren Honda,3,14:09:19,3,,17.716,53.973
40,40,19,F. MASSA,Williams Martini Racing,3,14:09:20,3,,17.745,53.719
41,41,11,S. PEREZ,Sahara Force India F1 Team,3,14:09:21,3,,17.822,54.198
42,42,27,N. HULKENBERG,Renault Sport F1 Team,3,14:09:23,3,,18.052,55.528
43,43,55,C. SAINZ,Renault Sport F1 Team,3,14:09:25,3,,18.347,56.159
44,44,10,P. GASLY,Scuderia Toro Rosso,3,14:09:26,3,,18.207,56.492
45,45,9,M. ERICSSON,Sauber F1 Team,3,14:09:28,3,,17.802,56.655
46,46,28,B. HARTLEY,Scuderia Toro Rosso,3,14:09:29,3,,17.738,57.113
47,47,18,L. STROLL,Williams Martini Racing,3,14:09:31,3,,17.925,57.341
48,48,44,L. HAMILTON,Mercedes AMG Petronas F1 Team,3,14:09:32,3,,18.725,57.339
49,49,94,P. WEHRLEIN,Sauber F1 Team,3,14:09:33,3,,18.764,1:04.363
50,50,8,R. GROSJEAN,Haas F1 Team,3,14:09:34,3,,18.456,1:03.161
51,51,3,D. RICCIARDO,Red Bull Racing,3,14:09:35,3,,18.129,1:02.004
52,52,77,V. BOTTAS,Mercedes AMG Petronas F1 Team,27,14:40:23,4,,23.064,1:17.392
53,53,19,F. MASSA,Williams Martini Racing,27,14:40:48,4,,23.275,1:16.994
54,54,28,B. HARTLEY,Scuderia Toro Rosso,27,14:41:13,4,,23.830,1:20.943
56,56,5,S. VETTEL,Scuderia Ferrari,28,14:41:36,4,,22.736,1:17.492
57,57,33,M. VERSTAPPEN,Red Bull Racing,28,14:41:48,4,,23.180,1:17.937
58,58,14,F. ALONSO,McLaren Honda,28,14:42:03,4,,23.342,1:17.315
59,59,18,L. STROLL,Williams Martini Racing,28,14:42:27,4,,22.486,1:19.827
60,60,7,K. RAIKKONEN,Scuderia Ferrari,29,14:42:56,4,,23.170,1:18.920
61,61,27,N. HULKENBERG,Renault Sport F1 Team,30,14:44:43,4,,24.054,1:19.582
62,62,55,C. SAINZ,Renault Sport F1 Team,31,14:46:03,4,,23.550,1:19.709
63,63,11,S. PEREZ,Sahara Force India F1 Team,35,14:50:51,4,,23.275,1:17.473
64,64,44,L. HAMILTON,Mercedes AMG Petronas F1 Team,43,15:00:16,4,,23.121,1:20.460
65,65,3,D. RICCIARDO,Red Bull Racing,43,15:00:36,4,,23.484,1:25.488
66,66,10,P. GASLY,Scuderia Toro Rosso,44,15:02:35,4,,23.748,1:20.240
67,67,9,M. ERICSSON,Sauber F1 Team,44,15:02:43,4,,24.164,1:20.819
68,68,8,R. GROSJEAN,Haas F1 Team,48,15:08:02,4,,34.438,1:37.599
69,69,33,M. VERSTAPPEN,Red Bull Racing,62,15:23:42,5,,22.644,1:40.581
70,70,18,L. STROLL,Williams Martini Racing,67,15:32:18,5,,24.756,1:44.583
