,NO,GAP,TIME,LAP,race_id
0,44,0,1:42.307,1,21
1,33,0.818,1:43.125,1,21
2,77,1.922,1:44.229,1,21
3,3,2.959,1:45.266,1,21
4,2,3.794,1:46.101,1,21
5,11,5.066,1:47.373,1,21
6,31,5.773,1:48.080,1,21
7,18,6.196,1:48.503,1,21
8,19,6.545,1:48.852,1,21
9,20,7.592,1:49.899,1,21
10,14,8.227,1:50.534,1,21
11,27,8.275,1:50.582,1,21
12,5,8.829,1:51.136,1,21
13,30,8.982,1:51.289,1,21
14,55,9.235,1:51.542,1,21
15,10,9.808,1:52.115,1,21
16,94,10.594,1:52.901,1,21
17,9,10.911,1:53.218,1,21
18,8,11.259,1:53.566,1,21
19,44,0,1:37.867,2,21
20,33,0.743,1:37.792,2,21
21,77,2.777,1:38.722,2,21
22,3,3.413,1:38.321,2,21
23,2,5.036,1:39.109,2,21
24,11,6.339,1:39.140,2,21
25,18,8.396,1:40.067,2,21
26,19,9.114,1:40.436,2,21
27,20,9.889,1:40.164,2,21
28,14,10.605,1:40.245,2,21
29,31,PIT,1:43.233,2,21
30,5,11.225,1:40.263,2,21
31,27,11.725,1:41.317,2,21
32,30,12.355,1:41.240,2,21
33,55,13.082,1:41.714,2,21
34,10,13.742,1:41.801,2,21
35,94,14.622,1:41.895,2,21
36,8,14.738,1:41.346,2,21
37,9,15.785,1:42.741,2,21
38,44,0,1:37.387,3,21
39,33,0.418,1:37.062,3,21
40,77,4.185,1:38.795,3,21
41,3,4.487,1:38.461,3,21
42,2,6.488,1:38.839,3,21
43,11,7.615,1:38.663,3,21
44,18,9.832,1:38.823,3,21
45,19,10.905,1:39.178,3,21
46,20,11.772,1:39.270,3,21
47,14,12.400,1:39.182,3,21
48,5,13.144,1:39.306,3,21
49,27,13.888,1:39.550,3,21
50,30,14.440,1:39.472,3,21
51,55,15.653,1:39.958,3,21
52,10,16.050,1:39.695,3,21
53,8,16.715,1:39.364,3,21
54,94,18.378,1:41.143,3,21
55,9,18.821,1:40.423,3,21
56,31,30.315,1:56.563,3,21
57,33,0,1:37.202,4,21
58,44,0.686,1:38.306,4,21
59,77,4.911,1:38.346,4,21
60,3,5.463,1:38.596,4,21
61,2,7.612,1:38.744,4,21
62,11,8.433,1:38.438,4,21
63,18,10.881,1:38.669,4,21
64,19,12.085,1:38.800,4,21
65,20,12.997,1:38.845,4,21
66,14,13.694,1:38.914,4,21
67,5,14.182,1:38.658,4,21
68,27,14.913,1:38.645,4,21
69,30,15.871,1:39.051,4,21
70,55,16.870,1:38.837,4,21
71,10,17.833,1:39.403,4,21
72,8,18.304,1:39.209,4,21
73,94,21.205,1:40.447,4,21
74,9,22.038,1:40.837,4,21
75,31,30.388,1:37.693,4,21
76,33,0,1:36.867,5,21
77,44,1.305,1:37.486,5,21
78,77,5.914,1:37.870,5,21
79,3,6.764,1:38.168,5,21
80,2,9.494,1:38.749,5,21
81,11,10.608,1:39.042,5,21
82,18,13.017,1:39.003,5,21
83,19,14.317,1:39.099,5,21
84,20,15.117,1:38.987,5,21
85,14,15.929,1:39.102,5,21
86,5,16.811,1:39.496,5,21
87,27,17.175,1:39.129,5,21
88,30,18.499,1:39.495,5,21
89,55,19.443,1:39.440,5,21
90,10,20.646,1:39.680,5,21
91,8,21.598,1:40.161,5,21
92,94,24.109,1:39.771,5,21
93,9,25.380,1:40.209,5,21
94,31,31.511,1:37.990,5,21
95,33,0,1:36.937,6,21
96,44,2.091,1:37.723,6,21
97,77,6.930,1:37.953,6,21
98,3,7.651,1:37.824,6,21
99,2,11.506,1:38.949,6,21
100,11,12.475,1:38.804,6,21
101,18,14.930,1:38.850,6,21
102,19,16.318,1:38.938,6,21
103,20,17.700,1:39.520,6,21
104,14,18.017,1:39.025,6,21
105,5,18.843,1:38.969,6,21
106,27,19.773,1:39.535,6,21
107,30,20.940,1:39.378,6,21
108,55,21.665,1:39.159,6,21
109,10,23.156,1:39.447,6,21
110,8,23.948,1:39.287,6,21
111,94,27.288,1:40.116,6,21
112,9,28.999,1:40.556,6,21
113,31,33.041,1:38.467,6,21
114,33,0,1:36.863,7,21
115,44,2.430,1:37.202,7,21
116,77,8.173,1:38.106,7,21
117,3,8.737,1:37.949,7,21
118,2,13.583,1:38.940,7,21
119,11,14.215,1:38.603,7,21
120,18,17.027,1:38.960,7,21
121,19,18.511,1:39.056,7,21
122,20,20.403,1:39.566,7,21
123,14,20.935,1:39.781,7,21
124,5,21.619,1:39.639,7,21
125,27,22.294,1:39.384,7,21
126,30,23.197,1:39.120,7,21
127,55,24.091,1:39.289,7,21
128,10,25.581,1:39.288,7,21
129,8,26.557,1:39.472,7,21
130,94,30.436,1:40.011,7,21
131,9,32.520,1:40.384,7,21
132,31,34.350,1:38.172,7,21
133,33,0,1:36.661,8,21
134,44,2.824,1:37.055,8,21
135,77,9.858,1:38.346,8,21
136,3,10.321,1:38.245,8,21
137,11,16.157,1:38.603,8,21
138,2,17.203,1:40.281,8,21
139,18,19.430,1:39.064,8,21
140,19,20.787,1:38.937,8,21
141,20,22.975,1:39.233,8,21
142,5,23.859,1:38.901,8,21
143,14,24.125,1:39.851,8,21
144,27,24.935,1:39.302,8,21
145,30,25.823,1:39.287,8,21
146,55,26.742,1:39.312,8,21
147,10,28.002,1:39.082,8,21
148,8,29.507,1:39.611,8,21
149,94,33.713,1:39.938,8,21
150,31,36.486,1:38.797,8,21
151,9,36.983,1:41.124,8,21
152,33,0,1:36.824,9,21
153,44,3.172,1:37.172,9,21
154,3,11.322,1:37.825,9,21
155,77,13.300,1:40.266,9,21
156,11,17.506,1:38.173,9,21
157,2,19.231,1:38.852,9,21
158,18,21.368,1:38.762,9,21
159,19,22.972,1:39.009,9,21
160,5,25.213,1:38.178,9,21
161,20,25.488,1:39.337,9,21
162,14,26.958,1:39.657,9,21
163,30,28.305,1:39.306,9,21
164,55,29.325,1:39.407,9,21
165,10,30.178,1:39.000,9,21
166,27,PIT,1:42.753,9,21
167,8,32.243,1:39.560,9,21
168,94,36.667,1:39.778,9,21
169,31,38.072,1:38.410,9,21
170,9,40.565,1:40.406,9,21
171,33,0,1:36.714,10,21
172,44,4.100,1:37.642,10,21
173,3,11.388,1:36.780,10,21
174,77,15.119,1:38.533,10,21
175,11,18.835,1:38.043,10,21
176,2,21.386,1:38.869,10,21
177,18,23.595,1:38.941,10,21
178,19,25.390,1:39.132,10,21
179,5,26.432,1:37.933,10,21
180,14,29.514,1:39.270,10,21
181,30,30.451,1:38.860,10,21
182,20,PIT,1:42.917,10,21
183,55,31.804,1:39.193,10,21
184,10,32.465,1:39.001,10,21
185,8,34.739,1:39.210,10,21
186,94,40.145,1:40.192,10,21
187,31,40.465,1:39.107,10,21
188,9,44.306,1:40.455,10,21
189,27,50.718,1:56.568,10,21
190,33,0,1:36.474,11,21
191,44,5.107,1:37.481,11,21
192,3,11.736,1:36.822,11,21
193,77,16.991,1:38.346,11,21
194,11,20.125,1:37.764,11,21
195,2,24.285,1:39.373,11,21
196,18,26.172,1:39.051,11,21
197,5,28.254,1:38.296,11,21
198,19,PIT,1:42.348,11,21
199,14,32.153,1:39.113,11,21
200,30,33.403,1:39.426,11,21
201,55,34.387,1:39.057,11,21
202,10,35.436,1:39.445,11,21
203,8,PIT,1:43.216,11,21
204,31,42.491,1:38.500,11,21
205,94,44.391,1:40.720,11,21
206,9,47.929,1:40.097,11,21
207,20,51.852,1:56.635,11,21
208,27,52.604,1:38.360,11,21
209,33,0,1:36.246,12,21
210,44,5.710,1:36.849,12,21
211,3,12.060,1:36.570,12,21
212,77,19.063,1:38.318,12,21
213,11,21.726,1:37.847,12,21
214,2,27.102,1:39.063,12,21
215,5,29.112,1:37.104,12,21
216,18,PIT,1:42.262,12,21
