,NO,STOP,race_id,year,race_in_year,track
0,3,2,9,2016,3,Sochi
1,6,1,9,2016,3,Sochi
2,7,1,9,2016,3,Sochi
3,8,1,9,2016,3,Sochi
4,9,2,9,2016,3,Sochi
5,11,2,9,2016,3,Sochi
6,12,1,9,2016,3,Sochi
7,14,1,9,2016,3,Sochi
8,20,1,9,2016,3,Sochi
9,21,2,9,2016,3,Sochi
10,22,1,9,2016,3,Sochi
11,26,2,9,2016,3,Sochi
12,30,1,9,2016,3,Sochi
13,44,1,9,2016,3,Sochi
14,55,1,9,2016,3,Sochi
15,77,1,9,2016,3,Sochi
16,94,2,9,2016,3,Sochi
