,NO,STOP,race_id,year,race_in_year,track
0,2,4,32,2017,7,Baku
1,3,4,32,2017,7,Baku
2,5,4,32,2017,7,Baku
3,8,5,32,2017,7,Baku
4,9,3,32,2017,7,Baku
5,14,3,32,2017,7,Baku
6,18,3,32,2017,7,Baku
7,20,3,32,2017,7,Baku
8,31,4,32,2017,7,Baku
9,44,4,32,2017,7,Baku
10,55,3,32,2017,7,Baku
11,77,4,32,2017,7,Baku
12,94,5,32,2017,7,Baku
