,NO,STOP,race_id
0,2,1,23
1,5,2,23
2,7,1,23
3,8,1,23
4,9,1,23
5,11,1,23
6,18,2,23
7,19,1,23
8,20,2,23
9,26,1,23
10,31,1,23
11,33,2,23
12,39,2,23
13,44,1,23
14,55,1,23
15,77,2,23
