,NO,GAP,TIME,LAP,race_id
0,44,0,1:36.359,1,22
1,33,1.492,1:37.851,1,22
2,5,3.135,1:39.494,1,22
3,31,3.369,1:39.728,1,22
4,3,3.539,1:39.898,1,22
5,77,3.940,1:40.299,1,22
6,11,4.633,1:40.992,1,22
7,19,4.997,1:41.356,1,22
8,27,5.763,1:42.122,1,22
9,20,6.542,1:42.901,1,22
10,18,7.280,1:43.639,1,22
11,10,8.139,1:44.498,1,22
12,8,8.277,1:44.636,1,22
13,30,9.206,1:45.565,1,22
14,7,9.361,1:45.720,1,22
15,9,9.858,1:46.217,1,22
16,14,10.332,1:46.691,1,22
17,2,10.755,1:47.114,1,22
18,94,12.981,1:49.340,1,22
19,44,0,2:02.807,2,22
20,33,1.729,2:03.044,2,22
21,31,3.218,2:02.656,2,22
22,3,3.772,2:03.040,2,22
23,77,5.107,2:03.974,2,22
24,5,6.785,2:06.457,2,22
25,11,7.618,2:05.792,2,22
26,19,9.417,2:07.227,2,22
27,27,10.086,2:07.130,2,22
28,20,10.690,2:06.955,2,22
29,18,11.949,2:07.476,2,22
30,8,13.256,2:07.786,2,22
31,10,13.904,2:08.572,2,22
32,7,15.464,2:08.910,2,22
33,30,16.306,2:09.907,2,22
34,9,18.676,2:11.625,2,22
35,14,19.962,2:12.437,2,22
36,2,22.105,2:14.157,2,22
37,94,PIT,2:15.431,2,22
38,44,0,2:32.782,3,22
39,33,0.604,2:31.657,3,22
40,31,1.214,2:30.778,3,22
41,3,1.687,2:30.697,3,22
42,77,2.032,2:29.707,3,22
43,5,2.708,2:28.705,3,22
44,11,3.024,2:28.188,3,22
45,19,3.302,2:26.667,3,22
46,27,3.623,2:26.319,3,22
47,20,4.057,2:26.149,3,22
48,18,4.410,2:25.243,3,22
49,8,4.730,2:24.256,3,22
50,10,5.132,2:24.010,3,22
51,7,5.647,2:22.965,3,22
52,30,6.175,2:22.651,3,22
53,9,6.783,2:20.889,3,22
54,14,7.015,2:19.835,3,22
55,2,7.575,2:18.252,3,22
56,94,PIT,2:18.222,3,22
57,44,0,1:35.024,4,22
58,33,1.463,1:35.883,4,22
59,31,2.754,1:36.564,4,22
60,3,3.323,1:36.660,4,22
61,77,4.037,1:37.029,4,22
62,11,4.811,1:36.811,4,22
63,19,6.360,1:38.082,4,22
64,27,7.563,1:38.964,4,22
65,20,8.031,1:38.998,4,22
66,8,9.183,1:39.477,4,22
67,7,9.501,1:38.878,4,22
68,10,10.753,1:40.645,4,22
69,30,11.315,1:40.164,4,22
70,9,11.536,1:39.777,4,22
71,5,PIT,1:43.903,4,22
72,14,11.985,1:39.994,4,22
73,2,13.122,1:40.571,4,22
74,18,PIT,1:46.020,4,22
75,94,35.107,1:59.086,4,22
76,44,0,1:35.338,5,22
77,33,1.340,1:35.215,5,22
78,31,3.967,1:36.551,5,22
79,3,4.710,1:36.725,5,22
80,77,5.699,1:37.000,5,22
81,11,6.551,1:37.078,5,22
82,19,7.874,1:36.852,5,22
83,27,9.254,1:37.029,5,22
84,7,10.583,1:36.420,5,22
85,20,11.055,1:38.362,5,22
86,8,12.055,1:38.210,5,22
87,10,13.294,1:37.879,5,22
88,30,14.501,1:38.524,5,22
89,9,15.664,1:39.466,5,22
90,14,16.342,1:39.695,5,22
91,2,17.186,1:39.402,5,22
92,18,35.739,1:55.671,5,22
93,94,38.398,1:38.629,5,22
94,44,0,1:35.327,6,22
95,33,1.265,1:35.252,6,22
96,31,4.742,1:36.102,6,22
