,NO,STOP,race_id,year,race_in_year,track
0,3,4,27,2017,1,Shanghai
1,5,5,27,2017,1,Shanghai
2,7,4,27,2017,1,Shanghai
3,8,5,27,2017,1,Shanghai
4,9,4,27,2017,1,Shanghai
5,11,5,27,2017,1,Shanghai
6,19,6,27,2017,1,Shanghai
7,20,5,27,2017,1,Shanghai
8,27,5,27,2017,1,Shanghai
9,30,4,27,2017,1,Shanghai
10,31,5,27,2017,1,Shanghai
11,33,4,27,2017,1,Shanghai
12,44,4,27,2017,1,Shanghai
13,55,4,27,2017,1,Shanghai
14,77,4,27,2017,1,Shanghai
