,NO,STOP,race_id,year,race_in_year,track
0,3,2,30,2017,4,Catalunya
1,5,2,30,2017,4,Catalunya
2,8,2,30,2017,4,Catalunya
3,9,2,30,2017,4,Catalunya
4,11,2,30,2017,4,Catalunya
5,14,3,30,2017,4,Catalunya
6,18,2,30,2017,4,Catalunya
7,19,3,30,2017,4,Catalunya
8,20,3,30,2017,4,Catalunya
9,26,2,30,2017,4,Catalunya
10,27,2,30,2017,4,Catalunya
11,30,3,30,2017,4,Catalunya
12,31,2,30,2017,4,Catalunya
13,44,2,30,2017,4,Catalunya
14,55,2,30,2017,4,Catalunya
15,94,1,30,2017,4,Catalunya
