,NO,GAP,TIME,LAP,race_id
0,44,0,1:48.108,1,7
1,6,0.632,1:48.740,1,7
2,7,1.420,1:49.528,1,7
3,3,2.376,1:50.484,1,7
4,5,2.967,1:51.075,1,7
5,11,5.193,1:53.301,1,7
6,27,5.497,1:53.605,1,7
7,14,6.374,1:54.482,1,7
8,19,7.023,1:55.131,1,7
9,77,7.471,1:55.579,1,7
10,30,8.008,1:56.116,1,7
11,22,8.824,1:56.932,1,7
12,26,9.366,1:57.474,1,7
13,12,9.955,1:58.063,1,7
14,8,10.373,1:58.481,1,7
15,21,10.801,1:58.909,1,7
16,31,11.900,2:00.008,1,7
17,9,12.407,2:00.515,1,7
18,33,12.733,2:00.841,1,7
19,55,13.566,2:01.674,1,7
20,94,13.996,2:02.104,1,7
21,20,PIT,2:05.231,1,7
22,44,0,1:46.846,2,7
23,6,0.768,1:46.982,2,7
24,7,1.776,1:47.202,2,7
25,3,2.609,1:47.079,2,7
26,5,3.296,1:47.175,2,7
27,27,5.774,1:47.123,2,7
28,11,6.678,1:48.331,2,7
29,14,8.149,1:48.621,2,7
30,19,9.228,1:49.051,2,7
31,77,9.791,1:49.166,2,7
32,30,10.470,1:49.308,2,7
33,22,11.581,1:49.603,2,7
34,26,12.320,1:49.800,2,7
35,12,13.265,1:50.156,2,7
36,8,13.721,1:50.194,2,7
37,33,14.252,1:48.365,2,7
38,21,14.539,1:50.584,2,7
39,31,15.878,1:50.824,2,7
40,55,17.473,1:50.753,2,7
41,94,18.363,1:51.213,2,7
42,9,19.120,1:53.559,2,7
43,20,43.744,2:13.467,2,7
44,44,0,1:46.339,3,7
45,6,0.823,1:46.394,3,7
46,7,1.916,1:46.479,3,7
47,3,2.855,1:46.585,3,7
48,5,3.474,1:46.517,3,7
49,27,6.232,1:46.797,3,7
50,11,7.140,1:46.801,3,7
51,14,9.943,1:48.133,3,7
52,77,11.338,1:47.886,3,7
53,19,12.133,1:49.244,3,7
54,30,12.905,1:48.774,3,7
55,22,14.204,1:48.962,3,7
56,26,15.232,1:49.251,3,7
57,12,16.137,1:49.211,3,7
58,33,16.509,1:48.596,3,7
59,21,17.474,1:49.274,3,7
60,8,18.416,1:51.034,3,7
61,31,19.398,1:49.859,3,7
62,55,20.091,1:48.957,3,7
63,94,20.840,1:48.816,3,7
64,9,22.227,1:49.446,3,7
65,20,46.149,1:48.744,3,7
66,44,0,1:46.292,4,7
67,6,1.050,1:46.519,4,7
68,7,2.282,1:46.658,4,7
69,3,3.274,1:46.711,4,7
70,5,4.104,1:46.922,4,7
71,27,6.889,1:46.949,4,7
72,11,7.951,1:47.103,4,7
73,14,11.656,1:48.005,4,7
74,77,12.883,1:47.837,4,7
75,19,13.855,1:48.014,4,7
76,30,15.166,1:48.553,4,7
77,22,16.665,1:48.753,4,7
78,26,17.908,1:48.968,4,7
79,33,18.346,1:48.129,4,7
80,12,19.600,1:49.755,4,7
81,21,20.257,1:49.075,4,7
82,8,21.075,1:48.951,4,7
83,31,22.350,1:49.244,4,7
84,55,22.986,1:49.187,4,7
85,94,23.718,1:49.170,4,7
