,NO,STOP,race_id
0,3,3,0
1,5,3,0
2,6,2,0
3,8,1,0
4,11,2,0
5,12,2,0
6,19,2,0
7,20,3,0
8,22,3,0
9,27,2,0
10,30,2,0
11,33,3,0
12,44,2,0
13,55,3,0
14,77,2,0
15,94,3,0
