,NO,GAP,TIME,LAP,race_id
0,44,0,1:52.331,1,18
1,5,0.952,1:53.283,1,18
2,77,2.090,1:54.421,1,18
3,7,2.564,1:54.895,1,18
4,33,3.309,1:55.640,1,18
5,3,3.947,1:56.278,1,18
6,27,5.260,1:57.591,1,18
7,14,5.363,1:57.694,1,18
8,31,6.066,1:58.397,1,18
9,20,6.639,1:58.970,1,18
10,11,7.161,1:59.492,1,18
11,8,7.937,2:00.268,1,18
12,30,8.661,2:00.992,1,18
13,19,9.487,2:01.818,1,18
14,18,9.648,2:01.979,1,18
15,55,9.970,2:02.301,1,18
16,26,10.749,2:03.080,1,18
17,2,11.331,2:03.662,1,18
18,9,11.885,2:04.216,1,18
19,94,17.093,2:09.424,1,18
20,44,0,1:50.618,2,18
21,5,0.947,1:50.613,2,18
22,77,2.643,1:51.171,2,18
23,7,3.319,1:51.373,2,18
24,33,4.365,1:51.674,2,18
25,3,5.553,1:52.224,2,18
26,14,8.629,1:53.884,2,18
27,27,9.146,1:54.504,2,18
28,31,9.906,1:54.458,2,18
29,20,10.828,1:54.807,2,18
30,11,11.157,1:54.614,2,18
31,8,11.941,1:54.622,2,18
32,30,12.479,1:54.436,2,18
33,19,13.255,1:54.386,2,18
34,55,13.751,1:54.399,2,18
35,18,14.239,1:55.209,2,18
36,26,14.876,1:54.745,2,18
37,2,15.493,1:54.780,2,18
38,9,16.476,1:55.209,2,18
39,94,PIT,2:12.885,2,18
40,44,0,1:50.328,3,18
41,5,1.069,1:50.450,3,18
42,77,3.061,1:50.746,3,18
43,7,4.156,1:51.165,3,18
44,33,5.369,1:51.332,3,18
45,3,6.766,1:51.541,3,18
46,27,10.435,1:51.617,3,18
47,14,12.234,1:53.933,3,18
48,31,13.138,1:53.560,3,18
49,11,13.956,1:53.127,3,18
50,20,15.084,1:54.584,3,18
51,8,15.407,1:53.794,3,18
52,30,16.503,1:54.352,3,18
53,19,17.132,1:54.205,3,18
54,55,17.821,1:54.398,3,18
55,18,18.240,1:54.329,3,18
56,26,19.010,1:54.462,3,18
57,2,19.620,1:54.455,3,18
58,9,20.676,1:54.528,3,18
59,44,0,1:49.926,4,18
60,5,1.582,1:50.439,4,18
61,77,4.133,1:50.998,4,18
62,7,5.301,1:51.071,4,18
63,33,6.807,1:51.364,4,18
64,3,8.336,1:51.496,4,18
65,27,12.595,1:52.086,4,18
66,31,15.708,1:52.496,4,18
67,14,16.986,1:54.678,4,18
68,11,17.685,1:53.655,4,18
69,8,18.847,1:53.366,4,18
70,20,20.236,1:55.078,4,18
71,30,21.112,1:54.535,4,18
72,19,21.362,1:54.156,4,18
73,55,22.035,1:54.140,4,18
74,18,22.819,1:54.505,4,18
75,26,23.492,1:54.408,4,18
76,2,23.962,1:54.268,4,18
77,9,25.196,1:54.446,4,18
78,44,0,1:49.961,5,18
79,5,1.625,1:50.004,5,18
80,77,4.571,1:50.399,5,18
81,7,6.217,1:50.877,5,18
82,33,7.868,1:51.022,5,18
83,3,9.642,1:51.267,5,18
84,27,14.494,1:51.860,5,18
85,31,18.086,1:52.339,5,18
86,11,19.746,1:52.022,5,18
87,14,21.341,1:54.316,5,18
88,8,22.051,1:53.165,5,18
89,20,23.511,1:53.236,5,18
90,19,24.864,1:53.463,5,18
91,30,26.108,1:54.957,5,18
92,55,26.684,1:54.610,5,18
93,18,27.238,1:54.380,5,18
94,26,27.990,1:54.459,5,18
95,2,28.556,1:54.555,5,18
96,9,29.718,1:54.483,5,18
97,44,0,1:49.990,6,18
98,5,1.722,1:50.087,6,18
99,77,4.994,1:50.413,6,18
100,7,7.187,1:50.960,6,18
101,33,8.983,1:51.105,6,18
102,3,10.940,1:51.288,6,18
103,27,16.314,1:51.810,6,18
104,31,20.202,1:52.106,6,18
105,11,21.782,1:52.026,6,18
106,8,24.108,1:52.047,6,18
107,14,25.346,1:53.995,6,18
108,20,26.955,1:53.434,6,18
109,19,27.867,1:52.993,6,18
110,30,29.768,1:53.650,6,18
111,55,30.331,1:53.637,6,18
112,18,31.157,1:53.909,6,18
113,26,32.310,1:54.310,6,18
114,2,33.053,1:54.487,6,18
115,9,34.784,1:55.056,6,18
116,44,0,1:50.164,7,18
117,5,1.691,1:50.133,7,18
118,77,5.199,1:50.369,7,18
119,7,7.984,1:50.961,7,18
120,33,10.014,1:51.195,7,18
121,3,12.172,1:51.396,7,18
122,27,18.105,1:51.955,7,18
123,31,22.408,1:52.370,7,18
124,11,23.835,1:52.217,7,18
125,8,26.400,1:52.456,7,18
126,14,28.313,1:53.131,7,18
127,20,29.941,1:53.150,7,18
128,19,30.936,1:53.233,7,18
129,55,32.476,1:52.309,7,18
130,30,33.823,1:54.219,7,18
131,18,34.705,1:53.712,7,18
132,26,36.099,1:53.953,7,18
133,2,36.871,1:53.982,7,18
134,9,39.170,1:54.550,7,18
135,44,0,1:50.045,8,18
136,5,1.662,1:50.016,8,18
137,77,5.630,1:50.476,8,18
138,7,9.030,1:51.091,8,18
139,3,13.709,1:51.582,8,18
140,27,20.391,1:52.331,8,18
141,31,25.018,1:52.655,8,18
142,11,26.274,1:52.484,8,18
143,8,28.866,1:52.511,8,18
144,14,31.768,1:53.500,8,18
145,20,33.667,1:53.771,8,18
146,19,34.246,1:53.355,8,18
147,55,35.244,1:52.813,8,18
148,18,38.214,1:53.554,8,18
149,26,39.657,1:53.603,8,18
150,2,40.462,1:53.636,8,18
151,30,PIT,1:57.777,8,18
152,9,PIT,1:58.698,8,18
153,44,0,1:50.611,9,18
154,5,1.652,1:50.601,9,18
155,77,6.359,1:51.340,9,18
156,7,9.452,1:51.033,9,18
157,3,15.619,1:52.521,9,18
158,27,22.079,1:52.299,9,18
159,31,27.665,1:53.258,9,18
160,11,28.595,1:52.932,9,18
161,8,31.123,1:52.868,9,18
162,14,34.564,1:53.407,9,18
163,19,37.312,1:53.677,9,18
164,55,38.077,1:53.444,9,18
165,20,PIT,1:57.871,9,18
166,26,42.239,1:53.193,9,18
167,2,43.471,1:53.620,9,18
168,18,PIT,1:57.181,9,18
169,30,59.224,2:08.280,9,18
170,9,64.815,2:07.603,9,18
171,44,0,1:49.958,10,18
172,5,1.605,1:49.911,10,18
173,77,7.362,1:50.961,10,18
174,7,10.662,1:51.168,10,18
175,3,16.994,1:51.333,10,18
176,27,24.589,1:52.468,10,18
177,11,31.844,1:53.207,10,18
178,31,PIT,1:57.210,10,18
179,8,PIT,1:56.600,10,18
180,19,40.288,1:52.934,10,18
181,55,41.170,1:53.051,10,18
182,14,PIT,1:57.835,10,18
183,26,45.227,1:52.946,10,18
184,2,46.686,1:53.173,10,18
185,20,55.609,2:04.640,10,18
186,30,60.441,1:51.175,10,18
187,18,61.789,2:06.963,10,18
188,9,67.806,1:52.949,10,18
189,44,0,1:50.149,11,18
190,5,1.773,1:50.317,11,18
191,77,7.943,1:50.730,11,18
192,7,11.546,1:51.033,11,18
193,3,17.924,1:51.079,11,18
194,27,PIT,1:56.448,11,18
195,11,34.057,1:52.362,11,18
196,55,44.029,1:53.008,11,18
197,19,PIT,1:57.281,11,18
198,26,48.341,1:53.263,11,18
199,2,49.876,1:53.339,11,18
200,31,50.196,2:05.428,11,18
201,8,51.966,2:04.350,11,18
202,20,56.809,1:51.349,11,18
203,14,58.797,2:06.505,11,18
204,30,62.011,1:51.719,11,18
205,18,63.019,1:51.379,11,18
206,9,71.227,1:53.570,11,18
207,5,0,1:50.264,12,18
208,44,PIT,1:54.585,12,18
209,77,6.695,1:50.789,12,18
210,7,10.577,1:51.068,12,18
211,3,16.880,1:50.993,12,18
212,11,PIT,1:56.333,12,18
213,55,44.359,1:52.367,12,18
214,27,44.937,2:06.086,12,18
215,26,48.966,1:52.662,12,18
216,31,49.523,1:51.364,12,18
217,2,51.394,1:53.555,12,18
218,8,51.782,1:51.853,12,18
219,20,56.385,1:51.613,12,18
220,14,58.480,1:51.720,12,18
221,19,59.953,2:04.570,12,18
222,30,62.068,1:52.094,12,18
223,18,62.938,1:51.956,12,18
224,9,72.332,1:53.142,12,18
225,5,0,1:50.022,13,18
226,77,PIT,1:54.847,13,18
227,7,11.916,1:51.361,13,18
228,44,14.872,2:02.346,13,18
229,3,17.881,1:51.023,13,18
230,27,45.942,1:51.027,13,18
231,55,48.020,1:53.683,13,18
232,31,50.554,1:51.053,13,18
233,26,52.494,1:53.550,13,18
234,8,53.117,1:51.357,13,18
235,11,53.433,2:05.102,13,18
236,2,55.872,1:54.500,13,18
237,20,58.441,1:52.078,13,18
238,14,60.197,1:51.739,13,18
239,19,61.162,1:51.231,13,18
240,30,63.869,1:51.823,13,18
241,18,64.794,1:51.878,13,18
242,9,76.175,1:53.865,13,18
243,5,PIT,1:54.088,14,18
244,7,9.593,1:51.765,14,18
245,44,10.198,1:49.414,14,18
246,3,PIT,1:55.119,14,18
247,77,20.160,2:02.728,14,18
248,27,43.218,1:51.364,14,18
249,55,46.494,1:52.562,14,18
250,31,47.676,1:51.210,14,18
251,11,50.133,1:50.788,14,18
252,8,51.734,1:52.705,14,18
253,26,53.004,1:54.598,14,18
254,2,54.988,1:53.204,14,18
255,20,56.478,1:52.125,14,18
256,14,58.458,1:52.349,14,18
257,19,59.494,1:52.420,14,18
258,30,61.713,1:51.932,14,18
259,18,62.505,1:51.799,14,18
260,9,75.218,1:53.131,14,18
261,44,0,1:50.380,15,18
262,5,2.095,2:02.673,15,18
263,7,PIT,1:56.635,15,18
264,77,8.258,1:48.676,15,18
265,3,21.317,2:02.983,15,18
266,27,33.820,1:51.180,15,18
267,55,38.126,1:52.210,15,18
268,31,38.802,1:51.704,15,18
269,11,40.064,1:50.509,15,18
270,8,42.945,1:51.789,15,18
271,26,45.204,1:52.778,15,18
272,2,47.369,1:52.959,15,18
273,20,48.431,1:52.531,15,18
274,19,50.387,1:51.471,15,18
275,14,51.427,1:53.547,15,18
276,30,53.154,1:52.019,15,18
277,18,54.115,1:52.188,15,18
278,9,68.635,1:53.995,15,18
279,44,0,1:50.303,16,18
280,5,0.949,1:49.157,16,18
281,77,6.785,1:48.830,16,18
282,7,17.879,2:02.532,16,18
283,3,20.011,1:48.997,16,18
284,27,34.488,1:50.971,16,18
285,31,39.549,1:51.050,16,18
286,55,41.694,1:53.871,16,18
287,11,41.858,1:52.097,16,18
288,8,44.496,1:51.854,16,18
289,26,48.127,1:53.226,16,18
290,20,49.979,1:51.851,16,18
291,2,51.305,1:54.239,16,18
292,19,52.090,1:52.006,16,18
293,14,53.712,1:52.588,16,18
294,30,55.523,1:52.672,16,18
295,18,56.246,1:52.434,16,18
296,9,73.042,1:54.710,16,18
297,44,0,1:48.920,17,18
298,5,0.946,1:48.917,17,18
299,77,6.699,1:48.834,17,18
300,3,20.396,1:49.305,17,18
301,7,PIT,1:53.461,17,18
302,27,36.307,1:50.739,17,18
303,31,41.749,1:51.120,17,18
304,11,43.643,1:50.705,17,18
305,55,45.666,1:52.892,17,18
306,8,47.070,1:51.494,17,18
307,26,52.145,1:52.938,17,18
308,20,53.405,1:52.346,17,18
309,19,54.495,1:51.325,17,18
310,2,56.346,1:53.961,17,18
311,14,57.492,1:52.700,17,18
312,30,58.925,1:52.322,17,18
313,18,59.829,1:52.503,17,18
314,9,77.911,1:53.789,17,18
315,44,0,1:48.677,18,18
316,5,1.507,1:49.238,18,18
317,77,7.542,1:49.520,18,18
318,3,21.391,1:49.672,18,18
319,27,38.637,1:51.007,18,18
320,31,44.246,1:51.174,18,18
321,7,44.662,2:10.919,18,18
322,11,46.603,1:51.637,18,18
323,55,50.083,1:53.094,18,18
324,8,50.845,1:52.452,18,18
325,20,57.160,1:52.432,18,18
326,19,57.987,1:52.169,18,18
327,26,PIT,1:56.795,18,18
328,14,61.544,1:52.729,18,18
329,30,62.842,1:52.594,18,18
330,18,63.456,1:52.304,18,18
331,2,PIT,1:57.369,18,18
332,9,82.968,1:53.734,18,18
333,44,0,1:49.333,19,18
334,5,1.309,1:49.135,19,18
335,77,7.254,1:49.045,19,18
336,3,21.534,1:49.476,19,18
337,27,40.443,1:51.139,19,18
338,7,46.339,1:51.010,19,18
339,31,47.012,1:52.099,19,18
340,11,48.372,1:51.102,19,18
341,8,54.988,1:53.476,19,18
342,55,PIT,1:58.180,19,18
343,20,59.539,1:51.712,19,18
344,19,60.602,1:51.948,19,18
345,14,64.736,1:52.525,19,18
346,30,66.072,1:52.563,19,18
347,18,67.714,1:53.591,19,18
348,26,74.880,2:03.950,19,18
349,2,86.366,2:10.661,19,18
350,9,88.469,1:54.834,19,18
351,44,0,1:49.290,20,18
352,5,1.269,1:49.250,20,18
353,77,7.140,1:49.176,20,18
354,3,21.539,1:49.295,20,18
355,27,42.215,1:51.062,20,18
356,7,46.874,1:49.825,20,18
357,31,49.499,1:51.777,20,18
358,11,50.451,1:51.369,20,18
359,8,57.225,1:51.527,20,18
360,20,61.947,1:51.698,20,18
361,19,62.863,1:51.551,20,18
362,14,67.660,1:52.214,20,18
363,30,69.077,1:52.295,20,18
364,18,70.954,1:52.530,20,18
365,55,74.793,2:05.153,20,18
366,26,76.460,1:50.870,20,18
367,2,87.719,1:50.643,20,18
368,9,92.759,1:53.580,20,18
369,44,0,1:48.974,21,18
370,5,1.378,1:49.083,21,18
371,77,7.407,1:49.241,21,18
372,3,21.713,1:49.148,21,18
373,27,44.103,1:50.862,21,18
374,7,47.651,1:49.751,21,18
375,31,51.737,1:51.212,21,18
376,11,54.236,1:52.759,21,18
377,8,59.546,1:51.295,21,18
378,20,64.940,1:51.967,21,18
379,19,66.010,1:52.121,21,18
380,14,71.022,1:52.336,21,18
381,30,72.348,1:52.245,21,18
382,18,74.094,1:52.114,21,18
383,55,76.421,1:50.602,21,18
384,26,78.445,1:50.959,21,18
385,2,90.074,1:51.329,21,18
386,9,97.354,1:53.569,21,18
387,44,0,1:49.054,22,18
388,5,1.741,1:49.417,22,18
389,77,7.419,1:49.066,22,18
390,44,0,1:49.201,23,18
391,5,1.739,1:49.199,23,18
392,77,6.834,1:48.616,23,18
393,3,22.102,1:49.346,23,18
394,27,48.152,1:50.945,23,18
395,7,49.294,1:50.308,23,18
396,31,55.870,1:51.051,23,18
397,11,57.722,1:50.671,23,18
398,8,63.627,1:50.949,23,18
399,20,69.022,1:50.993,23,18
400,19,71.215,1:51.598,23,18
401,14,77.297,1:52.240,23,18
402,30,78.321,1:51.844,23,18
403,18,79.972,1:51.995,23,18
404,55,80.455,1:51.223,23,18
405,26,82.982,1:51.458,23,18
406,2,94.728,1:51.395,23,18
407,44,0,1:49.286,24,18
408,9,PIT,1:57.558,24,18
409,5,1.391,1:48.938,24,18
410,77,6.750,1:49.202,24,18
411,3,21.864,1:49.048,24,18
412,27,49.788,1:50.922,24,18
413,7,50.411,1:50.403,24,18
414,31,57.798,1:51.214,24,18
415,11,59.278,1:50.842,24,18
416,8,65.366,1:51.025,24,18
417,20,71.000,1:51.264,24,18
418,19,73.311,1:51.382,24,18
419,14,82.230,1:54.219,24,18
420,55,83.025,1:51.856,24,18
421,30,84.926,1:55.891,24,18
422,18,85.377,1:54.691,24,18
423,26,85.959,1:52.263,24,18
424,2,96.828,1:51.386,24,18
425,44,0,1:49.010,25,18
426,5,1.610,1:49.229,25,18
427,77,7.247,1:49.507,25,18
428,9,1 LAP,2:05.540,25,18
429,3,22.159,1:49.305,25,18
430,7,50.351,1:48.950,25,18
431,27,52.427,1:51.649,25,18
432,31,59.729,1:50.941,25,18
433,11,PIT,1:55.327,25,18
434,8,67.440,1:51.084,25,18
435,20,73.027,1:51.037,25,18
436,19,75.560,1:51.259,25,18
437,55,84.282,1:50.267,25,18
438,18,88.233,1:51.866,25,18
439,30,89.528,1:53.612,25,18
440,26,90.081,1:53.132,25,18
441,2,99.075,1:51.257,25,18
442,14,PIT,2:14.670,25,18
443,44,0,1:49.092,26,18
444,5,1.738,1:49.220,26,18
445,77,7.405,1:49.250,26,18
446,9,1 LAP,1:50.775,26,18
447,44,0,1:49.154,27,18
448,5,1.882,1:49.298,27,18
449,77,7.577,1:49.326,27,18
450,9,1 LAP,1:51.380,27,18
451,31,PIT,1:55.696,27,18
452,44,0,1:49.144,28,18
453,5,1.908,1:49.170,28,18
454,77,7.792,1:49.359,28,18
455,9,1 LAP,1:53.226,28,18
456,44,0,1:49.131,29,18
457,5,1.953,1:49.176,29,18
458,77,8.588,1:49.927,29,18
459,9,1 LAP,1:51.773,29,18
460,7,PIT,1:54.229,29,18
461,27,PIT,2:01.909,29,18
462,8,PIT,2:07.366,29,18
463,19,PIT,2:10.789,29,18
464,31,PIT,2:13.355,29,18
465,55,PIT,2:13.556,29,18
466,18,PIT,2:18.547,29,18
467,11,PIT,2:39.505,29,18
468,44,PIT,2:22.440,30,18
469,5,PIT,2:20.929,30,18
470,77,PIT,2:26.536,30,18
471,3,PIT,2:28.584,30,18
472,9,PIT,2:31.798,30,18
473,20,PIT,2:37.773,30,18
474,26,PIT,2:34.360,30,18
475,30,PIT,2:35.803,30,18
476,2,PIT,2:35.103,30,18
477,44,0,2:53.863,31,18
478,5,1.327,2:54.748,31,18
479,77,2.634,2:43.813,31,18
480,9,1 LAP,2:43.045,31,18
481,44,0,3:19.349,32,18
