,NO,GAP,TIME,LAP,race_id
0,44,0,1:48.752,1,27
1,5,1.367,1:50.119,1,27
2,77,3.164,1:51.916,1,27
3,3,4.545,1:53.297,1,27
4,7,5.174,1:53.926,1,27
5,26,7.069,1:55.821,1,27
6,33,7.512,1:56.264,1,27
7,14,8.396,1:57.148,1,27
8,19,9.406,1:58.158,1,27
9,11,10.058,1:58.810,1,27
10,27,PIT,1:59.357,1,27
11,20,11.076,1:59.828,1,27
12,9,11.628,2:00.380,1,27
13,31,12.283,2:01.035,1,27
14,8,13.092,2:01.844,1,27
15,2,13.312,2:02.064,1,27
16,36,13.657,2:02.409,1,27
17,55,18.090,2:06.842,1,27
18,30,19.509,2:08.261,1,27
19,44,0,2:17.879,2,27
20,5,PIT,2:19.426,2,27
21,77,4.398,2:19.113,2,27
22,3,6.610,2:19.944,2,27
23,7,7.738,2:20.443,2,27
24,33,10.789,2:21.156,2,27
25,26,PIT,2:24.303,2,27
26,14,PIT,2:25.244,2,27
27,19,PIT,2:27.030,2,27
28,11,PIT,2:27.389,2,27
29,20,PIT,2:27.371,2,27
30,9,PIT,2:27.836,2,27
31,31,PIT,2:30.660,2,27
32,55,27.381,2:27.170,2,27
33,8,PIT,2:32.739,2,27
34,36,PIT,2:33.078,2,27
35,2,PIT,2:33.882,2,27
36,30,31.985,2:30.355,2,27
37,27,53.266,3:00.540,2,27
38,44,0,2:24.702,3,27
39,77,4.710,2:25.014,3,27
40,3,5.403,2:23.495,3,27
41,7,6.557,2:23.521,3,27
42,33,10.388,2:24.301,3,27
43,5,17.896,2:39.684,3,27
44,55,23.607,2:20.928,3,27
45,31,27.365,2:27.003,3,27
46,14,27.423,2:36.364,3,27
47,26,27.814,2:39.023,3,27
48,19,29.268,2:35.413,3,27
49,11,29.784,2:34.918,3,27
50,20,31.225,2:35.359,3,27
51,30,34.644,2:27.361,3,27
52,2,36.807,2:32.194,3,27
53,9,39.307,2:42.424,3,27
54,36,40.305,2:36.151,3,27
55,27,40.505,2:11.941,3,27
56,8,42.406,2:39.156,3,27
57,44,PIT,2:10.924,4,27
58,77,PIT,2:15.382,4,27
59,3,PIT,2:17.708,4,27
60,7,PIT,2:17.618,4,27
61,33,PIT,2:16.147,4,27
62,5,PIT,2:19.999,4,27
63,55,PIT,2:26.801,4,27
64,31,PIT,2:24.979,4,27
65,14,PIT,2:30.670,4,27
66,26,PIT,2:34.871,4,27
67,19,PIT,2:34.431,4,27
68,11,PIT,2:34.376,4,27
69,20,PIT,2:34.920,4,27
70,30,PIT,2:34.369,4,27
71,2,PIT,2:34.524,4,27
72,27,PIT,2:33.456,4,27
73,9,PIT,2:38.104,4,27
74,8,PIT,2:43.386,4,27
75,44,PIT,3:00.642,5,27
76,3,PIT,2:49.381,5,27
77,7,PIT,2:57.431,5,27
78,33,PIT,2:55.563,5,27
79,77,PIT,3:03.210,5,27
