,NO,STOP,race_id
0,2,2,29
1,5,1,29
2,7,1,29
3,9,2,29
4,11,1,29
5,18,1,29
6,19,2,29
7,20,1,29
8,26,1,29
9,33,1,29
10,44,1,29
11,55,1,29
12,77,1,29
13,94,2,29
