,NO,STOP,race_id,year,race_in_year,track
0,2,1,24,2017,17,Mexico City
1,5,2,24,2017,17,Mexico City
2,7,1,24,2017,17,Mexico City
3,8,2,24,2017,17,Mexico City
4,11,2,24,2017,17,Mexico City
5,14,1,24,2017,17,Mexico City
6,18,1,24,2017,17,Mexico City
7,19,1,24,2017,17,Mexico City
8,20,1,24,2017,17,Mexico City
9,31,1,24,2017,17,Mexico City
10,33,1,24,2017,17,Mexico City
11,44,2,24,2017,17,Mexico City
12,77,1,24,2017,17,Mexico City
13,94,1,24,2017,17,Mexico City
