,NO,STOP,race_id,year,race_in_year,track
0,3,3,6,2016,1,Sakhir
1,6,3,6,2016,1,Sakhir
2,7,3,6,2016,1,Sakhir
3,8,3,6,2016,1,Sakhir
4,9,2,6,2016,1,Sakhir
5,11,3,6,2016,1,Sakhir
6,12,3,6,2016,1,Sakhir
7,19,2,6,2016,1,Sakhir
8,20,3,6,2016,1,Sakhir
9,26,3,6,2016,1,Sakhir
10,27,4,6,2016,1,Sakhir
11,33,3,6,2016,1,Sakhir
12,44,3,6,2016,1,Sakhir
13,47,3,6,2016,1,Sakhir
14,77,3,6,2016,1,Sakhir
15,88,3,6,2016,1,Sakhir
16,94,3,6,2016,1,Sakhir
