,NO,GAP,TIME,LAP,race_id
0,5,PIT,1:52.494,1,25
1,77,PIT,1:53.660,1,25
2,7,PIT,1:55.614,1,25
3,33,PIT,1:56.575,1,25
4,14,PIT,1:58.369,1,25
5,19,PIT,1:59.487,1,25
6,11,PIT,2:01.133,1,25
7,27,PIT,2:02.710,1,25
8,55,PIT,2:04.058,1,25
9,10,PIT,2:06.060,1,25
10,9,PIT,2:08.622,1,25
11,28,PIT,2:09.705,1,25
12,18,PIT,2:10.945,1,25
13,94,PIT,2:11.703,1,25
14,8,PIT,2:12.823,1,25
15,44,PIT,2:14.928,1,25
16,3,PIT,2:16.146,1,25
17,5,PIT,2:18.392,2,25
18,77,PIT,2:18.940,2,25
19,7,PIT,2:19.111,2,25
20,33,PIT,2:18.955,2,25
21,14,PIT,2:18.727,2,25
22,19,PIT,2:18.600,2,25
23,11,PIT,2:18.040,2,25
24,27,PIT,2:17.762,2,25
25,55,PIT,2:18.977,2,25
26,10,PIT,2:18.443,2,25
27,9,PIT,2:17.861,2,25
28,28,PIT,2:17.971,2,25
29,18,PIT,2:17.844,2,25
30,44,PIT,2:14.734,2,25
31,94,PIT,2:18.697,2,25
32,8,PIT,2:18.974,2,25
33,3,PIT,2:16.740,2,25
34,5,PIT,2:11.713,3,25
35,77,PIT,2:11.684,3,25
36,7,PIT,2:11.629,3,25
37,33,PIT,2:11.505,3,25
38,14,PIT,2:11.228,3,25
39,19,PIT,2:11.250,3,25
40,11,PIT,2:11.657,3,25
41,27,PIT,2:11.913,3,25
42,55,PIT,2:11.660,3,25
43,10,PIT,2:11.147,3,25
44,9,PIT,2:11.131,3,25
45,28,PIT,2:11.072,3,25
46,18,PIT,2:11.595,3,25
47,44,PIT,2:11.693,3,25
48,94,PIT,2:11.950,3,25
49,8,PIT,2:11.837,3,25
50,3,PIT,2:12.136,3,25
51,5,0,1:59.419,4,25
52,77,1.177,1:58.911,4,25
53,7,1.903,1:57.567,4,25
54,33,2.858,1:57.841,4,25
55,14,4.681,1:58.375,4,25
56,19,6.210,1:58.891,4,25
57,11,7.592,1:58.780,4,25
58,27,8.923,1:58.556,4,25
59,55,11.896,1:59.219,4,25
