,Unnamed: 0,NO,DRIVER,ENTRANT,LAP,TIME OF DAY,STOP,Unnamed: 6,DURATION,TOTAL TIME
0,0,77,V. BOTTAS,Williams Martini Racing,1,14:06:03,1,,27.098,27.098
1,1,3,D. RICCIARDO,Red Bull Racing,8,14:17:32,1,,23.956,23.956
2,2,7,K. RAIKKONEN,Scuderia Ferrari,8,14:17:35,1,,23.989,23.989
3,3,33,M. VERSTAPPEN,Red Bull Racing,9,14:19:21,1,,23.489,23.489
4,4,6,N. ROSBERG,Mercedes AMG Petronas F1 Team,10,14:21:02,1,,23.526,23.526
5,5,22,J. BUTTON,McLaren Honda,10,14:21:28,1,,23.613,23.613
6,6,8,R. GROSJEAN,Haas F1 Team,10,14:21:30,1,,24.523,24.523
7,7,11,S. PEREZ,Sahara Force India F1 Team,10,14:21:31,1,,23.350,23.350
8,8,44,L. HAMILTON,Mercedes AMG Petronas F1 Team,11,14:22:40,1,,23.601,23.601
9,9,19,F. MASSA,Williams Martini Racing,11,14:23:03,1,,24.093,24.093
10,10,55,C. SAINZ,Scuderia Toro Rosso,11,14:23:06,1,,24.778,24.778
11,11,14,F. ALONSO,McLaren Honda,11,14:23:10,1,,23.683,23.683
12,12,21,E. GUTIERREZ,Haas F1 Team,13,14:27:00,1,,24.470,24.470
13,13,20,K. MAGNUSSEN,Renault Sport F1 Team,13,14:27:04,1,,24.310,24.310
14,14,94,P. WEHRLEIN,Manor Racing MRT,13,14:27:10,1,,26.059,26.059
15,15,5,S. VETTEL,Scuderia Ferrari,14,14:28:08,1,,24.433,24.433
16,16,30,J. PALMER,Renault Sport F1 Team,15,14:30:43,1,,24.071,24.071
17,17,9,M. ERICSSON,Sauber F1 Team,17,14:34:12,1,,25.229,25.229
18,18,31,E. OCON,Manor Racing MRT,17,14:34:34,1,,25.216,25.216
19,19,77,V. BOTTAS,Williams Martini Racing,20,14:40:06,2,,25.222,52.320
20,20,26,D. KVYAT,Scuderia Toro Rosso,21,14:41:16,1,,37.837,37.837
21,21,7,K. RAIKKONEN,Scuderia Ferrari,24,14:45:43,2,,23.845,47.834
22,22,3,D. RICCIARDO,Red Bull Racing,25,14:47:19,2,,23.534,47.490
23,23,33,M. VERSTAPPEN,Red Bull Racing,26,14:49:08,2,,36.112,59.601
24,24,30,J. PALMER,Renault Sport F1 Team,26,14:50:20,2,,24.766,48.837
25,25,31,E. OCON,Manor Racing MRT,26,14:50:59,2,,27.532,52.748
26,26,11,S. PEREZ,Sahara Force India F1 Team,27,14:51:47,2,,24.467,47.817
28,28,8,R. GROSJEAN,Haas F1 Team,27,14:51:52,2,,26.056,50.579
29,29,20,K. MAGNUSSEN,Renault Sport F1 Team,27,14:52:06,2,,24.103,48.413
30,30,22,J. BUTTON,McLaren Honda,28,14:53:32,2,,25.635,49.248
31,31,5,S. VETTEL,Scuderia Ferrari,29,14:54:23,2,,23.812,48.245
32,32,19,F. MASSA,Williams Martini Racing,29,14:54:55,2,,23.903,47.996
33,33,12,F. NASR,Sauber F1 Team,29,14:55:54,1,,24.244,24.244
34,34,55,C. SAINZ,Scuderia Toro Rosso,30,14:56:49,2,,24.281,49.059
35,35,14,F. ALONSO,McLaren Honda,30,14:56:57,2,,25.300,48.983
36,36,44,L. HAMILTON,Mercedes AMG Petronas F1 Team,31,14:57:50,2,,23.575,47.176
37,37,94,P. WEHRLEIN,Manor Racing MRT,30,14:58:04,2,,25.182,51.241
38,38,6,N. ROSBERG,Mercedes AMG Petronas F1 Team,31,14:58:05,2,,24.149,47.675
39,39,7,K. RAIKKONEN,Scuderia Ferrari,38,15:11:09,3,,25.384,1:13.218
40,40,20,K. MAGNUSSEN,Renault Sport F1 Team,43,15:21:37,3,,23.898,1:12.311
41,41,31,E. OCON,Manor Racing MRT,44,15:24:27,3,,24.665,1:17.413
42,42,5,S. VETTEL,Scuderia Ferrari,53,15:37:10,3,,24.156,1:12.401
43,43,19,F. MASSA,Williams Martini Racing,54,15:39:55,3,,23.464,1:11.460
