,NO,GAP,TIME,LAP,race_id
0,44,0,2:14.120,1,5
1,6,1.354,2:15.474,1,5
2,7,3.380,2:17.500,1,5
3,33,5.397,2:19.517,1,5
4,5,7.849,2:21.969,1,5
5,3,9.410,2:23.530,1,5
6,27,11.098,2:25.218,1,5
7,11,13.480,2:27.600,1,5
8,14,14.339,2:28.459,1,5
9,77,17.030,2:31.150,1,5
10,21,18.103,2:32.223,1,5
11,19,19.559,2:33.679,1,5
12,26,21.424,2:35.544,1,5
13,55,23.003,2:37.123,1,5
14,30,24.477,2:38.597,1,5
15,22,26.512,2:40.632,1,5
16,20,27.363,2:41.483,1,5
17,94,28.865,2:42.985,1,5
18,9,30.418,2:44.538,1,5
19,12,32.546,2:46.666,1,5
20,31,33.367,2:47.487,1,5
21,44,0,2:03.432,2,5
22,6,1.430,2:03.508,2,5
23,7,3.293,2:03.345,2,5
24,33,3.936,2:01.971,2,5
25,5,4.975,2:00.558,2,5
26,3,5.837,1:59.859,2,5
27,27,9.398,2:01.732,2,5
28,11,10.801,2:00.753,2,5
29,14,11.369,2:00.462,2,5
30,77,13.021,1:59.423,2,5
31,21,13.952,1:59.281,2,5
32,19,16.457,2:00.330,2,5
33,26,18.998,2:01.006,2,5
34,55,20.409,2:00.838,2,5
35,30,21.523,2:00.478,2,5
36,22,23.737,2:00.657,2,5
37,20,24.445,2:00.514,2,5
38,94,27.011,2:01.578,2,5
39,9,28.532,2:01.546,2,5
40,12,30.073,2:00.959,2,5
41,31,31.506,2:01.571,2,5
42,44,0,2:01.303,3,5
43,6,0.327,2:00.200,3,5
44,7,3.050,2:01.060,3,5
45,33,3.498,2:00.865,3,5
46,5,6.575,2:02.903,3,5
47,3,7.356,2:02.822,3,5
48,27,8.754,2:00.659,3,5
49,11,10.971,2:01.473,3,5
50,14,11.393,2:01.327,3,5
51,77,13.901,2:02.183,3,5
52,21,14.451,2:01.802,3,5
53,19,17.001,2:01.847,3,5
54,26,19.394,2:01.699,3,5
55,55,20.526,2:01.420,3,5
56,30,21.370,2:01.150,3,5
57,22,23.437,2:01.003,3,5
58,20,24.279,2:01.137,3,5
59,94,26.214,2:00.506,3,5
60,9,28.088,2:00.859,3,5
61,12,29.825,2:01.055,3,5
62,31,31.000,2:00.797,3,5
63,44,0,2:01.153,4,5
64,6,0.695,2:01.521,4,5
65,7,2.334,2:00.437,4,5
66,33,3.140,2:00.795,4,5
67,5,5.071,1:59.649,4,5
68,3,6.458,2:00.255,4,5
69,27,7.682,2:00.081,4,5
70,11,9.814,1:59.996,4,5
71,14,10.576,2:00.336,4,5
72,77,12.318,1:59.570,4,5
73,21,13.344,2:00.046,4,5
74,19,15.515,1:59.667,4,5
75,26,17.697,1:59.456,4,5
76,55,19.637,2:00.264,4,5
77,30,20.967,2:00.750,4,5
78,22,22.818,2:00.534,4,5
79,20,24.574,2:01.448,4,5
80,94,26.636,2:01.575,4,5
81,9,27.438,2:00.503,4,5
82,12,29.783,2:01.111,4,5
83,31,31.204,2:01.357,4,5
84,44,0,1:59.555,5,5
85,6,0.952,1:59.812,5,5
86,7,2.410,1:59.631,5,5
