,Unnamed: 0,NO,DRIVER,ENTRANT,LAP,TIME OF DAY,STOP,Unnamed: 6,DURATION,TOTAL TIME
0,0,18,L. STROLL,Williams Martini Racing,8,18:16:59,1,,24.915,24.915
1,1,5,S. VETTEL,Scuderia Ferrari,10,18:19:52,1,,24.702,24.702
2,2,33,M. VERSTAPPEN,Red Bull Racing,11,18:21:30,1,,25.174,25.174
3,3,31,E. OCON,Sahara Force India F1 Team,11,18:21:47,1,,24.664,24.664
4,4,94,P. WEHRLEIN,Sauber F1 Team,11,18:21:59,1,,26.542,26.542
5,5,7,K. RAIKKONEN,Scuderia Ferrari,12,18:23:10,1,,26.430,26.430
6,6,8,R. GROSJEAN,Haas F1 Team,12,18:23:23,1,,25.075,25.075
7,7,55,C. SAINZ,Scuderia Toro Rosso,12,18:23:26,1,,25.001,25.001
8,8,77,V. BOTTAS,Mercedes AMG Petronas F1 Team,13,18:24:52,1,,28.368,28.368
9,9,44,L. HAMILTON,Mercedes AMG Petronas F1 Team,13,18:24:59,1,,30.687,30.687
10,10,3,D. RICCIARDO,Red Bull Racing,13,18:24:59,1,,25.312,25.312
11,11,19,F. MASSA,Williams Martini Racing,13,18:25:06,1,,25.704,25.704
12,12,27,N. HULKENBERG,Renault Sport F1 Team,13,18:25:13,1,,26.634,26.634
13,13,11,S. PEREZ,Sahara Force India F1 Team,13,18:25:24,1,,24.332,24.332
14,14,30,J. PALMER,Renault Sport F1 Team,13,18:25:31,1,,27.466,27.466
15,15,14,F. ALONSO,McLaren Honda,13,18:25:31,1,,24.922,24.922
16,16,26,D. KVYAT,Scuderia Toro Rosso,13,18:25:35,1,,25.204,25.204
17,17,77,V. BOTTAS,Mercedes AMG Petronas F1 Team,30,18:54:49,2,,24.540,52.908
18,18,8,R. GROSJEAN,Haas F1 Team,31,18:56:52,2,,24.965,50.040
19,19,5,S. VETTEL,Scuderia Ferrari,33,18:59:27,2,,24.314,49.016
20,20,9,M. ERICSSON,Sauber F1 Team,33,19:00:33,1,,25.576,25.576
21,21,11,S. PEREZ,Sahara Force India F1 Team,36,19:04:49,2,,24.630,48.962
22,22,27,N. HULKENBERG,Renault Sport F1 Team,36,19:04:58,2,,25.135,51.769
23,23,14,F. ALONSO,McLaren Honda,36,19:05:15,2,,24.723,49.645
24,24,7,K. RAIKKONEN,Scuderia Ferrari,37,19:06:10,2,,25.856,52.286
25,25,19,F. MASSA,Williams Martini Racing,37,19:06:22,2,,24.240,49.944
26,26,31,E. OCON,Sahara Force India F1 Team,37,19:06:38,2,,24.505,49.169
28,28,30,J. PALMER,Renault Sport F1 Team,37,19:06:55,2,,26.420,53.886
29,29,3,D. RICCIARDO,Red Bull Racing,39,19:09:27,2,,25.200,50.512
30,30,44,L. HAMILTON,Mercedes AMG Petronas F1 Team,41,19:12:14,2,,30.682,1:01.369
31,31,26,D. KVYAT,Scuderia Toro Rosso,41,19:13:18,2,,25.246,50.450
