,NO,STOP,race_id
0,3,4,14
1,6,4,14
2,7,3,14
3,8,3,14
4,21,4,14
5,22,4,14
6,33,3,14
7,44,4,14
8,55,3,14
9,77,4,14
10,94,4,14
