,NO,STOP,race_id
0,2,5,20
1,3,5,20
2,8,4,20
3,11,5,20
4,18,4,20
5,19,6,20
6,30,5,20
7,31,6,20
8,44,4,20
9,55,4,20
10,77,4,20
11,94,5,20
