,NO,GAP,TIME,LAP,race_id
0,5,0,1:40.829,1,23
1,44,1.313,1:42.142,1,23
2,77,2.528,1:43.357,1,23
3,3,2.938,1:43.767,1,23
4,31,4.132,1:44.961,1,23
5,7,4.801,1:45.630,1,23
6,14,5.685,1:46.514,1,23
7,55,6.475,1:47.304,1,23
8,19,7.137,1:47.966,1,23
9,11,7.783,1:48.612,1,23
10,26,8.324,1:49.153,1,23
11,8,9.023,1:49.852,1,23
12,33,9.181,1:50.010,1,23
13,9,10.333,1:51.162,1,23
14,18,11.029,1:51.858,1,23
15,27,12.003,1:52.832,1,23
16,2,13.315,1:54.144,1,23
17,20,PIT,1:54.387,1,23
18,94,14.155,1:54.984,1,23
19,39,14.283,1:55.112,1,23
20,5,0,1:41.056,2,23
21,44,1.202,1:40.945,2,23
22,77,3.732,1:42.260,2,23
23,3,4.392,1:42.510,2,23
24,7,6.129,1:42.384,2,23
25,31,7.083,1:44.007,2,23
26,14,8.264,1:43.635,2,23
27,55,9.291,1:43.872,2,23
28,19,10.094,1:44.013,2,23
29,11,10.845,1:44.118,2,23
30,33,11.494,1:43.369,2,23
31,26,12.266,1:44.998,2,23
32,8,13.297,1:45.330,2,23
33,9,14.131,1:44.854,2,23
34,18,14.939,1:44.966,2,23
35,27,15.217,1:44.270,2,23
36,2,16.336,1:44.077,2,23
37,39,17.163,1:43.936,2,23
38,94,20.172,1:47.073,2,23
39,20,35.710,2:03.208,2,23
40,5,0,1:40.654,3,23
41,44,1.328,1:40.780,3,23
42,77,4.172,1:41.094,3,23
43,3,4.796,1:41.058,3,23
44,7,6.415,1:40.940,3,23
45,31,8.920,1:42.491,3,23
46,14,10.195,1:42.585,3,23
47,55,11.408,1:42.771,3,23
48,19,12.556,1:43.116,3,23
49,33,13.297,1:42.457,3,23
50,11,14.174,1:43.983,3,23
51,26,14.846,1:43.234,3,23
52,8,15.680,1:43.037,3,23
53,9,18.322,1:44.845,3,23
54,18,18.838,1:44.553,3,23
55,2,19.390,1:43.708,3,23
56,27,PIT,1:45.292,3,23
57,39,20.165,1:43.656,3,23
58,94,PIT,1:49.362,3,23
59,20,37.036,1:41.980,3,23
60,5,0,1:40.668,4,23
61,44,1.191,1:40.531,4,23
62,77,5.633,1:42.129,4,23
63,3,6.211,1:42.083,4,23
64,7,7.157,1:41.410,4,23
65,31,10.206,1:41.954,4,23
66,14,11.950,1:42.423,4,23
67,55,13.223,1:42.483,4,23
68,33,14.617,1:41.988,4,23
69,19,15.683,1:43.795,4,23
70,11,16.361,1:42.855,4,23
71,26,17.418,1:43.240,4,23
72,8,18.367,1:43.355,4,23
73,18,21.108,1:42.938,4,23
74,2,22.033,1:43.311,4,23
75,9,22.861,1:45.207,4,23
76,39,23.542,1:44.045,4,23
77,20,38.671,1:42.303,4,23
78,94,61.920,2:13.708,4,23
79,5,0,1:40.533,5,23
80,44,1.045,1:40.387,5,23
81,77,6.450,1:41.350,5,23
82,3,7.089,1:41.411,5,23
83,7,8.277,1:41.653,5,23
84,31,11.708,1:42.035,5,23
85,14,14.153,1:42.736,5,23
86,55,15.483,1:42.793,5,23
87,33,16.331,1:42.247,5,23
88,19,17.945,1:42.795,5,23
89,11,18.669,1:42.841,5,23
90,26,19.479,1:42.594,5,23
91,8,20.944,1:43.110,5,23
92,18,24.378,1:43.803,5,23
93,2,25.137,1:43.637,5,23
94,9,26.259,1:43.931,5,23
95,39,27.050,1:44.041,5,23
96,20,40.999,1:42.861,5,23
97,94,PIT,1:47.871,5,23
98,44,0,1:40.770,6,23
99,5,0.888,1:42.703,6,23
100,77,6.130,1:41.495,6,23
101,3,7.083,1:41.809,6,23
102,7,8.228,1:41.766,6,23
103,31,12.290,1:42.397,6,23
104,14,14.883,1:42.545,6,23
105,33,15.904,1:41.388,6,23
106,55,17.068,1:43.400,6,23
107,19,18.933,1:42.803,6,23
108,11,19.564,1:42.710,6,23
109,26,20.409,1:42.745,6,23
110,8,22.174,1:43.045,6,23
111,18,26.106,1:43.543,6,23
112,2,26.685,1:43.363,6,23
113,9,27.799,1:43.355,6,23
114,39,28.596,1:43.361,6,23
115,20,41.835,1:42.651,6,23
116,44,0,1:40.783,7,23
117,5,1.204,1:41.099,7,23
118,77,6.586,1:41.239,7,23
119,3,7.436,1:41.136,7,23
120,7,8.362,1:40.917,7,23
121,31,13.645,1:42.138,7,23
122,33,16.452,1:41.331,7,23
123,14,17.482,1:43.382,7,23
124,55,19.056,1:42.771,7,23
125,19,21.265,1:43.115,7,23
126,11,21.771,1:42.990,7,23
127,26,22.726,1:43.100,7,23
128,8,24.535,1:43.144,7,23
129,18,28.868,1:43.545,7,23
130,2,29.259,1:43.357,7,23
131,9,30.632,1:43.616,7,23
132,39,31.581,1:43.768,7,23
133,20,43.850,1:42.798,7,23
134,44,0,1:40.520,8,23
135,5,1.864,1:41.180,8,23
136,77,6.859,1:40.793,8,23
137,3,8.051,1:41.135,8,23
138,7,9.023,1:41.181,8,23
139,31,15.238,1:42.113,8,23
140,33,16.924,1:40.992,8,23
141,14,19.642,1:42.680,8,23
142,55,21.017,1:42.481,8,23
143,19,23.598,1:42.853,8,23
144,11,24.206,1:42.955,8,23
145,26,24.931,1:42.725,8,23
146,8,26.882,1:42.867,8,23
147,2,31.234,1:42.495,8,23
148,18,32.997,1:44.649,8,23
149,9,33.885,1:43.773,8,23
150,39,PIT,1:44.118,8,23
151,20,46.051,1:42.721,8,23
152,44,0,1:41.098,9,23
153,5,1.912,1:41.146,9,23
154,77,6.712,1:40.951,9,23
155,3,8.337,1:41.384,9,23
156,7,9.153,1:41.228,9,23
157,31,16.460,1:42.320,9,23
158,33,17.257,1:41.431,9,23
159,14,21.189,1:42.645,9,23
160,55,22.495,1:42.576,9,23
161,19,25.398,1:42.898,9,23
162,11,25.945,1:42.837,9,23
163,26,26.750,1:42.917,9,23
164,8,28.564,1:42.780,9,23
165,2,32.903,1:42.767,9,23
166,18,35.240,1:43.341,9,23
167,9,36.070,1:43.283,9,23
168,20,47.746,1:42.793,9,23
169,39,56.334,2:02.253,9,23
170,44,0,1:40.550,10,23
171,5,2.315,1:40.953,10,23
172,77,7.011,1:40.849,10,23
173,3,9.035,1:41.248,10,23
174,7,9.900,1:41.297,10,23
175,33,18.127,1:41.420,10,23
176,31,19.652,1:43.742,10,23
177,14,22.941,1:42.302,10,23
178,55,24.349,1:42.404,10,23
179,19,27.378,1:42.530,10,23
180,11,28.134,1:42.739,10,23
181,26,28.894,1:42.694,10,23
182,8,30.687,1:42.673,10,23
183,2,34.816,1:42.463,10,23
184,18,PIT,1:43.556,10,23
185,9,38.881,1:43.361,10,23
186,20,50.094,1:42.898,10,23
187,39,57.805,1:42.021,10,23
188,44,0,1:40.886,11,23
189,5,3.356,1:41.927,11,23
190,77,7.196,1:41.071,11,23
191,3,9.616,1:41.467,11,23
192,7,10.632,1:41.618,11,23
193,33,18.344,1:41.103,11,23
194,31,21.382,1:42.616,11,23
195,14,24.867,1:42.812,11,23
196,55,26.172,1:42.709,11,23
197,19,29.115,1:42.623,11,23
198,11,30.077,1:42.829,11,23
199,26,30.931,1:42.923,11,23
200,8,33.065,1:43.264,11,23
201,2,36.561,1:42.631,11,23
