,NO,STOP,race_id
0,2,2,22
1,3,1,22
2,7,1,22
3,10,2,22
4,11,1,22
5,14,1,22
6,19,1,22
7,20,1,22
8,30,1,22
9,31,1,22
10,33,1,22
11,44,1,22
12,77,1,22
13,94,3,22
