,NO,GAP,TIME,LAP,race_id
0,44,0,1:28.755,1,19
1,31,1.794,1:30.549,1,19
2,18,2.585,1:31.340,1,19
3,77,3.291,1:32.046,1,19
4,7,3.353,1:32.108,1,19
5,5,4.075,1:32.830,1,19
6,19,4.949,1:33.704,1,19
7,33,5.483,1:34.238,1,19
8,11,5.929,1:34.684,1,19
9,20,7.042,1:35.797,1,19
10,26,7.393,1:36.148,1,19
11,27,7.865,1:36.620,1,19
12,55,8.692,1:37.447,1,19
13,9,8.805,1:37.560,1,19
14,3,9.148,1:37.903,1,19
15,2,9.645,1:38.400,1,19
16,14,10.423,1:39.178,1,19
17,8,10.676,1:39.431,1,19
18,30,11.597,1:40.352,1,19
19,94,11.832,1:40.587,1,19
20,44,0,1:27.248,2,19
21,31,2.316,1:27.770,2,19
22,18,3.030,1:27.693,2,19
23,77,3.382,1:27.339,2,19
24,7,4.295,1:28.190,2,19
25,5,4.881,1:28.054,2,19
26,19,5.942,1:28.241,2,19
27,33,6.213,1:27.978,2,19
28,11,7.502,1:28.821,2,19
29,20,8.496,1:28.702,2,19
30,26,9.311,1:29.166,2,19
31,27,9.632,1:29.015,2,19
32,55,10.480,1:29.036,2,19
33,3,10.903,1:29.003,2,19
34,2,11.549,1:29.152,2,19
35,9,13.083,1:31.526,2,19
36,14,13.290,1:30.115,2,19
37,8,15.143,1:31.715,2,19
38,94,15.246,1:30.662,2,19
39,30,15.519,1:31.170,2,19
40,44,0,1:26.217,3,19
41,31,3.308,1:27.209,3,19
42,77,3.480,1:26.315,3,19
43,18,4.768,1:27.955,3,19
44,5,5.832,1:27.168,3,19
45,7,6.859,1:28.781,3,19
46,19,7.922,1:28.197,3,19
47,11,8.967,1:27.682,3,19
48,20,10.937,1:28.658,3,19
49,26,11.690,1:28.596,3,19
50,27,12.123,1:28.708,3,19
51,3,13.258,1:28.572,3,19
52,55,13.583,1:29.320,3,19
53,2,14.149,1:28.817,3,19
54,14,15.054,1:27.981,3,19
55,9,16.937,1:30.071,3,19
56,94,18.805,1:29.776,3,19
57,30,19.362,1:30.060,3,19
58,8,PIT,1:37.106,3,19
59,33,PIT,1:56.031,3,19
60,44,0,1:26.288,4,19
61,77,3.397,1:26.205,4,19
62,31,4.994,1:27.974,4,19
63,18,5.593,1:27.113,4,19
64,5,6.329,1:26.785,4,19
65,7,7.443,1:26.872,4,19
66,19,8.791,1:27.157,4,19
67,11,10.156,1:27.477,4,19
68,20,12.680,1:28.031,4,19
69,26,13.562,1:28.160,4,19
70,27,14.012,1:28.177,4,19
71,3,14.380,1:27.410,4,19
72,55,15.467,1:28.172,4,19
73,2,16.181,1:28.320,4,19
74,14,16.769,1:28.003,4,19
75,9,19.738,1:29.089,4,19
76,94,21.516,1:28.999,4,19
77,30,22.004,1:28.930,4,19
78,8,56.809,1:57.065,4,19
79,33,71.367,2:01.628,4,19
80,44,0,1:26.056,5,19
81,77,3.634,1:26.293,5,19
82,31,6.062,1:27.124,5,19
83,5,6.825,1:26.552,5,19
84,18,7.869,1:28.332,5,19
85,7,8.631,1:27.244,5,19
86,19,10.067,1:27.332,5,19
87,11,11.662,1:27.562,5,19
88,20,14.532,1:27.908,5,19
89,26,15.529,1:28.023,5,19
90,3,16.044,1:27.720,5,19
91,27,16.955,1:28.999,5,19
92,55,17.456,1:28.045,5,19
93,2,18.151,1:28.026,5,19
94,14,18.868,1:28.155,5,19
95,9,22.784,1:29.102,5,19
96,30,23.669,1:27.721,5,19
97,94,25.359,1:29.899,5,19
98,8,58.352,1:27.599,5,19
99,33,71.131,1:25.820,5,19
100,44,0,1:26.336,6,19
101,77,3.332,1:26.034,6,19
102,31,6.760,1:27.034,6,19
103,5,7.387,1:26.898,6,19
104,18,8.364,1:26.831,6,19
105,7,9.042,1:26.747,6,19
106,19,10.813,1:27.082,6,19
107,11,12.508,1:27.182,6,19
108,20,15.998,1:27.802,6,19
109,3,16.603,1:26.895,6,19
110,26,17.783,1:28.590,6,19
111,27,18.855,1:28.236,6,19
112,2,19.455,1:27.640,6,19
113,55,20.811,1:29.691,6,19
114,14,21.246,1:28.714,6,19
115,9,25.532,1:29.084,6,19
116,30,25.861,1:28.528,6,19
117,94,27.805,1:28.782,6,19
118,8,59.584,1:27.568,6,19
119,33,70.575,1:25.780,6,19
120,44,0,1:25.694,7,19
121,77,3.017,1:25.379,7,19
122,31,7.910,1:26.844,7,19
123,5,8.187,1:26.494,7,19
124,18,9.410,1:26.740,7,19
125,7,11.384,1:28.036,7,19
126,19,12.271,1:27.152,7,19
127,11,13.858,1:27.044,7,19
128,3,17.649,1:26.740,7,19
129,20,19.128,1:28.824,7,19
130,26,20.063,1:27.974,7,19
131,27,21.017,1:27.856,7,19
132,2,21.627,1:27.866,7,19
133,55,23.370,1:28.253,7,19
134,14,24.051,1:28.499,7,19
135,30,27.628,1:27.461,7,19
136,9,29.398,1:29.560,7,19
137,94,30.620,1:28.509,7,19
138,8,61.369,1:27.479,7,19
139,33,70.698,1:25.817,7,19
140,44,0,1:25.543,8,19
141,77,2.761,1:25.287,8,19
142,5,9.134,1:26.490,8,19
143,31,10.266,1:27.899,8,19
144,18,11.054,1:27.187,8,19
145,7,12.801,1:26.960,8,19
146,19,13.888,1:27.160,8,19
147,11,15.302,1:26.987,8,19
148,3,18.953,1:26.847,8,19
149,20,21.009,1:27.424,8,19
150,26,22.218,1:27.698,8,19
151,27,23.254,1:27.780,8,19
152,2,23.747,1:27.663,8,19
153,55,25.830,1:28.003,8,19
154,14,26.468,1:27.960,8,19
155,30,29.587,1:27.502,8,19
156,9,32.359,1:28.504,8,19
157,94,33.271,1:28.194,8,19
158,8,63.354,1:27.528,8,19
159,33,70.869,1:25.714,8,19
160,44,0,1:25.262,9,19
161,77,2.812,1:25.313,9,19
162,5,9.856,1:25.984,9,19
163,31,11.899,1:26.895,9,19
164,18,12.655,1:26.863,9,19
165,7,14.216,1:26.677,9,19
166,19,15.500,1:26.874,9,19
167,11,17.226,1:27.186,9,19
168,3,20.129,1:26.438,9,19
169,20,23.414,1:27.667,9,19
170,26,24.650,1:27.694,9,19
171,2,26.382,1:27.897,9,19
172,55,28.482,1:27.914,9,19
173,14,29.233,1:28.027,9,19
174,27,PIT,1:32.013,9,19
175,30,31.792,1:27.467,9,19
176,9,36.020,1:28.923,9,19
177,94,37.004,1:28.995,9,19
178,8,65.204,1:27.112,9,19
179,33,71.431,1:25.824,9,19
180,44,0,1:25.258,10,19
181,77,2.927,1:25.373,10,19
182,5,10.556,1:25.958,10,19
183,31,13.280,1:26.639,10,19
184,18,13.936,1:26.539,10,19
185,7,15.452,1:26.494,10,19
186,19,17.150,1:26.908,10,19
187,11,18.776,1:26.808,10,19
188,3,21.114,1:26.243,10,19
189,20,26.088,1:27.932,10,19
190,26,27.178,1:27.786,10,19
191,2,28.160,1:27.036,10,19
192,55,31.046,1:27.822,10,19
193,14,31.669,1:27.694,10,19
194,30,33.720,1:27.186,10,19
195,9,39.132,1:28.370,10,19
196,94,40.086,1:28.340,10,19
197,27,51.771,1:47.024,10,19
198,8,67.119,1:27.173,10,19
199,33,71.877,1:25.704,10,19
200,44,0,1:25.290,11,19
201,77,3.138,1:25.501,11,19
202,5,11.147,1:25.881,11,19
203,31,14.578,1:26.588,11,19
204,18,15.279,1:26.633,11,19
205,7,16.625,1:26.463,11,19
206,19,18.623,1:26.763,11,19
207,11,20.267,1:26.781,11,19
208,3,22.016,1:26.192,11,19
209,26,29.624,1:27.736,11,19
210,2,30.097,1:27.227,11,19
211,20,PIT,1:31.913,11,19
212,55,33.660,1:27.904,11,19
213,14,34.544,1:28.165,11,19
214,30,35.871,1:27.441,11,19
215,9,42.637,1:28.795,11,19
216,94,43.253,1:28.457,11,19
217,27,53.241,1:26.760,11,19
218,8,69.070,1:27.241,11,19
219,33,72.783,1:26.196,11,19
220,44,0,1:25.385,12,19
221,77,3.117,1:25.364,12,19
222,5,11.511,1:25.749,12,19
223,31,15.965,1:26.772,12,19
224,18,16.548,1:26.654,12,19
225,7,17.591,1:26.351,12,19
226,19,20.043,1:26.805,12,19
227,11,21.625,1:26.743,12,19
228,3,22.854,1:26.223,12,19
229,26,31.751,1:27.512,12,19
230,2,32.343,1:27.631,12,19
231,55,36.415,1:28.140,12,19
232,14,37.581,1:28.422,12,19
233,30,38.593,1:28.107,12,19
234,9,45.937,1:28.685,12,19
235,94,46.827,1:28.959,12,19
236,20,54.540,1:47.214,12,19
237,27,55.578,1:27.722,12,19
238,8,71.046,1:27.361,12,19
239,33,73.436,1:26.038,12,19
240,44,0,1:25.420,13,19
241,77,3.101,1:25.404,13,19
242,5,11.967,1:25.876,13,19
243,31,17.393,1:26.848,13,19
244,18,17.989,1:26.861,13,19
245,7,18.682,1:26.511,13,19
246,19,21.289,1:26.666,13,19
247,11,22.902,1:26.697,13,19
248,3,23.895,1:26.461,13,19
249,26,34.026,1:27.695,13,19
250,2,34.543,1:27.620,13,19
251,30,42.275,1:29.102,13,19
252,55,PIT,1:32.142,13,19
253,14,43.385,1:31.224,13,19
254,9,49.135,1:28.618,13,19
255,94,50.015,1:28.608,13,19
256,20,56.077,1:26.957,13,19
257,27,57.103,1:26.945,13,19
258,8,72.631,1:27.005,13,19
259,33,74.013,1:25.997,13,19
260,44,0,1:25.223,14,19
261,77,3.164,1:25.286,14,19
262,5,12.584,1:25.840,14,19
263,31,18.706,1:26.536,14,19
264,18,19.424,1:26.658,14,19
265,7,20.002,1:26.543,14,19
266,19,22.608,1:26.542,14,19
267,11,24.116,1:26.437,14,19
268,3,25.066,1:26.394,14,19
269,26,36.100,1:27.297,14,19
270,2,36.682,1:27.362,14,19
271,30,44.506,1:27.454,14,19
272,14,46.843,1:28.681,14,19
273,9,52.155,1:28.243,14,19
274,94,53.066,1:28.274,14,19
275,20,57.884,1:27.030,14,19
276,27,58.949,1:27.069,14,19
277,55,65.098,1:47.184,14,19
278,8,74.458,1:27.050,14,19
279,33,74.992,1:26.202,14,19
280,44,0,1:24.928,15,19
281,77,3.378,1:25.142,15,19
282,5,13.419,1:25.763,15,19
283,31,20.250,1:26.472,15,19
284,18,21.075,1:26.579,15,19
285,19,24.272,1:26.592,15,19
286,11,25.700,1:26.512,15,19
287,7,PIT,1:30.956,15,19
288,3,26.531,1:26.393,15,19
289,26,38.516,1:27.344,15,19
290,2,38.979,1:27.225,15,19
291,30,47.164,1:27.586,15,19
292,14,50.533,1:28.618,15,19
293,9,55.752,1:28.525,15,19
294,94,56.560,1:28.422,15,19
295,20,59.862,1:26.906,15,19
296,27,61.005,1:26.984,15,19
297,55,66.498,1:26.328,15,19
298,33,75.650,1:25.586,15,19
299,8,77.611,1:28.081,15,19
300,44,0,1:25.021,16,19
301,77,3.544,1:25.187,16,19
302,5,14.203,1:25.805,16,19
303,18,22.563,1:26.509,16,19
304,31,PIT,1:30.759,16,19
305,19,26.006,1:26.755,16,19
306,11,27.139,1:26.460,16,19
307,3,27.660,1:26.150,16,19
308,26,40.926,1:27.431,16,19
309,2,41.449,1:27.491,16,19
310,7,47.575,1:46.566,16,19
311,30,49.876,1:27.733,16,19
312,14,53.741,1:28.229,16,19
313,9,59.132,1:28.401,16,19
314,94,59.804,1:28.265,16,19
315,20,61.570,1:26.729,16,19
316,27,62.676,1:26.692,16,19
317,55,67.969,1:26.492,16,19
318,33,76.615,1:25.986,16,19
319,8,80.645,1:28.055,16,19
320,44,0,1:24.830,17,19
321,77,3.801,1:25.087,17,19
322,5,15.010,1:25.637,17,19
323,19,27.816,1:26.640,17,19
324,18,PIT,1:30.300,17,19
325,3,30.132,1:27.302,17,19
326,11,31.122,1:28.813,17,19
327,26,43.566,1:27.470,17,19
328,2,44.294,1:27.675,17,19
329,31,47.508,1:46.350,17,19
330,7,48.549,1:25.804,17,19
331,30,52.358,1:27.312,17,19
332,14,56.706,1:27.795,17,19
333,9,63.862,1:29.560,17,19
334,20,64.858,1:28.118,17,19
335,27,65.715,1:27.869,17,19
336,94,66.278,1:31.304,17,19
337,55,69.740,1:26.601,17,19
338,33,77.657,1:25.872,17,19
339,8,82.814,1:26.999,17,19
340,44,0,1:24.909,18,19
341,77,4.007,1:25.115,18,19
342,5,15.875,1:25.774,18,19
343,19,29.716,1:26.809,18,19
344,3,31.579,1:26.356,18,19
345,11,33.119,1:26.906,18,19
346,26,45.836,1:27.179,18,19
347,2,46.636,1:27.251,18,19
348,31,48.599,1:26.000,18,19
349,7,49.691,1:26.051,18,19
350,18,51.583,1:48.459,18,19
351,30,54.923,1:27.474,18,19
352,14,59.369,1:27.572,18,19
353,20,67.366,1:27.417,18,19
354,27,67.956,1:27.150,18,19
355,94,70.478,1:29.109,18,19
356,55,71.672,1:26.841,18,19
357,9,PIT,1:34.598,18,19
358,33,78.535,1:25.787,18,19
359,8,84.817,1:26.912,18,19
360,44,0,1:25.419,19,19
361,77,4.200,1:25.612,19,19
362,5,16.233,1:25.777,19,19
363,19,31.111,1:26.814,19,19
364,3,32.600,1:26.440,19,19
365,11,34.589,1:26.889,19,19
366,2,48.486,1:27.269,19,19
367,31,49.500,1:26.320,19,19
368,7,50.347,1:26.075,19,19
369,26,PIT,1:31.295,19,19
370,18,51.867,1:25.703,19,19
371,30,56.500,1:26.996,19,19
372,14,61.434,1:27.484,19,19
373,20,68.764,1:26.817,19,19
374,27,69.397,1:26.860,19,19
375,94,73.363,1:28.304,19,19
376,55,73.912,1:27.659,19,19
377,33,79.139,1:26.023,19,19
378,44,0,1:24.770,20,19
379,8,1 LAP,1:28.542,20,19
380,77,4.570,1:25.140,20,19
381,9,1 LAP,1:49.186,20,19
382,5,17.501,1:26.038,20,19
383,19,32.970,1:26.629,20,19
384,3,33.885,1:26.055,20,19
385,11,36.399,1:26.580,20,19
386,2,50.786,1:27.070,20,19
387,31,51.503,1:26.773,20,19
388,7,51.987,1:26.410,20,19
389,18,53.018,1:25.921,20,19
390,30,58.859,1:27.129,20,19
391,14,64.433,1:27.769,20,19
392,20,70.683,1:26.689,20,19
393,27,71.344,1:26.717,20,19
394,26,75.229,1:48.287,20,19
395,55,76.382,1:27.240,20,19
396,33,80.430,1:26.061,20,19
397,94,PIT,1:34.335,20,19
398,44,0,1:24.871,21,19
399,77,4.683,1:24.984,21,19
400,8,1 LAP,1:29.030,21,19
401,9,1 LAP,1:27.663,21,19
402,5,18.322,1:25.692,21,19
403,3,35.282,1:26.268,21,19
404,11,37.899,1:26.371,21,19
405,19,PIT,1:30.436,21,19
406,31,53.403,1:26.771,21,19
407,7,53.997,1:26.881,21,19
408,2,55.391,1:29.476,21,19
409,18,55.691,1:27.544,21,19
410,30,61.235,1:27.247,21,19
411,14,67.335,1:27.773,21,19
412,20,72.646,1:26.834,21,19
413,27,73.309,1:26.836,21,19
414,26,76.369,1:26.011,21,19
415,55,78.444,1:26.933,21,19
416,33,81.474,1:25.915,21,19
417,44,0,1:24.856,22,19
418,77,4.864,1:25.037,22,19
419,8,1 LAP,1:26.998,22,19
420,9,1 LAP,1:27.865,22,19
421,5,19.399,1:25.933,22,19
422,94,1 LAP,1:49.441,22,19
423,3,35.853,1:25.427,22,19
424,11,39.469,1:26.426,22,19
425,31,54.636,1:26.089,22,19
426,7,55.132,1:25.991,22,19
427,18,57.196,1:26.361,22,19
428,2,58.517,1:27.982,22,19
429,19,60.025,1:46.346,22,19
430,30,63.565,1:27.186,22,19
431,14,70.101,1:27.622,22,19
432,20,74.744,1:26.954,22,19
433,27,75.367,1:26.914,22,19
434,26,78.088,1:26.575,22,19
435,55,80.451,1:26.863,22,19
436,44,0,1:25.305,23,19
437,77,4.917,1:25.358,23,19
438,8,1 LAP,1:26.897,23,19
439,5,20.046,1:25.952,23,19
440,9,1 LAP,1:29.818,23,19
441,94,1 LAP,1:27.766,23,19
442,3,36.094,1:25.546,23,19
