,NO,STOP,race_id,year,race_in_year,track
0,3,4,25,2017,18,São Paulo
1,5,4,25,2017,18,São Paulo
2,7,4,25,2017,18,São Paulo
3,8,4,25,2017,18,São Paulo
4,9,4,25,2017,18,São Paulo
5,10,4,25,2017,18,São Paulo
6,11,4,25,2017,18,São Paulo
7,14,4,25,2017,18,São Paulo
8,18,5,25,2017,18,São Paulo
9,19,4,25,2017,18,São Paulo
10,27,4,25,2017,18,São Paulo
11,33,5,25,2017,18,São Paulo
12,44,4,25,2017,18,São Paulo
13,55,4,25,2017,18,São Paulo
14,77,4,25,2017,18,São Paulo
15,94,3,25,2017,18,São Paulo
