,NO,GAP,TIME,LAP,race_id
0,44,0,1:52.049,1,32
1,5,1.931,1:53.980,1,32
2,11,2.566,1:54.615,1,32
3,33,3.522,1:55.571,1,32
4,7,4.432,1:56.481,1,32
5,19,5.556,1:57.605,1,32
6,31,6.008,1:58.057,1,32
7,18,7.203,1:59.252,1,32
8,3,7.478,1:59.527,1,32
9,27,8.590,2:00.639,1,32
10,20,9.713,2:01.762,1,32
11,26,10.308,2:02.357,1,32
12,94,11.820,2:03.869,1,32
13,8,11.870,2:03.919,1,32
14,9,12.822,2:04.871,1,32
15,2,13.518,2:05.567,1,32
16,30,13.974,2:06.023,1,32
17,14,14.023,2:06.072,1,32
18,55,15.898,2:07.947,1,32
19,77,PIT,3:20.105,1,32
20,44,0,1:48.039,2,32
21,5,2.261,1:48.369,2,32
22,11,3.334,1:48.807,2,32
23,33,4.357,1:48.874,2,32
24,7,5.216,1:48.823,2,32
25,19,6.867,1:49.350,2,32
26,31,7.685,1:49.716,2,32
27,18,8.763,1:49.599,2,32
28,3,9.416,1:49.977,2,32
29,27,10.825,1:50.274,2,32
30,20,11.857,1:50.183,2,32
31,26,13.137,1:50.868,2,32
32,8,15.953,1:52.122,2,32
33,94,17.917,1:54.136,2,32
34,9,17.985,1:53.202,2,32
35,2,18.975,1:53.496,2,32
36,14,19.714,1:53.730,2,32
37,30,19.756,1:53.821,2,32
38,55,20.578,1:52.719,2,32
39,44,0,1:47.780,3,32
40,5,2.248,1:47.767,3,32
41,11,3.516,1:47.962,3,32
42,33,4.157,1:47.580,3,32
43,7,5.906,1:48.470,3,32
44,19,7.126,1:48.039,3,32
45,31,8.356,1:48.451,3,32
46,18,9.522,1:48.539,3,32
47,3,11.364,1:49.728,3,32
48,27,12.140,1:49.095,3,32
49,20,14.296,1:50.219,3,32
50,77,1 LAP,2:23.466,3,32
51,26,17.281,1:51.924,3,32
52,9,22.664,1:52.459,3,32
53,94,22.951,1:52.814,3,32
54,2,23.106,1:51.911,3,32
55,14,23.145,1:51.211,3,32
56,55,25.221,1:52.423,3,32
57,30,26.054,1:54.078,3,32
58,8,PIT,2:04.682,3,32
59,44,0,1:46.942,4,32
60,5,2.603,1:47.297,4,32
61,11,4.027,1:47.453,4,32
62,33,4.684,1:47.469,4,32
63,7,6.800,1:47.836,4,32
64,19,8.244,1:48.060,4,32
