,NO,STOP,race_id,year,race_in_year,track
0,2,2,22,2017,15,Suzuka
1,3,1,22,2017,15,Suzuka
2,7,1,22,2017,15,Suzuka
3,10,2,22,2017,15,Suzuka
4,11,1,22,2017,15,Suzuka
5,14,1,22,2017,15,Suzuka
6,19,1,22,2017,15,Suzuka
7,20,1,22,2017,15,Suzuka
8,30,1,22,2017,15,Suzuka
9,31,1,22,2017,15,Suzuka
10,33,1,22,2017,15,Suzuka
11,44,1,22,2017,15,Suzuka
12,77,1,22,2017,15,Suzuka
13,94,3,22,2017,15,Suzuka
