,Unnamed: 0,NO,DRIVER,ENTRANT,LAP,TIME OF DAY,STOP,Unnamed: 6,DURATION,TOTAL TIME
0,0,20,K. MAGNUSSEN,Haas F1 Team,1,14:05:31,1,,25.112,25.112
1,1,94,P. WEHRLEIN,Sauber F1 Team,3,14:09:08,1,,31.334,31.334
2,2,39,B. HARTLEY,Scuderia Toro Rosso,8,14:17:38,1,,24.4,24.4
3,3,18,L. STROLL,Williams Martini Racing,10,14:21:03,1,,24.949,24.949
4,4,3,D. RICCIARDO,Red Bull Racing,12,14:23:58,1,,23.604,23.604
5,5,11,S. PEREZ,Sahara Force India F1 Team,12,14:24:19,1,,24.326,24.326
6,6,31,E. OCON,Sahara Force India F1 Team,14,14:27:34,1,,24.502,24.502
7,7,14,F. ALONSO,McLaren Honda,14,14:27:37,1,,23.796,23.796
8,8,5,S. VETTEL,Scuderia Ferrari,16,14:30:37,1,,24.3,24.3
9,9,8,R. GROSJEAN,Haas F1 Team,16,14:31:15,1,,24.897,24.897
10,10,26,D. KVYAT,Scuderia Toro Rosso,17,14:32:52,1,,24.883000000000006,24.883000000000006
11,11,77,V. BOTTAS,Mercedes AMG Petronas F1 Team,18,14:34:03,1,,23.459,23.459
12,12,44,L. HAMILTON,Mercedes AMG Petronas F1 Team,19,14:35:36,1,,23.402,23.402
13,13,55,C. SAINZ,Renault Sport F1 Team,19,14:36:13,1,,24.525,24.525
14,14,7,K. RAIKKONEN,Scuderia Ferrari,20,14:37:29,1,,23.575,23.575
15,15,9,M. ERICSSON,Sauber F1 Team,21,14:40:02,1,,25.841,25.841
16,16,33,M. VERSTAPPEN,Red Bull Racing,24,14:44:17,1,,24.325,24.325
17,17,2,S. VANDOORNE,McLaren Honda,25,14:46:48,1,,23.578000000000007,23.578000000000007
18,18,19,F. MASSA,Williams Martini Racing,29,14:53:26,1,,23.772,23.772
19,19,39,B. HARTLEY,Scuderia Toro Rosso,35,15:04:07,2,,24.229,48.629
20,20,18,L. STROLL,Williams Martini Racing,36,15:05:47,2,,24.497,49.44600000000001
21,21,33,M. VERSTAPPEN,Red Bull Racing,37,15:06:06,2,,23.423,47.74800000000001
22,22,5,S. VETTEL,Scuderia Ferrari,38,15:07:41,2,,23.62,47.92
23,23,20,K. MAGNUSSEN,Haas F1 Team,49,15:28:07,2,,25.268,50.38
24,24,77,V. BOTTAS,Mercedes AMG Petronas F1 Team,52,15:31:05,2,,23.254,46.713
