,NO,GAP,TIME,LAP,race_id
0,44,0,1:30.569,1,1
1,6,1.076,1:31.645,1,1
2,3,1.927,1:32.496,1,1
3,33,2.513,1:33.082,1,1
4,5,3.058,1:33.627,1,1
5,14,3.988,1:34.557,1,1
6,55,4.586,1:35.155,1,1
7,22,4.998,1:35.567,1,1
8,77,5.614,1:36.183,1,1
9,27,5.972,1:36.541,1,1
10,8,6.464,1:37.033,1,1
11,21,6.976,1:37.545,1,1
12,11,7.477,1:38.046,1,1
13,7,8.260,1:38.829,1,1
14,12,8.706,1:39.275,1,1
15,30,8.954,1:39.523,1,1
16,94,9.313,1:39.882,1,1
17,20,9.729,1:40.298,1,1
18,19,10.402,1:40.971,1,1
19,26,10.810,1:41.379,1,1
20,88,11.458,1:42.027,1,1
21,9,12.210,1:42.779,1,1
22,44,0,1:27.132,2,1
23,6,1.401,1:27.457,2,1
24,3,2.224,1:27.429,2,1
25,33,2.889,1:27.508,2,1
26,5,3.796,1:27.870,2,1
27,14,5.526,1:28.670,2,1
28,55,6.362,1:28.908,2,1
29,22,7.063,1:29.197,2,1
30,77,7.649,1:29.167,2,1
31,27,8.270,1:29.430,2,1
32,8,8.912,1:29.580,2,1
33,21,10.531,1:30.687,2,1
34,7,11.113,1:29.985,2,1
35,11,11.695,1:31.350,2,1
36,12,12.043,1:30.469,2,1
37,30,12.283,1:30.461,2,1
38,94,12.849,1:30.668,2,1
39,20,13.504,1:30.907,2,1
40,19,14.072,1:30.802,2,1
41,26,14.630,1:30.952,2,1
42,88,15.227,1:30.901,2,1
43,9,15.635,1:30.557,2,1
44,44,0,1:26.873,3,1
45,6,1.404,1:26.876,3,1
46,3,2.383,1:27.032,3,1
47,33,3.147,1:27.131,3,1
48,5,4.602,1:27.679,3,1
49,14,6.785,1:28.132,3,1
50,55,7.640,1:28.151,3,1
51,22,8.619,1:28.429,3,1
52,77,9.520,1:28.744,3,1
53,27,10.235,1:28.838,3,1
54,8,10.934,1:28.895,3,1
55,21,12.010,1:28.352,3,1
56,7,12.677,1:28.437,3,1
57,11,13.940,1:29.118,3,1
58,12,14.737,1:29.567,3,1
59,30,15.337,1:29.927,3,1
60,94,16.136,1:30.160,3,1
61,20,16.830,1:30.199,3,1
62,19,17.562,1:30.363,3,1
63,26,18.150,1:30.393,3,1
64,88,18.789,1:30.435,3,1
65,9,19.207,1:30.445,3,1
66,44,0,1:26.700,4,1
67,6,1.621,1:26.917,4,1
68,3,2.465,1:26.782,4,1
69,33,3.302,1:26.855,4,1
70,5,4.980,1:27.078,4,1
71,14,8.281,1:28.196,4,1
72,55,9.106,1:28.166,4,1
73,22,11.136,1:29.217,4,1
74,77,11.316,1:28.496,4,1
75,27,11.762,1:28.227,4,1
76,8,12.573,1:28.339,4,1
77,21,13.903,1:28.593,4,1
78,7,14.209,1:28.232,4,1
79,11,15.708,1:28.468,4,1
80,12,16.689,1:28.652,4,1
81,30,17.628,1:28.991,4,1
82,94,18.466,1:29.030,4,1
83,20,19.662,1:29.532,4,1
84,19,20.403,1:29.541,4,1
85,26,20.957,1:29.507,4,1
86,88,22.055,1:29.966,4,1
87,9,22.701,1:30.194,4,1
88,44,0,1:26.638,5,1
89,6,1.405,1:26.422,5,1
90,3,2.673,1:26.846,5,1
91,33,3.462,1:26.798,5,1
92,5,5.280,1:26.938,5,1
93,14,9.072,1:27.429,5,1
94,55,10.388,1:27.920,5,1
95,77,12.247,1:27.569,5,1
96,27,13.185,1:28.061,5,1
97,8,14.284,1:28.349,5,1
98,7,15.032,1:27.461,5,1
99,21,16.397,1:29.132,5,1
100,11,17.536,1:28.466,5,1
101,12,18.692,1:28.641,5,1
102,30,19.824,1:28.834,5,1
103,94,20.981,1:29.153,5,1
104,20,22.164,1:29.140,5,1
105,19,23.031,1:29.266,5,1
106,26,23.659,1:29.340,5,1
107,88,25.228,1:29.811,5,1
108,9,25.677,1:29.614,5,1
109,22,32.409,1:47.911,5,1
110,44,0,1:26.763,6,1
111,6,1.402,1:26.760,6,1
112,3,2.740,1:26.830,6,1
113,33,3.674,1:26.975,6,1
114,5,5.677,1:27.160,6,1
115,14,9.829,1:27.520,6,1
116,55,11.233,1:27.608,6,1
117,77,13.093,1:27.609,6,1
118,27,14.184,1:27.762,6,1
119,8,15.734,1:28.213,6,1
120,7,16.278,1:28.009,6,1
121,21,17.661,1:28.027,6,1
122,11,18.838,1:28.065,6,1
123,12,20.403,1:28.474,6,1
124,30,21.803,1:28.742,6,1
125,94,23.015,1:28.797,6,1
126,20,24.456,1:29.055,6,1
127,19,25.334,1:29.066,6,1
128,26,25.818,1:28.922,6,1
129,88,28.060,1:29.595,6,1
130,9,28.579,1:29.665,6,1
131,22,34.410,1:28.764,6,1
132,44,0,1:26.669,7,1
133,6,1.436,1:26.703,7,1
134,3,2.941,1:26.870,7,1
135,33,3.661,1:26.656,7,1
136,5,5.915,1:26.907,7,1
137,14,10.651,1:27.491,7,1
138,55,12.232,1:27.668,7,1
139,77,13.974,1:27.550,7,1
140,27,15.240,1:27.725,7,1
141,8,17.221,1:28.156,7,1
142,7,17.911,1:28.302,7,1
143,21,19.266,1:28.274,7,1
144,11,20.077,1:27.908,7,1
145,12,21.778,1:28.044,7,1
146,30,23.753,1:28.619,7,1
147,94,25.091,1:28.745,7,1
148,20,26.323,1:28.536,7,1
149,19,27.473,1:28.808,7,1
150,26,28.432,1:29.283,7,1
151,88,30.594,1:29.203,7,1
152,9,31.221,1:29.311,7,1
153,22,PIT,1:29.877,7,1
154,44,0,1:26.345,8,1
155,6,1.812,1:26.721,8,1
156,3,3.282,1:26.686,8,1
157,33,4.188,1:26.872,8,1
158,5,6.403,1:26.833,8,1
159,14,11.772,1:27.466,8,1
160,55,13.237,1:27.350,8,1
161,77,15.465,1:27.836,8,1
162,27,16.684,1:27.789,8,1
163,8,18.572,1:27.696,8,1
164,7,19.242,1:27.676,8,1
165,21,20.726,1:27.805,8,1
166,11,21.907,1:28.175,8,1
167,12,23.676,1:28.243,8,1
168,30,25.618,1:28.210,8,1
169,94,27.248,1:28.502,8,1
170,20,28.355,1:28.377,8,1
171,19,29.741,1:28.613,8,1
172,26,30.708,1:28.621,8,1
173,88,33.435,1:29.186,8,1
174,9,34.159,1:29.283,8,1
175,22,56.121,1:44.848,8,1
176,44,0,1:26.093,9,1
177,6,1.768,1:26.049,9,1
178,3,3.804,1:26.615,9,1
179,33,4.744,1:26.649,9,1
180,5,6.766,1:26.456,9,1
