,Unnamed: 0,NO,DRIVER,ENTRANT,LAP,TIME OF DAY,STOP,Unnamed: 6,DURATION,TOTAL TIME
0,0,31,E. OCON,Sahara Force India F1 Team,2,15:06:57,1,,24.456,24.456
1,1,27,N. HULKENBERG,Renault Sport F1 Team,9,15:18:36,1,,24.872,24.872
2,2,20,K. MAGNUSSEN,Haas F1 Team,10,15:20:13,1,,23.766,23.766
3,3,19,F. MASSA,Williams Martini Racing,11,15:21:49,1,,23.791,23.791
4,4,8,R. GROSJEAN,Haas F1 Team,11,15:22:00,1,,24.912,24.912
5,5,18,L. STROLL,Williams Martini Racing,12,15:23:27,1,,24.109,24.109
6,6,10,P. GASLY,Scuderia Toro Rosso,12,15:23:37,1,,25.044,25.044
7,7,2,S. VANDOORNE,McLaren Honda,13,15:25:04,1,,24.58,24.58
8,8,30,J. PALMER,Renault Sport F1 Team,13,15:25:12,1,,25.558000000000003,25.558000000000003
9,9,44,L. HAMILTON,Mercedes AMG Petronas F1 Team,26,15:45:40,1,,23.489,23.489
10,10,14,F. ALONSO,McLaren Honda,26,15:46:31,1,,25.798,25.798
11,11,33,M. VERSTAPPEN,Red Bull Racing,27,15:47:09,1,,23.652,23.652
12,12,5,S. VETTEL,Scuderia Ferrari,27,15:47:42,1,,23.695,23.695
13,13,77,V. BOTTAS,Mercedes AMG Petronas F1 Team,28,15:49:19,1,,23.676,23.676
14,14,3,D. RICCIARDO,Red Bull Racing,29,15:50:36,1,,24.199,24.199
15,15,11,S. PEREZ,Sahara Force India F1 Team,30,15:52:42,1,,24.314,24.314
16,16,8,R. GROSJEAN,Haas F1 Team,33,15:58:35,2,,24.419,49.331
17,17,94,P. WEHRLEIN,Sauber F1 Team,37,16:05:08,1,,25.06,25.06
18,18,9,M. ERICSSON,Sauber F1 Team,38,16:07:14,1,,24.719,24.719
19,19,27,N. HULKENBERG,Renault Sport F1 Team,50,16:26:10,2,,25.714,50.58600000000001
