,NO,GAP,TIME,LAP,race_id
0,6,0,1:56.000,1,2
1,27,4.111,2:00.111,1,2
2,3,5.542,2:01.542,1,2
3,19,6.312,2:02.312,1,2
4,8,7.445,2:03.445,1,2
5,77,8.020,2:04.020,1,2
6,55,9.072,2:05.072,1,2
7,11,9.346,2:05.346,1,2
8,30,9.776,2:05.776,1,2
9,20,10.104,2:06.104,1,2
10,21,10.661,2:06.661,1,2
11,14,11.074,2:07.074,1,2
12,31,11.380,2:07.380,1,2
13,26,11.841,2:07.841,1,2
14,44,12.196,2:08.196,1,2
15,33,PIT,2:09.574,1,2
16,9,14.752,2:10.752,1,2
17,12,PIT,2:15.622,1,2
18,5,PIT,2:16.688,1,2
19,22,PIT,2:21.859,1,2
20,7,PIT,2:45.732,1,2
21,6,0,1:57.597,2,2
22,27,4.618,1:58.104,2,2
23,3,9.191,2:01.246,2,2
24,77,13.316,2:02.893,2,2
25,19,PIT,2:05.596,2,2
26,8,15.131,2:05.283,2,2
27,11,16.354,2:04.605,2,2
28,30,17.950,2:05.771,2,2
29,20,18.613,2:06.106,2,2
30,21,21.588,2:08.524,2,2
31,14,22.582,2:09.105,2,2
32,31,23.817,2:10.034,2,2
33,44,24.552,2:09.953,2,2
34,26,26.116,2:11.872,2,2
35,9,32.410,2:15.255,2,2
36,5,43.966,2:20.875,2,2
37,33,46.822,2:30.845,2,2
38,12,51.311,2:29.286,2,2
39,6,0,2:10.816,3,2
40,27,2.800,2:08.998,3,2
41,7,1 LAP,3:25.616,3,2
42,3,8.006,2:09.631,3,2
43,77,8.623,2:06.123,3,2
44,8,9.359,2:05.044,3,2
45,11,9.839,2:04.301,3,2
46,30,10.923,2:03.789,3,2
47,20,11.632,2:03.835,3,2
48,21,12.427,2:01.655,3,2
49,14,14.615,2:02.849,3,2
50,31,16.252,2:03.251,3,2
51,44,18.420,2:04.684,3,2
52,19,20.051,2:16.556,3,2
53,26,20.373,2:05.073,3,2
54,5,30.029,1:56.879,3,2
55,33,33.135,1:57.129,3,2
56,12,40.983,2:00.488,3,2
57,9,PIT,2:36.352,3,2
58,6,0,1:53.974,4,2
59,27,3.186,1:54.360,4,2
60,7,1 LAP,1:53.759,4,2
61,3,9.318,1:55.286,4,2
62,77,10.513,1:55.864,4,2
63,11,11.240,1:55.375,4,2
64,8,12.399,1:57.014,4,2
65,30,13.592,1:56.643,4,2
66,20,14.246,1:56.588,4,2
67,21,15.150,1:56.697,4,2
68,14,17.348,1:56.707,4,2
69,44,19.834,1:55.388,4,2
70,31,20.242,1:57.964,4,2
71,19,21.651,1:55.574,4,2
72,26,23.411,1:57.012,4,2
73,5,30.711,1:54.656,4,2
74,33,34.065,1:54.904,4,2
75,12,44.424,1:57.415,4,2
76,6,0,1:54.417,5,2
77,27,4.222,1:55.453,5,2
78,7,1 LAP,1:54.332,5,2
79,3,10.341,1:55.440,5,2
80,77,11.745,1:55.649,5,2
81,11,12.369,1:55.546,5,2
82,8,14.395,1:56.413,5,2
83,30,15.717,1:56.542,5,2
84,20,16.636,1:56.807,5,2
85,21,17.391,1:56.658,5,2
86,14,19.797,1:56.866,5,2
87,44,20.587,1:55.170,5,2
88,31,22.771,1:56.946,5,2
89,19,23.369,1:56.135,5,2
90,26,25.695,1:56.701,5,2
91,5,30.831,1:54.537,5,2
92,33,34.620,1:54.972,5,2
93,12,47.583,1:57.576,5,2
94,6,0,2:16.354,6,2
95,27,PIT,2:20.286,6,2
96,7,PIT,2:20.818,6,2
97,3,13.365,2:19.378,6,2
98,77,15.647,2:20.256,6,2
99,11,PIT,2:23.131,6,2
100,8,PIT,2:24.466,6,2
101,30,PIT,2:23.811,6,2
102,21,23.193,2:22.156,6,2
103,14,25.732,2:22.289,6,2
104,44,27.545,2:23.312,6,2
105,19,29.424,2:22.409,6,2
106,31,PIT,2:26.359,6,2
107,26,34.467,2:25.126,6,2
108,5,40.464,2:25.987,6,2
109,33,46.084,2:27.818,6,2
110,12,62.997,2:31.768,6,2
111,6,0,2:47.178,7,2
112,3,0.836,2:34.649,7,2
113,27,1.699,2:40.723,7,2
114,7,1 LAP,2:39.653,7,2
115,77,PIT,2:35.454,7,2
116,14,5.157,2:26.603,7,2
117,21,PIT,2:29.951,7,2
118,44,6.367,2:26.000,7,2
119,19,7.638,2:25.392,7,2
120,11,7.926,2:35.958,7,2
121,26,9.642,2:22.353,7,2
122,30,10.714,2:34.718,7,2
123,8,11.787,2:36.458,7,2
124,5,13.133,2:19.847,7,2
125,33,25.639,2:26.733,7,2
126,31,26.564,2:40.966,7,2
127,12,27.690,2:11.871,7,2
128,6,0,2:55.607,8,2
129,3,1.298,2:56.069,8,2
130,27,1.989,2:55.897,8,2
131,7,1 LAP,2:55.330,8,2
132,14,5.110,2:55.560,8,2
133,44,6.213,2:55.453,8,2
134,19,7.864,2:55.833,8,2
135,11,8.303,2:55.984,8,2
136,26,9.418,2:55.383,8,2
137,6,PIT,3:02.739,9,2
138,3,PIT,3:02.307,9,2
139,27,PIT,3:02.791,9,2
140,14,PIT,3:01.518,9,2
141,44,PIT,3:02.605,9,2
142,19,PIT,3:02.101,9,2
143,11,PIT,3:03.030,9,2
144,26,PIT,3:03.943,9,2
145,30,PIT,3:04.370,9,2
146,8,PIT,3:04.657,9,2
147,5,PIT,3:04.611,9,2
148,77,PIT,3:05.824,9,2
149,21,PIT,3:07.339,9,2
150,33,PIT,3:07.129,9,2
151,31,PIT,3:08.401,9,2
152,12,PIT,3:09.123,9,2
153,7,PIT,2:24.599,9,2
154,6,0,19:20.189,10,2
155,3,0.717,19:20.040,10,2
156,27,1.298,19:19.446,10,2
157,14,1.458,19:17.758,10,2
