,NO,STOP,race_id,year,race_in_year,track
0,3,4,14,2016,8, Spielberg
1,6,4,14,2016,8, Spielberg
2,7,3,14,2016,8, Spielberg
3,8,3,14,2016,8, Spielberg
4,21,4,14,2016,8, Spielberg
5,22,4,14,2016,8, Spielberg
6,33,3,14,2016,8, Spielberg
7,44,4,14,2016,8, Spielberg
8,55,3,14,2016,8, Spielberg
9,77,4,14,2016,8, Spielberg
10,94,4,14,2016,8, Spielberg
