,NO,STOP,race_id,year,race_in_year,track
0,6,1,13,2016,7,Baku
1,8,2,13,2016,7,Baku
2,9,2,13,2016,7,Baku
3,12,2,13,2016,7,Baku
4,20,1,13,2016,7,Baku
5,21,2,13,2016,7,Baku
6,30,2,13,2016,7,Baku
