,NO,GAP,TIME,LAP,race_id
0,7,0,1:22.770,1,31
1,5,1.024,1:23.794,1,31
2,77,2.818,1:25.588,1,31
3,33,3.635,1:26.405,1,31
4,3,4.378,1:27.148,1,31
5,55,5.807,1:28.577,1,31
6,11,6.442,1:29.212,1,31
7,8,7.569,1:30.339,1,31
8,20,8.302,1:31.072,1,31
9,27,8.841,1:31.611,1,31
10,26,9.634,1:32.404,1,31
11,44,10.162,1:32.932,1,31
12,2,11.152,1:33.922,1,31
13,19,11.499,1:34.269,1,31
14,31,12.114,1:34.884,1,31
15,30,13.193,1:35.963,1,31
16,18,15.281,1:38.051,1,31
17,9,16.156,1:38.926,1,31
18,94,PIT,1:55.832,1,31
19,22,PIT,1:56.327,1,31
20,7,0,1:17.914,2,31
21,5,1.371,1:18.261,2,31
22,77,3.375,1:18.471,2,31
23,33,4.342,1:18.621,2,31
24,3,5.332,1:18.868,2,31
25,55,7.068,1:19.175,2,31
26,11,8.051,1:19.523,2,31
27,8,9.051,1:19.396,2,31
28,20,10.214,1:19.826,2,31
29,27,11.193,1:20.266,2,31
30,26,12.221,1:20.501,2,31
31,44,12.863,1:20.615,2,31
32,2,13.653,1:20.415,2,31
33,19,14.631,1:21.046,2,31
34,31,15.193,1:20.993,2,31
35,30,16.934,1:21.655,2,31
36,18,18.728,1:21.361,2,31
37,9,19.716,1:21.474,2,31
38,94,38.618,1:23.470,2,31
39,22,40.095,1:24.452,2,31
40,7,0,1:18.043,3,31
41,5,1.356,1:18.028,3,31
42,77,3.328,1:17.996,3,31
43,33,4.369,1:18.070,3,31
44,3,5.634,1:18.345,3,31
45,55,7.633,1:18.608,3,31
46,11,8.517,1:18.509,3,31
47,8,9.824,1:18.816,3,31
48,20,11.042,1:18.871,3,31
49,27,12.026,1:18.876,3,31
50,26,13.270,1:19.092,3,31
51,44,14.254,1:19.434,3,31
52,2,15.128,1:19.518,3,31
53,19,16.053,1:19.465,3,31
54,31,16.786,1:19.636,3,31
55,30,18.671,1:19.780,3,31
56,18,20.350,1:19.665,3,31
57,9,21.927,1:20.254,3,31
58,94,39.830,1:19.255,3,31
59,22,41.215,1:19.163,3,31
60,7,0,1:17.072,4,31
61,5,1.821,1:17.537,4,31
62,77,4.049,1:17.793,4,31
63,33,5.206,1:17.909,4,31
64,3,6.381,1:17.819,4,31
65,55,8.889,1:18.328,4,31
66,11,9.686,1:18.241,4,31
67,8,11.358,1:18.606,4,31
68,20,12.999,1:19.029,4,31
69,27,13.934,1:18.980,4,31
70,26,15.086,1:18.888,4,31
71,44,16.251,1:19.069,4,31
72,2,17.262,1:19.206,4,31
73,19,18.572,1:19.591,4,31
74,31,19.230,1:19.516,4,31
75,30,21.103,1:19.504,4,31
76,18,22.526,1:19.248,4,31
77,9,24.794,1:19.939,4,31
78,94,42.006,1:19.248,4,31
79,22,43.446,1:19.303,4,31
