,NO,STOP,race_id,year,race_in_year,track
0,2,2,29,2017,3,Sochi
1,5,1,29,2017,3,Sochi
2,7,1,29,2017,3,Sochi
3,9,2,29,2017,3,Sochi
4,11,1,29,2017,3,Sochi
5,18,1,29,2017,3,Sochi
6,19,2,29,2017,3,Sochi
7,20,1,29,2017,3,Sochi
8,26,1,29,2017,3,Sochi
9,33,1,29,2017,3,Sochi
10,44,1,29,2017,3,Sochi
11,55,1,29,2017,3,Sochi
12,77,1,29,2017,3,Sochi
13,94,2,29,2017,3,Sochi
