,NO,STOP,race_id
0,3,2,9
1,6,1,9
2,7,1,9
3,8,1,9
4,9,2,9
5,11,2,9
6,12,1,9
7,14,1,9
8,20,1,9
9,21,2,9
10,22,1,9
11,26,2,9
12,30,1,9
13,44,1,9
14,55,1,9
15,77,1,9
16,94,2,9
