,NO,STOP,race_id,year,race_in_year,track
0,3,2,3,2016,17,Austin
1,5,3,3,2016,17,Austin
2,6,2,3,2016,17,Austin
3,8,2,3,2016,17,Austin
4,9,1,3,2016,17,Austin
5,11,2,3,2016,17,Austin
6,12,1,3,2016,17,Austin
7,14,2,3,2016,17,Austin
8,19,3,3,2016,17,Austin
9,20,3,3,2016,17,Austin
10,22,2,3,2016,17,Austin
11,26,1,3,2016,17,Austin
12,30,2,3,2016,17,Austin
13,31,3,3,2016,17,Austin
14,44,2,3,2016,17,Austin
15,55,2,3,2016,17,Austin
16,77,2,3,2016,17,Austin
17,94,2,3,2016,17,Austin
