,NO,GAP,TIME,LAP,race_id
0,44,0,1:34.404,1,16
1,5,0.674,1:35.078,1,16
2,77,1.605,1:36.009,1,16
3,7,3.089,1:37.493,1,16
4,33,3.971,1:38.375,1,16
5,19,5.270,1:39.674,1,16
6,8,6.312,1:40.716,1,16
7,55,7.487,1:41.891,1,16
8,11,8.464,1:42.868,1,16
9,26,9.506,1:43.910,1,16
10,14,10.341,1:44.745,1,16
11,27,10.833,1:45.237,1,16
12,31,11.150,1:45.554,1,16
13,18,11.607,1:46.011,1,16
14,30,11.875,1:46.279,1,16
15,2,12.358,1:46.762,1,16
16,36,13.085,1:47.489,1,16
17,9,24.975,1:59.379,1,16
18,20,PIT,2:47.633,1,16
19,44,0,1:29.638,2,16
20,5,0.763,1:29.727,2,16
21,77,2.108,1:30.141,2,16
22,7,4.018,1:30.567,2,16
23,33,5.162,1:30.829,2,16
24,19,6.783,1:31.151,2,16
25,8,7.916,1:31.242,2,16
26,55,9.235,1:31.386,2,16
27,11,10.415,1:31.589,2,16
28,26,11.654,1:31.786,2,16
29,14,12.645,1:31.942,2,16
30,27,13.418,1:32.223,2,16
31,31,14.211,1:32.699,2,16
32,18,15.331,1:33.362,2,16
33,30,16.477,1:34.240,2,16
34,2,17.229,1:34.509,2,16
35,36,18.338,1:34.891,2,16
36,9,28.020,1:32.683,2,16
37,20,81.236,1:37.645,2,16
38,44,0,1:29.119,3,16
39,5,0.687,1:29.043,3,16
40,77,2.624,1:29.635,3,16
41,7,5.062,1:30.163,3,16
42,33,6.533,1:30.490,3,16
43,19,8.287,1:30.623,3,16
44,8,9.847,1:31.050,3,16
45,55,11.774,1:31.658,3,16
46,11,12.835,1:31.539,3,16
47,26,14.145,1:31.610,3,16
48,14,15.235,1:31.709,3,16
49,27,16.391,1:32.092,3,16
50,31,17.360,1:32.268,3,16
51,18,18.445,1:32.233,3,16
52,30,20.607,1:33.249,3,16
53,2,21.681,1:33.571,3,16
54,36,23.093,1:33.874,3,16
55,3,2 LAPS,4:56.773,3,16
56,9,31.715,1:32.814,3,16
57,44,0,1:29.044,4,16
58,5,0.771,1:29.128,4,16
59,77,2.881,1:29.301,4,16
60,7,5.968,1:29.950,4,16
61,33,7.477,1:29.988,4,16
62,19,9.856,1:30.613,4,16
63,8,11.566,1:30.763,4,16
64,55,13.376,1:30.646,4,16
65,11,14.834,1:31.043,4,16
66,26,16.106,1:31.005,4,16
67,14,17.715,1:31.524,4,16
68,27,19.000,1:31.653,4,16
69,31,19.876,1:31.560,4,16
70,18,21.167,1:31.766,4,16
71,30,23.874,1:32.311,4,16
72,2,25.747,1:33.110,4,16
73,3,2 LAPS,1:32.510,4,16
74,36,28.170,1:34.121,4,16
75,9,36.326,1:33.655,4,16
76,44,0,1:28.786,5,16
77,5,1.112,1:29.127,5,16
78,77,3.555,1:29.460,5,16
79,7,6.780,1:29.598,5,16
80,33,8.595,1:29.904,5,16
81,19,11.600,1:30.530,5,16
82,8,13.354,1:30.574,5,16
83,55,15.335,1:30.745,5,16
84,11,16.796,1:30.748,5,16
85,26,18.396,1:31.076,5,16
86,14,20.689,1:31.760,5,16
87,27,21.794,1:31.580,5,16
88,31,22.874,1:31.784,5,16
89,30,27.718,1:32.630,5,16
90,2,29.206,1:32.245,5,16
91,3,2 LAPS,1:31.619,5,16
92,36,32.729,1:33.345,5,16
93,9,40.637,1:33.097,5,16
94,18,PIT,1:50.632,5,16
95,44,0,1:28.919,11,16
96,5,1.276,1:29.083,11,16
97,77,3.771,1:29.135,11,16
98,7,7.087,1:29.226,11,16
99,33,9.312,1:29.636,11,16
100,19,13.189,1:30.508,11,16
101,8,15.006,1:30.571,11,16
102,55,17.081,1:30.665,11,16
103,11,18.891,1:31.014,11,16
104,26,20.331,1:30.854,11,16
105,14,22.879,1:31.109,11,16
106,27,24.122,1:31.247,11,16
107,31,25.487,1:31.532,11,16
108,30,30.994,1:32.195,11,16
109,2,32.348,1:32.061,11,16
110,3,2 LAPS,1:32.111,11,16
111,36,36.935,1:33.125,11,16
112,9,44.575,1:32.857,11,16
113,18,49.801,1:35.707,11,16
114,20,87.520,1:30.564,11,16
115,44,0,1:28.797,12,16
116,5,1.344,1:28.865,12,16
117,77,4.138,1:29.164,12,16
118,7,7.601,1:29.311,12,16
119,33,10.054,1:29.539,12,16
120,19,14.536,1:30.144,12,16
121,8,16.497,1:30.288,12,16
122,55,18.908,1:30.624,12,16
123,11,20.714,1:30.620,12,16
124,26,22.386,1:30.852,12,16
125,14,25.362,1:31.280,12,16
126,27,26.799,1:31.474,12,16
127,31,28.932,1:32.242,12,16
128,30,34.561,1:32.364,12,16
129,3,2 LAPS,1:31.961,12,16
130,2,37.658,1:34.107,12,16
131,36,40.802,1:32.664,12,16
132,9,48.383,1:32.605,12,16
133,18,50.829,1:29.825,12,16
134,44,0,1:28.379,13,16
135,5,1.718,1:28.753,13,16
136,20,1 LAP,1:33.910,13,16
137,77,5.247,1:29.488,13,16
138,7,8.546,1:29.324,13,16
139,33,11.223,1:29.548,13,16
140,19,16.232,1:30.075,13,16
141,8,18.479,1:30.361,13,16
142,55,21.312,1:30.783,13,16
143,11,22.964,1:30.629,13,16
144,26,24.796,1:30.789,13,16
145,14,28.121,1:31.138,13,16
146,27,29.679,1:31.259,13,16
147,31,31.627,1:31.074,13,16
148,30,38.505,1:32.323,13,16
149,3,2 LAPS,1:31.339,13,16
150,2,43.112,1:33.833,13,16
151,36,46.188,1:33.765,13,16
152,9,52.569,1:32.565,13,16
153,18,52.883,1:30.433,13,16
154,44,0,1:28.391,14,16
155,5,1.561,1:28.234,14,16
156,77,6.047,1:29.191,14,16
157,20,1 LAP,1:33.065,14,16
158,7,9.783,1:29.628,14,16
159,33,12.191,1:29.359,14,16
160,19,17.917,1:30.076,14,16
161,8,20.558,1:30.470,14,16
162,55,23.851,1:30.930,14,16
163,11,25.076,1:30.503,14,16
164,26,27.226,1:30.821,14,16
165,14,30.986,1:31.256,14,16
166,27,32.419,1:31.131,14,16
167,31,34.282,1:31.046,14,16
168,30,42.673,1:32.559,14,16
169,3,2 LAPS,1:32.309,14,16
170,36,50.841,1:33.044,14,16
171,18,55.575,1:31.083,14,16
172,9,58.009,1:33.831,14,16
173,2,PIT,2:08.894,14,16
174,44,0,1:28.326,15,16
175,5,1.892,1:28.657,15,16
176,77,6.596,1:28.875,15,16
177,7,11.069,1:29.612,15,16
178,33,13.418,1:29.553,15,16
179,20,1 LAP,1:34.740,15,16
