,NO,GAP,TIME,LAP,race_id
0,44,0,1:44.036,1,3
1,3,0.884,1:44.920,1,3
2,6,1.646,1:45.682,1,3
3,7,2.272,1:46.308,1,3
4,33,3.981,1:48.017,1,3
5,5,4.450,1:48.486,1,3
6,19,5.208,1:49.244,1,3
7,55,5.857,1:49.893,1,3
8,14,7.277,1:51.313,1,3
9,21,8.222,1:52.258,1,3
10,22,8.924,1:52.960,1,3
11,26,9.953,1:53.989,1,3
12,9,10.755,1:54.791,1,3
13,30,11.439,1:55.475,1,3
14,8,11.565,1:55.601,1,3
15,20,11.950,1:55.986,1,3
16,11,12.940,1:56.976,1,3
17,31,13.246,1:57.282,1,3
18,12,13.501,1:57.537,1,3
19,94,13.862,1:57.898,1,3
20,27,PIT,2:23.182,1,3
21,77,PIT,2:26.668,1,3
22,44,0,1:44.292,2,3
23,3,1.072,1:44.480,2,3
24,6,1.989,1:44.635,2,3
25,7,2.787,1:44.807,2,3
26,33,4.677,1:44.988,2,3
27,5,5.469,1:45.311,2,3
28,19,6.898,1:45.982,2,3
29,55,7.770,1:46.205,2,3
30,14,9.301,1:46.316,2,3
31,21,11.226,1:47.296,2,3
32,22,11.650,1:47.018,2,3
33,26,12.881,1:47.220,2,3
34,9,13.575,1:47.112,2,3
35,8,14.147,1:46.874,2,3
36,20,15.855,1:48.197,2,3
37,11,16.439,1:47.791,2,3
38,30,16.843,1:49.696,2,3
39,31,17.887,1:48.933,2,3
40,94,18.369,1:48.799,2,3
41,12,19.159,1:49.950,2,3
42,77,67.898,2:09.558,2,3
43,44,0,1:44.159,3,3
44,3,1.246,1:44.333,3,3
45,6,2.189,1:44.359,3,3
46,7,2.982,1:44.354,3,3
47,33,5.079,1:44.561,3,3
48,5,6.014,1:44.704,3,3
49,19,8.294,1:45.555,3,3
50,55,9.075,1:45.464,3,3
51,14,10.984,1:45.842,3,3
52,22,13.897,1:46.406,3,3
53,21,14.811,1:47.744,3,3
54,26,15.965,1:47.243,3,3
55,8,16.633,1:46.645,3,3
56,9,17.459,1:48.043,3,3
57,11,18.054,1:45.774,3,3
58,20,19.299,1:47.603,3,3
59,30,20.430,1:47.746,3,3
60,31,23.042,1:49.314,3,3
61,94,23.314,1:49.104,3,3
62,12,23.806,1:48.806,3,3
63,77,68.960,1:45.221,3,3
64,44,0,1:44.197,4,3
65,3,1.217,1:44.168,4,3
66,6,2.392,1:44.400,4,3
67,7,3.220,1:44.435,4,3
68,33,5.014,1:44.132,4,3
69,5,6.378,1:44.561,4,3
70,19,9.362,1:45.265,4,3
71,55,10.120,1:45.242,4,3
72,14,12.144,1:45.357,4,3
73,22,15.830,1:46.130,4,3
74,21,17.133,1:46.519,4,3
75,26,18.090,1:46.322,4,3
