,NO,STOP,race_id,year,race_in_year,track
0,3,2,28,2017,2,Sakhir
1,5,2,28,2017,2,Sakhir
2,7,2,28,2017,2,Sakhir
3,8,2,28,2017,2,Sakhir
4,11,2,28,2017,2,Sakhir
5,19,2,28,2017,2,Sakhir
6,26,2,28,2017,2,Sakhir
7,27,2,28,2017,2,Sakhir
8,30,2,28,2017,2,Sakhir
9,31,2,28,2017,2,Sakhir
10,44,2,28,2017,2,Sakhir
11,77,2,28,2017,2,Sakhir
12,94,1,28,2017,2,Sakhir
