,NO,STOP,race_id,year,race_in_year,track
0,2,1,16,2017,0,Melbourne
1,5,1,16,2017,0,Melbourne
2,7,1,16,2017,0,Melbourne
3,11,1,16,2017,0,Melbourne
4,19,1,16,2017,0,Melbourne
5,26,2,16,2017,0,Melbourne
6,27,2,16,2017,0,Melbourne
7,31,1,16,2017,0,Melbourne
8,33,1,16,2017,0,Melbourne
9,36,1,16,2017,0,Melbourne
10,44,1,16,2017,0,Melbourne
11,55,1,16,2017,0,Melbourne
12,77,1,16,2017,0,Melbourne
